"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7,0,4,4,0
"2",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,9,1,0,0,0
"3",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"4",29,28,1,29,28,1,29,27,2,6,5,1,31,29,2,33,32,1,25,23,2,30,29,1,27,26,1,27,26,1,24,23,1,0,0,0,27,26,1,28,27,1,26,24,2
"5",18,18,0,17,17,0,14,14,0,0,0,0,18,17,1,27,25,2,7,7,0,17,17,0,14,14,0,10,10,0,19,19,0,0,0,0,10,10,0,49,48,1,21,21,0
"6",22,22,0,18,18,0,13,13,0,12,12,0,33,32,1,37,36,1,13,12,1,17,17,0,18,18,0,18,18,0,12,12,0,0,0,0,18,18,0,46,45,1,34,34,0
"7",46,46,0,16,16,0,14,14,0,4,4,0,13,12,1,5,5,0,0,0,0,44,44,0,36,36,0,36,36,0,44,44,0,0,0,0,36,36,0,50,46,4,55,54,1
"8",8,8,0,17,17,0,12,12,0,5,5,0,10,10,0,12,12,0,10,10,0,8,8,0,7,7,0,7,7,0,10,10,0,0,0,0,7,7,0,21,21,0,19,19,0
"9",7,6,1,3,3,0,4,3,1,1,1,0,16,14,2,22,19,3,16,16,0,4,4,0,4,4,0,4,4,0,9,9,0,0,0,0,115,8,107,11,10,1,17,15,2
"10",41,39,2,57,56,1,50,49,1,37,35,2,54,51,3,58,55,3,29,27,2,31,30,1,27,26,1,11,11,0,35,34,1,20,19,1,11,11,0,67,64,3,54,52,2
"11",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,0,0,0
"12",10,9,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,8,7,1,8,7,1,6,6,0,0,0,0,8,7,1,17,15,2,20,18,2
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
"14",17,17,0,10,10,0,11,11,0,0,0,0,2,2,0,2,2,0,2,1,1,10,10,0,9,9,0,9,9,0,9,9,0,0,0,0,9,9,0,25,23,2,10,10,0
"15",12,12,0,14,14,0,15,15,0,2,1,1,1,1,0,1,1,0,0,0,0,13,13,0,13,13,0,12,12,0,18,18,0,24,24,0,12,12,0,23,23,0,20,19,1
"16",11,11,0,23,22,1,26,25,1,16,15,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,12,12,0,0,0,0,1,1,0,21,20,1,9,9,0
"17",5,5,0,10,10,0,12,12,0,8,7,1,2,2,0,2,2,0,6,6,0,3,3,0,2,2,0,2,2,0,5,5,0,21,19,2,3,2,1,11,11,0,6,6,0
"18",3,3,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,22,14,8,3,2,1
"19",8,7,1,3,3,0,3,3,0,0,0,0,7,6,1,15,14,1,12,12,0,4,3,1,2,2,0,2,2,0,4,3,1,0,0,0,2,2,0,15,14,1,14,13,1
"20",24,23,1,24,23,1,26,25,1,18,18,0,1,1,0,0,0,0,0,0,0,23,22,1,19,18,1,17,17,0,16,16,0,21,19,2,18,17,1,26,25,1,18,16,2
