"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",6,6,0,5,5,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,0,2,2,0,4,4,0,0,0,0,2,2,0,7,7,0,5,5,0
"2",4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,2,2,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"4",0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",8,8,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,9,9,0,9,9,0
"6",20,19,1,12,12,0,11,11,0,6,6,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,22,21,1,0,0,0,0,0,0,14,14,0,19,19,0
"7",24,24,0,33,32,1,30,29,1,0,0,0,1,1,0,1,1,0,0,0,0,22,22,0,2,2,0,2,2,0,22,22,0,0,0,0,10,2,8,25,24,1,36,35,1
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,2,0,0,0
"9",3,3,0,10,10,0,6,6,0,0,0,0,3,3,0,7,7,0,5,5,0,3,3,0,2,2,0,2,2,0,14,14,0,0,0,0,352,19,333,15,15,0,3,3,0
"10",10,10,0,8,8,0,10,10,0,10,10,0,11,11,0,26,25,1,15,14,1,11,11,0,7,7,0,7,7,0,20,19,1,0,0,0,91,9,82,28,27,1,22,22,0
"11",0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,0,0
"12",14,13,1,13,12,1,18,16,2,2,2,0,0,0,0,0,0,0,0,0,0,14,13,1,6,6,0,6,6,0,11,10,1,21,18,3,6,6,0,15,14,1,18,17,1
"13",5,5,0,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,3,3,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,8,6,2,5,5,0
"14",4,4,0,4,4,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,1,1,0,4,4,0,20,18,2,1,1,0,15,15,0,5,5,0
"15",0,0,0,2,2,0,4,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,7,1
"16",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0
"17",4,4,0,6,6,0,8,8,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,22,19,3,2,2,0
"18",5,5,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,8,2,7,7,0
"19",9,9,0,4,4,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,0,2,2,0,6,6,0,0,0,0,2,2,0,4,4,0,8,8,0
"20",22,22,0,15,15,0,11,11,0,1,1,0,2,2,0,3,3,0,0,0,0,18,18,0,12,12,0,12,12,0,15,15,0,0,0,0,12,12,0,44,30,14,26,26,0
"21",8,8,0,9,9,0,9,9,0,4,4,0,0,0,0,0,0,0,0,0,0,6,6,0,1,1,0,1,1,0,8,8,0,0,0,0,71,5,66,30,20,10,5,5,0
"22",25,25,0,5,5,0,5,5,0,1,1,0,24,24,0,21,21,0,11,10,1,17,17,0,2,2,0,2,2,0,18,18,0,0,0,0,2,2,0,31,30,1,15,15,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0
"24",4,4,0,3,3,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,6,4,2,7,7,0,3,3,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"26",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,1,1,0
"27",5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,5,5,0,19,18,1
"28",3,3,0,0,0,0,8,8,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,41,2,39,3,3,0,12,12,0
"29",2,2,0,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,5,1,1,0
"30",11,10,1,8,8,0,6,6,0,6,5,1,0,0,0,0,0,0,0,0,0,9,8,1,5,5,0,5,5,0,6,6,0,0,0,0,5,5,0,9,7,2,9,8,1
"31",2,2,0,8,8,0,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,10,9,1,5,5,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,0,0,0
