"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",4,4,0,14,14,0,13,13,0,8,7,1,27,27,0,27,27,0,28,27,1,4,4,0,4,4,0,4,4,0,5,5,0,0,0,0,4,4,0,45,43,2,46,45,1
"2",5,5,0,4,4,0,6,6,0,5,5,0,47,46,1,48,47,1,49,49,0,5,5,0,5,5,0,5,5,0,6,6,0,27,26,1,5,5,0,90,87,3,57,55,2
"3",1,1,0,1,1,0,1,1,0,0,0,0,5,5,0,6,6,0,25,24,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,76,71,5,29,29,0
"4",5,5,0,17,16,1,18,17,1,0,0,0,10,10,0,7,7,0,10,10,0,5,5,0,5,5,0,5,5,0,6,5,1,0,0,0,5,5,0,35,35,0,57,55,2
"5",7,7,0,4,4,0,1,1,0,0,0,0,23,22,1,23,22,1,29,29,0,7,7,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,83,78,5,92,90,2
"6",21,20,1,58,56,2,57,55,2,46,44,2,57,54,3,57,54,3,58,55,3,21,20,1,18,18,0,18,18,0,21,20,1,0,0,0,18,18,0,147,131,16,122,117,5
"7",14,14,0,12,12,0,7,7,0,0,0,0,6,6,0,7,7,0,25,24,1,13,13,0,8,8,0,8,8,0,17,17,0,0,0,0,8,8,0,122,117,5,144,138,6
"8",29,29,0,12,12,0,12,12,0,16,16,0,38,36,2,37,35,2,37,34,3,16,16,0,14,14,0,14,14,0,30,30,0,0,0,0,14,14,0,112,105,7,136,134,2
"9",3,3,0,16,14,2,13,12,1,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,3,3,0,3,3,0,24,23,1,0,0,0,116,3,113,22,22,0,76,72,4
"10",7,7,0,42,40,2,45,43,2,6,6,0,71,69,2,73,71,2,72,71,1,15,15,0,11,11,0,11,11,0,7,7,0,23,21,2,11,11,0,83,81,2,123,121,2
"11",0,0,0,0,0,0,2,2,0,0,0,0,22,21,1,23,22,1,29,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,43,42,1
"12",19,17,2,9,8,1,9,8,1,0,0,0,17,15,2,23,21,2,42,40,2,8,7,1,5,5,0,4,4,0,16,15,1,43,43,0,4,4,0,96,94,2,88,86,2
"13",2,2,0,2,2,0,1,1,0,0,0,0,66,65,1,65,64,1,61,60,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,109,103,6,37,37,0
"14",0,0,0,8,8,0,7,7,0,1,1,0,2,2,0,2,2,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,7,0,0,0,89,82,7,67,64,3
"15",1,1,0,2,2,0,5,5,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,109,90,19,56,55,1
"16",14,14,0,88,86,2,100,98,2,57,56,1,82,82,0,90,90,0,103,102,1,12,12,0,7,7,0,7,7,0,28,28,0,122,119,3,7,7,0,205,199,6,184,182,2
"17",0,0,0,4,4,0,4,4,0,12,11,1,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,84,75,9,34,34,0
"18",0,0,0,3,3,0,3,3,0,4,3,1,5,5,0,6,6,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,98,10,43,41,2
"19",10,9,1,43,42,1,49,48,1,49,48,1,62,61,1,67,66,1,77,76,1,8,7,1,5,4,1,5,4,1,11,11,0,47,44,3,5,4,1,165,153,12,114,111,3
"20",37,36,1,63,61,2,67,63,4,55,53,2,55,53,2,63,61,2,83,80,3,29,28,1,29,27,2,29,27,2,30,29,1,62,59,3,29,27,2,132,125,7,183,174,9
"21",2,2,0,5,5,0,2,2,0,6,6,0,15,13,2,23,20,3,37,34,3,2,2,0,2,2,0,2,2,0,3,3,0,0,0,0,2,2,0,128,108,20,62,61,1
"22",30,29,1,53,49,4,46,42,4,14,12,2,91,88,3,67,65,2,38,38,0,29,28,1,25,25,0,25,25,0,46,45,1,42,42,0,25,25,0,121,112,9,147,146,1
"23",1,1,0,16,15,1,23,22,1,28,28,0,40,38,2,42,40,2,43,41,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,5,40,38,2
"24",2,2,0,40,38,2,44,42,2,33,32,1,2,2,0,8,8,0,32,32,0,2,2,0,0,0,0,0,0,0,13,13,0,63,62,1,0,0,0,165,157,8,97,96,1
