"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",0,0,0,0,0,0,1,1,0,0,0,0,14,13,1,14,13,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,1,10,9,1
"2",0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,3,4,2,2
"3",0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,3,6,6,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,12,11,1
"5",0,0,0,0,0,0,0,0,0,0,0,0,17,15,2,16,14,2,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,3,2,2,0
"6",1,1,0,1,1,0,1,1,0,0,0,0,34,31,3,34,31,3,30,27,3,1,1,0,1,1,0,1,1,0,5,5,0,0,0,0,1,1,0,45,40,5,23,22,1
"7",0,0,0,3,3,0,1,1,0,3,2,1,3,3,0,3,3,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,5,12,12,0
"8",3,3,0,0,0,0,0,0,0,0,0,0,15,15,0,16,16,0,15,15,0,3,3,0,3,3,0,3,3,0,4,4,0,0,0,0,3,3,0,27,27,0,25,23,2
"9",1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,9,7,2,6,5,1
"10",1,1,0,6,6,0,6,6,0,0,0,0,15,15,0,14,14,0,13,13,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,42,31,11,9,9,0
