"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",2,2,0,5,4,1,4,3,1,2,2,0,6,6,0,2,2,0,1,1,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,15,14,1,21,18,3
"2",20,18,2,7,6,1,4,3,1,2,2,0,3,3,0,3,3,0,0,0,0,20,18,2,20,18,2,20,18,2,19,17,2,0,0,0,20,18,2,22,16,6,25,24,1
"3",15,15,0,8,8,0,5,5,0,0,0,0,14,14,0,13,13,0,3,3,0,14,14,0,14,14,0,11,11,0,12,12,0,0,0,0,12,12,0,11,11,0,15,15,0
"4",7,6,1,3,3,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,7,6,1,7,6,1,7,6,1,3,2,1,0,0,0,7,6,1,23,15,8,12,11,1
"5",17,17,0,13,13,0,9,9,0,0,0,0,9,9,0,10,10,0,1,1,0,17,17,0,17,17,0,17,17,0,20,20,0,0,0,0,17,17,0,34,34,0,26,25,1
"6",49,48,1,35,35,0,27,27,0,5,5,0,48,48,0,47,47,0,19,18,1,47,46,1,47,46,1,47,46,1,43,42,1,0,0,0,47,46,1,51,51,0,56,52,4
"7",38,35,3,16,15,1,7,7,0,0,0,0,39,35,4,34,31,3,3,1,2,36,34,2,36,34,2,36,34,2,33,31,2,0,0,0,36,34,2,52,46,6,36,33,3
"8",29,25,4,20,17,3,14,12,2,2,2,0,15,15,0,0,0,0,0,0,0,26,22,4,27,23,4,26,22,4,38,36,2,0,0,0,30,26,4,32,27,5,31,28,3
"9",5,4,1,0,0,0,0,0,0,0,0,0,10,10,0,12,11,1,7,6,1,5,4,1,5,4,1,5,4,1,8,8,0,0,0,0,5,4,1,13,12,1,6,5,1
"10",42,42,0,39,39,0,34,34,0,0,0,0,44,44,0,41,41,0,28,27,1,42,42,0,42,42,0,42,42,0,43,43,0,0,0,0,42,42,0,45,45,0,40,39,1
"11",1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0
"12",18,17,1,7,7,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,19,18,1,19,18,1,19,18,1,23,21,2,0,0,0,19,18,1,21,19,2,20,18,2
"13",7,6,1,8,7,1,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,7,6,1,7,6,1,7,6,1,7,6,1,0,0,0,7,6,1,22,17,5,6,5,1
"14",4,4,0,3,3,0,2,2,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,4,4,0,21,18,3,3,3,0
"15",15,14,1,8,8,0,7,7,0,2,2,0,18,18,0,14,14,0,5,5,0,15,14,1,15,14,1,14,13,1,20,19,1,0,0,0,14,13,1,26,26,0,22,21,1
"16",20,19,1,14,12,2,4,3,1,1,1,0,12,11,1,12,11,1,3,2,1,20,19,1,20,19,1,20,19,1,23,22,1,0,0,0,20,19,1,28,27,1,24,23,1
"17",25,23,2,19,18,1,14,12,2,0,0,0,30,28,2,28,26,2,15,13,2,24,22,2,24,22,2,24,22,2,25,23,2,0,0,0,26,24,2,32,29,3,27,26,1
"18",8,8,0,4,3,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,8,8,0,0,0,0,3,3,0,17,14,3,19,17,2
"19",18,18,0,9,9,0,9,9,0,3,3,0,2,2,0,2,2,0,1,1,0,20,20,0,20,20,0,20,20,0,16,16,0,0,0,0,20,20,0,14,14,0,22,22,0
"20",40,39,1,26,26,0,10,10,0,0,0,0,35,35,0,28,28,0,1,1,0,39,38,1,39,38,1,39,38,1,38,38,0,0,0,0,39,38,1,48,47,1,35,33,2
"21",26,26,0,22,22,0,10,10,0,0,0,0,31,28,3,8,7,1,0,0,0,25,25,0,25,25,0,25,25,0,36,34,2,0,0,0,25,25,0,36,34,2,36,35,1
"22",48,44,4,36,32,4,19,17,2,4,3,1,22,22,0,18,18,0,1,1,0,46,43,3,46,43,3,46,43,3,47,44,3,0,0,0,46,43,3,28,27,1,57,54,3
"23",8,7,1,3,3,0,2,2,0,0,0,0,5,4,1,9,8,1,6,6,0,8,7,1,8,7,1,8,7,1,9,8,1,0,0,0,8,7,1,15,14,1,5,4,1
"24",7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,21,20,1,17,17,0
"25",6,6,0,6,6,0,5,5,0,1,1,0,1,1,0,1,1,0,0,0,0,7,7,0,7,7,0,7,7,0,4,4,0,0,0,0,7,7,0,11,9,2,12,11,1
"26",7,7,0,8,7,1,8,7,1,2,1,1,9,9,0,4,4,0,3,3,0,11,10,1,11,10,1,11,10,1,11,10,1,0,0,0,11,10,1,9,9,0,7,7,0
"27",8,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,7,0,7,7,0,7,7,0,8,8,0,0,0,0,7,7,0,22,21,1,7,7,0
"28",13,13,0,11,11,0,10,10,0,3,3,0,2,2,0,1,1,0,0,0,0,13,13,0,13,13,0,13,13,0,14,14,0,0,0,0,13,13,0,17,16,1,22,22,0
"29",21,21,0,13,13,0,10,10,0,4,4,0,17,17,0,16,16,0,3,3,0,21,21,0,21,21,0,21,21,0,17,17,0,0,0,0,21,21,0,33,33,0,19,19,0
"30",34,34,0,10,10,0,2,2,0,2,2,0,8,8,0,4,4,0,0,0,0,31,31,0,31,31,0,31,31,0,26,26,0,0,0,0,31,31,0,20,20,0,32,30,2
