"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",25,25,0,84,79,5,90,87,3,85,83,2,67,63,4,70,66,4,84,80,4,18,18,0,10,10,0,10,10,0,46,44,2,90,85,5,10,10,0,143,95,48,94,89,5
"2",25,25,0,83,80,3,85,82,3,79,76,3,96,92,4,96,92,4,92,89,3,25,25,0,21,21,0,21,21,0,34,33,1,80,78,2,23,23,0,105,99,6,90,85,5
"3",0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,29,28,1,35,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,74,8,13,13,0
"4",22,21,1,26,26,0,26,26,0,0,0,0,27,26,1,29,28,1,41,40,1,22,21,1,20,19,1,20,19,1,10,10,0,29,29,0,20,19,1,55,54,1,66,63,3
"5",16,16,0,37,35,2,39,37,2,30,29,1,41,39,2,50,48,2,52,50,2,16,16,0,8,8,0,8,8,0,23,22,1,33,33,0,8,8,0,101,83,18,67,64,3
"6",20,20,0,25,24,1,30,26,4,3,1,2,53,52,1,52,51,1,51,50,1,17,17,0,16,16,0,16,16,0,19,19,0,0,0,0,18,18,0,57,53,4,71,71,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,23,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,39,4,14,14,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,36,36,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,67,3,41,39,2
"9",10,9,1,27,27,0,31,30,1,20,19,1,52,48,4,51,48,3,48,47,1,7,7,0,7,7,0,7,7,0,19,18,1,40,39,1,7,7,0,57,52,5,56,51,5
"10",51,49,2,71,70,1,71,71,0,64,64,0,68,68,0,69,69,0,69,69,0,45,44,1,41,40,1,41,40,1,53,51,2,61,59,2,41,40,1,74,72,2,77,76,1
