"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",10,10,0,16,14,2,23,21,2,24,23,1,26,25,1,30,29,1,28,27,1,10,10,0,10,10,0,10,10,0,22,22,0,0,0,0,10,10,0,48,48,0,68,63,5
"2",14,12,2,4,3,1,2,1,1,0,0,0,40,39,1,36,35,1,29,28,1,6,5,1,6,5,1,6,5,1,13,11,2,0,0,0,10,8,2,49,45,4,52,48,4
"3",6,6,0,9,9,0,6,6,0,0,0,0,35,33,2,36,34,2,38,36,2,6,6,0,6,6,0,6,6,0,6,6,0,0,0,0,6,6,0,51,48,3,39,39,0
"4",17,16,1,3,2,1,2,1,1,0,0,0,43,42,1,44,43,1,28,27,1,14,13,1,14,13,1,14,13,1,28,26,2,0,0,0,14,13,1,43,42,1,57,55,2
"5",17,17,0,12,12,0,8,8,0,0,0,0,34,34,0,33,33,0,30,30,0,17,17,0,17,17,0,17,17,0,13,13,0,0,0,0,17,17,0,48,44,4,49,49,0
"6",41,41,0,33,33,0,17,17,0,0,0,0,54,50,4,54,50,4,46,42,4,42,41,1,42,41,1,42,41,1,40,40,0,0,0,0,42,41,1,50,48,2,81,75,6
"7",25,23,2,37,34,3,20,19,1,5,4,1,60,57,3,59,56,3,33,31,2,22,22,0,22,22,0,22,22,0,38,36,2,29,29,0,22,22,0,71,66,5,74,68,6
"8",46,42,4,34,31,3,28,26,2,15,15,0,42,40,2,35,35,0,22,22,0,47,43,4,47,43,4,47,43,4,45,42,3,0,0,0,47,43,4,55,52,3,66,64,2
"9",7,6,1,4,3,1,2,2,0,0,0,0,31,28,3,24,22,2,6,5,1,7,6,1,7,6,1,7,6,1,6,5,1,0,0,0,7,6,1,32,30,2,37,35,2
"10",33,33,0,41,41,0,33,32,1,2,2,0,53,50,3,46,44,2,34,31,3,29,29,0,29,29,0,29,29,0,31,31,0,0,0,0,29,29,0,44,41,3,65,64,1
