"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",21,21,0,73,70,3,80,77,3,70,68,2,96,93,3,94,93,1,93,92,1,16,16,0,13,13,0,13,13,0,15,15,0,73,68,5,13,13,0,103,98,5,87,85,2
"2",14,14,0,51,50,1,71,68,3,72,70,2,74,70,4,73,69,4,75,71,4,6,6,0,0,0,0,0,0,0,21,21,0,65,63,2,0,0,0,94,86,8,81,78,3
"3",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0
"4",9,9,0,10,10,0,0,0,0,0,0,0,45,43,2,47,45,2,48,47,1,9,9,0,0,0,0,0,0,0,8,8,0,31,31,0,0,0,0,70,64,6,53,53,0
"5",28,26,2,50,49,1,42,42,0,36,36,0,46,43,3,53,50,3,58,54,4,27,25,2,24,23,1,24,23,1,26,25,1,0,0,0,24,23,1,72,69,3,64,61,3
"6",19,18,1,29,27,2,37,34,3,35,34,1,50,48,2,49,47,2,45,44,1,13,13,0,12,12,0,12,12,0,25,24,1,37,35,2,12,12,0,54,50,4,44,42,2
"7",0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,18,18,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,3,16,16,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0
"9",17,17,0,44,42,2,44,43,1,32,31,1,50,47,3,50,47,3,46,44,2,15,15,0,10,10,0,10,10,0,19,19,0,33,32,1,10,10,0,54,50,4,54,48,6
"10",32,30,2,57,56,1,61,61,0,68,67,1,17,16,1,16,15,1,0,0,0,31,29,2,24,24,0,24,24,0,28,27,1,65,60,5,24,24,0,35,33,2,71,67,4
