"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",10,10,0,13,12,1,12,11,1,4,4,0,6,6,0,5,5,0,3,3,0,5,5,0,5,5,0,5,5,0,8,8,0,41,39,2,5,5,0,28,28,0,61,57,4
"2",0,0,0,1,1,0,1,1,0,1,1,0,34,32,2,31,30,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,3,0,0,0,94,88,6,122,115,7
"3",3,3,0,5,5,0,7,7,0,0,0,0,26,24,2,25,23,2,26,24,2,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,44,41,3,63,61,2
"4",8,7,1,9,8,1,1,1,0,4,4,0,22,22,0,9,9,0,8,8,0,8,7,1,8,7,1,8,7,1,9,9,0,0,0,0,8,7,1,69,65,4,108,103,5
"5",23,23,0,36,36,0,17,17,0,0,0,0,23,23,0,22,22,0,8,8,0,25,25,0,31,30,1,25,25,0,24,24,0,0,0,0,25,25,0,58,55,3,144,141,3
"6",50,50,0,81,78,3,82,81,1,29,28,1,104,99,5,106,101,5,99,94,5,43,43,0,49,49,0,43,43,0,51,51,0,0,0,0,43,43,0,112,109,3,193,188,5
"7",2,2,0,44,41,3,32,28,4,9,7,2,1,1,0,1,1,0,1,1,0,2,2,0,2,2,0,2,2,0,2,2,0,52,49,3,2,2,0,83,78,5,164,156,8
"8",44,40,4,40,37,3,37,34,3,0,0,0,43,43,0,41,41,0,29,29,0,42,38,4,42,38,4,42,38,4,49,45,4,0,0,0,42,38,4,93,89,4,144,142,2
"9",1,1,0,1,1,0,1,1,0,3,3,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,21,20,1,35,33,2
"10",38,38,0,47,47,0,43,43,0,11,11,0,48,48,0,47,47,0,11,11,0,37,37,0,37,37,0,37,37,0,33,33,0,50,49,1,37,37,0,85,82,3,169,164,5
"11",3,3,0,9,9,0,21,20,1,29,28,1,62,62,0,65,65,0,56,56,0,2,2,0,2,2,0,2,2,0,2,2,0,46,42,4,2,2,0,127,120,7,86,85,1
