"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",23,23,0,122,121,1,137,136,1,84,84,0,2,2,0,49,49,0,116,114,2,21,21,0,0,0,0,0,0,0,15,15,0,175,173,2,0,0,0,265,254,11,243,237,6
"2",2,2,0,59,58,1,71,70,1,64,63,1,78,76,2,80,78,2,103,102,1,1,1,0,0,0,0,0,0,0,8,8,0,52,52,0,0,0,0,242,234,8,102,98,4
"3",1,1,0,1,1,0,1,1,0,0,0,0,18,17,1,10,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,90,4,7,7,0
"4",0,0,0,34,34,0,26,26,0,32,32,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,90,88,2,0,0,0,172,169,3,89,88,1
"5",2,2,0,58,56,2,63,62,1,61,61,0,5,5,0,21,21,0,72,70,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,121,120,1,120,119,1
"6",17,16,1,68,66,2,77,74,3,72,70,2,99,97,2,99,98,1,95,94,1,13,13,0,7,7,0,7,7,0,13,13,0,78,72,6,7,7,0,157,145,12,117,114,3
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,1,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,32,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,74,6,22,22,0
"9",7,7,0,68,68,0,76,76,0,62,62,0,13,13,0,34,34,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,85,82,3,37,0,37,169,161,8,119,117,2
"10",16,16,0,61,59,2,75,74,1,73,71,2,21,21,0,23,23,0,79,78,1,11,11,0,10,10,0,10,10,0,12,12,0,105,102,3,10,10,0,150,141,9,135,134,1
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,2,8,7,1
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,79,2,2,2,0
"13",0,0,0,43,40,3,60,57,3,54,52,2,70,68,2,77,75,2,88,85,3,0,0,0,0,0,0,0,0,0,0,0,0,124,119,5,0,0,0,149,145,4,128,125,3
"14",0,0,0,3,3,0,3,3,0,0,0,0,24,24,0,33,32,1,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,2,22,22,0
"15",11,10,1,37,35,2,38,36,2,17,16,1,86,85,1,86,85,1,77,76,1,8,7,1,2,2,0,2,2,0,8,8,0,63,62,1,2,2,0,193,188,5,108,106,2
"16",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,132,9,28,28,0
"17",3,3,0,33,31,2,39,37,2,20,20,0,62,62,0,64,64,0,79,79,0,13,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,123,121,2,97,96,1
"18",0,0,0,39,39,0,52,52,0,63,63,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,136,128,8,78,78,0
"19",3,3,0,51,50,1,63,62,1,27,27,0,46,46,0,65,65,0,90,90,0,3,3,0,0,0,0,0,0,0,3,3,0,44,44,0,0,0,0,252,241,11,99,99,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,255,222,33,32,32,0
"21",7,7,0,103,102,1,101,99,2,55,54,1,139,139,0,147,147,0,141,141,0,7,7,0,6,6,0,6,6,0,10,10,0,124,121,3,6,6,0,277,273,4,190,185,5
"22",3,3,0,50,47,3,50,48,2,10,9,1,109,108,1,108,107,1,100,98,2,13,12,1,3,3,0,3,3,0,3,3,0,22,21,1,3,3,0,184,176,8,168,165,3
"23",19,19,0,90,90,0,87,87,0,83,81,2,143,141,2,139,137,2,136,134,2,5,5,0,3,3,0,3,3,0,6,6,0,50,50,0,3,3,0,253,244,9,162,159,3
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,7,7,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,135,12,0,0,0
"26",0,0,0,4,4,0,6,5,1,0,0,0,15,15,0,31,31,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,2,26,0,26,131,127,4,55,55,0
"27",0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
"28",56,56,0,169,165,4,174,170,4,92,92,0,107,104,3,119,116,3,166,163,3,61,61,0,44,44,0,44,44,0,62,62,0,142,139,3,44,44,0,287,277,10,279,274,5
"29",0,0,0,44,44,0,56,55,1,41,40,1,102,100,2,114,112,2,86,86,0,0,0,0,0,0,0,0,0,0,16,16,0,45,44,1,0,0,0,232,223,9,114,114,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,106,7,37,36,1
"31",12,11,1,15,14,1,25,23,2,9,9,0,63,62,1,72,71,1,128,126,2,9,8,1,4,4,0,4,4,0,44,41,3,101,97,4,4,4,0,242,227,15,145,140,5
"32",0,0,0,14,14,0,31,30,1,34,33,1,0,0,0,3,3,0,38,37,1,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,255,234,21,55,54,1
"33",21,20,1,109,105,4,112,109,3,81,80,1,0,0,0,0,0,0,75,73,2,6,6,0,0,0,0,0,0,0,19,18,1,177,166,11,0,0,0,221,213,8,148,144,4
"34",0,0,0,0,0,0,8,8,0,29,28,1,0,0,0,2,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,1,0,0,0,81,73,8,11,11,0
"35",2,2,0,4,4,0,1,1,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,2,0,0,0,108,102,6,13,13,0
