"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",8,8,0,5,5,0,5,5,0,2,2,0,2,2,0,1,1,0,0,0,0,9,9,0,8,8,0,8,8,0,8,8,0,0,0,0,8,8,0,15,12,3,13,13,0
"2",8,8,0,6,6,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,0,2,2,0,4,4,0,0,0,0,2,2,0,7,7,0,10,10,0
"3",5,5,0,3,3,0,3,3,0,1,1,0,6,6,0,6,6,0,1,1,0,5,5,0,5,5,0,5,5,0,5,5,0,0,0,0,5,5,0,7,7,0,6,6,0
"4",7,7,0,3,3,0,1,1,0,1,1,0,8,8,0,6,6,0,9,9,0,8,8,0,8,8,0,8,8,0,8,8,0,0,0,0,8,8,0,11,11,0,8,8,0
"5",15,14,1,0,0,0,0,0,0,0,0,0,9,9,0,12,12,0,7,7,0,11,11,0,1,1,0,1,1,0,14,13,1,0,0,0,1,1,0,18,17,1,17,16,1
"6",6,6,0,7,6,1,7,6,1,7,5,2,0,0,0,0,0,0,0,0,0,6,6,0,1,1,0,1,1,0,7,7,0,0,0,0,1,1,0,9,8,1,16,15,1
"7",19,19,0,16,14,2,18,15,3,2,1,1,2,2,0,0,0,0,0,0,0,19,19,0,13,13,0,13,13,0,17,17,0,0,0,0,13,13,0,10,10,0,30,29,1
"8",19,18,1,11,11,0,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,17,16,1,14,14,0,14,14,0,15,15,0,0,0,0,14,14,0,14,13,1,23,21,2
"9",13,13,0,9,9,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,9,9,0,7,7,0,7,7,0,10,10,0,0,0,0,360,10,350,16,15,1,13,13,0
"10",21,20,1,9,9,0,7,7,0,4,4,0,4,4,0,3,3,0,0,0,0,19,19,0,10,10,0,10,10,0,16,16,0,0,0,0,92,10,82,24,23,1,29,28,1
"11",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,1,1,0
"12",14,13,1,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,2,2,0,2,2,0,9,8,1,0,0,0,2,2,0,13,12,1,23,22,1
"13",5,5,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,1,1,0,5,5,0,2,2,0,2,2,0,4,4,0,0,0,0,2,2,0,9,8,1,5,5,0
"14",6,6,0,1,1,0,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0,7,7,0,2,2,0,2,2,0,6,6,0,0,0,0,2,2,0,5,5,0,7,7,0
"15",20,19,1,19,18,1,17,16,1,4,4,0,25,21,4,22,18,4,13,11,2,19,18,1,16,16,0,15,15,0,17,17,0,0,0,0,16,16,0,27,24,3,26,23,3
"16",1,1,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,9,28,26,2
"17",7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,5,0,5,5,0,6,6,0,0,0,0,5,5,0,27,21,6,11,10,1
"18",6,6,0,5,5,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,8,2,10,10,0
"19",6,6,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,18,14,4,5,5,0
"20",15,15,0,7,7,0,7,7,0,1,1,0,8,8,0,1,1,0,0,0,0,15,15,0,10,10,0,10,10,0,12,12,0,0,0,0,10,10,0,19,18,1,22,22,0
"21",8,7,1,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,7,7,0,6,6,0,6,6,0,7,7,0,0,0,0,81,6,75,4,4,0,8,8,0
"22",19,19,0,12,12,0,10,10,0,0,0,0,28,26,2,26,23,3,9,8,1,18,18,0,13,13,0,13,13,0,17,17,0,0,0,0,13,13,0,30,27,3,24,23,1
"23",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,3,0
"24",9,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,11,11,0,6,6,0,6,6,0,8,8,0,0,0,0,7,6,1,14,12,2,20,18,2
"25",10,9,1,6,6,0,1,1,0,0,0,0,14,14,0,14,14,0,5,5,0,12,10,2,13,12,1,13,12,1,12,11,1,0,0,0,13,12,1,8,8,0,17,16,1
"26",6,6,0,4,4,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,6,4,2,15,13,2,2,2,0
