"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False","LAWS_Tot","LAWS_Cor","LAWS_False"
"1",23,23,0,82,79,3,87,84,3,90,88,2,96,95,1,95,95,0,94,94,0,19,19,0,22,22,0,19,19,0,45,42,3,70,66,4,19,19,0,98,96,2,99,91,8
"2",25,24,1,49,48,1,61,58,3,43,41,2,90,90,0,89,89,0,87,87,0,24,23,1,24,23,1,24,23,1,41,39,2,74,71,3,24,23,1,100,99,1,90,84,6
"3",3,3,0,49,47,2,53,50,3,55,50,5,75,74,1,78,77,1,81,80,1,3,3,0,3,3,0,3,3,0,9,9,0,63,60,3,3,3,0,102,96,6,70,67,3
"4",16,16,0,12,12,0,12,12,0,18,18,0,67,64,3,68,65,3,70,67,3,16,16,0,16,16,0,16,16,0,22,22,0,0,0,0,16,16,0,67,66,1,74,74,0
"5",7,7,0,10,10,0,19,17,2,2,2,0,46,44,2,44,42,2,50,47,3,7,7,0,7,7,0,7,7,0,6,6,0,0,0,0,7,7,0,70,68,2,70,65,5
"6",25,25,0,13,13,0,0,0,0,0,0,0,92,87,5,93,88,5,90,86,4,25,25,0,25,25,0,25,25,0,26,26,0,22,21,1,25,25,0,109,95,14,92,89,3
"7",0,0,0,3,3,0,3,3,0,0,0,0,42,41,1,44,43,1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,62,1,26,24,2
"8",12,12,0,22,21,1,24,23,1,8,8,0,77,76,1,77,76,1,65,65,0,12,12,0,12,12,0,12,12,0,23,21,2,0,0,0,12,12,0,79,78,1,69,65,4
"9",20,20,0,30,27,3,34,32,2,15,14,1,81,77,4,81,77,4,81,77,4,15,15,0,15,15,0,15,15,0,20,19,1,0,0,0,15,15,0,90,85,5,86,79,7
"10",38,37,1,72,67,5,78,73,5,68,65,3,73,73,0,73,73,0,72,72,0,37,36,1,37,36,1,37,36,1,47,44,3,57,55,2,37,36,1,81,78,3,88,86,2
"11",0,0,0,0,0,0,0,0,0,0,0,0,25,22,3,25,22,3,25,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,58,2,42,39,3
