"","Total Rej","Correct Rej","False Rej","FDR"
"WABH MMW constant pm",33.986,33.128,0.858,0.0234627209663088
"WABH MMW mean_pm adapt pm",40.182,38.866,1.316,0.0314435612113659
"WABH MMW 0.5 adapt pm",38.842,37.55,1.292,0.0340375187304812
"WABH MMW 0.9 adapt pm",18.196,17.63,0.566,0.0337072622808106
"WABH MMW mean_pm camt pm",52.334,50.768,1.566,0.0291940166844751
"WABH MMW 0.5 camt pm",52.738,51.252,1.486,0.0277922093837105
"WABH MMW 0.9 camt pm",45.92,44.75,1.17,0.0268504957406378
"Ten Rule",34.232,33.374,0.858,0.0231095523786718
"Adaptive BH",32.884,32.222,0.662,0.0182577758030665
"Regular BH",32.84,32.18,0.66,0.0182314417096013
"IHW",35.446,34.644,0.802,0.0204994559904838
"ADAPT",36.392,34.876,1.516,0.0326135209460653
"SWFDR",34.71,32.362,2.348,0.0412838994786945
"CAMT",68.31,63.852,4.458,0.0637855973402311
