"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",43,41,2,55,51,4,57,54,3,59,57,2,55,49,6,56,50,6,55,50,5,38,35,3,33,32,1,33,32,1,43,41,2,51,49,2,37,35,2,85,74,11
"2",51,48,3,64,64,0,66,65,1,2,2,0,70,70,0,72,72,0,40,40,0,49,46,3,48,45,3,48,45,3,50,47,3,68,65,3,48,45,3,81,77,4
"3",0,0,0,29,28,1,30,30,0,28,28,0,19,19,0,23,23,0,23,23,0,8,7,1,9,8,1,9,8,1,8,8,0,29,29,0,9,8,1,58,54,4
"4",47,43,4,34,31,3,31,28,3,2,2,0,56,53,3,56,53,3,56,53,3,47,43,4,47,43,4,47,43,4,46,43,3,40,37,3,47,43,4,67,64,3
"5",43,43,0,62,58,4,64,60,4,27,27,0,45,44,1,45,44,1,52,51,1,43,43,0,44,44,0,44,44,0,43,43,0,50,47,3,44,44,0,70,68,2
"6",25,25,0,42,39,3,39,36,3,38,37,1,41,41,0,39,39,0,37,37,0,28,27,1,28,27,1,28,27,1,28,27,1,42,39,3,28,27,1,46,45,1
"7",19,19,0,27,26,1,30,29,1,24,23,1,48,48,0,53,53,0,40,40,0,24,24,0,22,22,0,22,22,0,27,27,0,34,33,1,22,22,0,70,68,2
"8",32,32,0,31,31,0,28,27,1,20,20,0,59,53,6,58,53,5,58,52,6,33,32,1,33,32,1,33,32,1,36,35,1,21,21,0,33,32,1,68,63,5
"9",43,42,1,48,48,0,41,41,0,0,0,0,48,46,2,48,46,2,48,46,2,44,42,2,47,44,3,47,44,3,45,42,3,40,39,1,47,44,3,49,47,2
"10",51,49,2,61,57,4,66,61,5,60,56,4,53,50,3,52,49,3,43,40,3,47,46,1,45,45,0,45,45,0,56,52,4,46,44,2,45,45,0,70,62,8
"11",31,29,2,41,40,1,36,36,0,0,0,0,52,51,1,55,55,0,50,50,0,33,31,2,37,35,2,37,35,2,37,36,1,22,22,0,37,35,2,68,64,4
"12",19,19,0,22,21,1,17,16,1,0,0,0,34,34,0,35,35,0,36,36,0,19,19,0,21,21,0,21,21,0,21,21,0,25,24,1,21,21,0,69,62,7
"13",34,33,1,52,48,4,54,50,4,0,0,0,67,66,1,65,64,1,59,59,0,33,32,1,33,32,1,33,32,1,37,35,2,41,41,0,33,32,1,71,70,1
"14",38,38,0,52,51,1,57,55,2,53,51,2,57,56,1,59,58,1,63,61,2,38,38,0,38,38,0,38,38,0,46,44,2,71,69,2,38,38,0,76,73,3
"15",40,38,2,44,39,5,36,33,3,0,0,0,51,49,2,49,48,1,41,39,2,40,38,2,37,37,0,37,37,0,38,36,2,0,0,0,37,37,0,66,57,9
"16",17,17,0,27,27,0,26,26,0,10,10,0,69,66,3,67,64,3,60,57,3,25,25,0,24,24,0,24,24,0,25,25,0,62,54,8,24,24,0,71,68,3
"17",36,34,2,30,30,0,28,27,1,2,2,0,36,35,1,34,34,0,12,12,0,39,37,2,37,35,2,37,35,2,35,33,2,29,29,0,130,35,95,69,61,8
"18",28,26,2,46,45,1,45,45,0,34,34,0,32,31,1,31,30,1,27,27,0,27,26,1,28,27,1,28,27,1,27,26,1,22,22,0,28,27,1,34,33,1
"19",38,35,3,56,52,4,58,53,5,48,44,4,69,69,0,68,68,0,60,60,0,38,35,3,36,34,2,36,34,2,35,33,2,51,48,3,38,34,4,81,74,7
"20",47,47,0,61,61,0,64,64,0,1,1,0,58,56,2,60,58,2,61,59,2,46,46,0,45,45,0,45,45,0,43,43,0,63,62,1,45,45,0,84,77,7
"21",41,40,1,44,44,0,48,48,0,0,0,0,64,63,1,66,66,0,61,61,0,40,39,1,38,38,0,38,38,0,42,41,1,21,19,2,38,38,0,86,82,4
"22",44,43,1,59,56,3,64,61,3,1,1,0,69,69,0,69,69,0,65,65,0,44,43,1,44,43,1,43,42,1,44,43,1,41,41,0,43,42,1,89,89,0
