"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",39,37,2,53,50,3,54,52,2,55,55,0,71,71,0,69,69,0,62,62,0,36,34,2,36,34,2,36,34,2,40,38,2,53,50,3,36,34,2,85,82,3
"2",45,44,1,66,63,3,68,65,3,0,0,0,74,72,2,74,72,2,69,68,1,45,44,1,45,44,1,45,44,1,45,45,0,52,52,0,45,44,1,96,90,6
"3",39,39,0,56,53,3,54,52,2,1,1,0,60,58,2,59,58,1,56,56,0,40,39,1,40,39,1,40,39,1,44,40,4,53,49,4,40,39,1,67,65,2
"4",51,50,1,63,59,4,61,58,3,50,46,4,61,60,1,59,59,0,0,0,0,51,50,1,51,50,1,51,50,1,51,50,1,50,47,3,51,50,1,66,59,7
"5",48,47,1,46,43,3,38,35,3,4,3,1,63,61,2,61,59,2,49,48,1,48,47,1,48,47,1,48,47,1,47,46,1,47,42,5,48,47,1,68,64,4
"6",52,51,1,53,51,2,47,47,0,22,21,1,70,69,1,68,68,0,57,57,0,52,51,1,52,51,1,52,51,1,52,51,1,32,32,0,52,51,1,82,80,2
"7",43,42,1,58,57,1,48,47,1,0,0,0,81,76,5,80,75,5,66,61,5,44,44,0,44,44,0,43,43,0,46,44,2,51,50,1,43,43,0,90,81,9
"8",56,53,3,62,60,2,61,59,2,49,46,3,65,61,4,59,55,4,19,19,0,55,52,3,55,52,3,55,52,3,54,53,1,35,34,1,55,52,3,70,66,4
"9",46,45,1,53,51,2,57,55,2,34,34,0,72,66,6,71,66,5,68,64,4,45,44,1,45,44,1,45,44,1,45,44,1,28,27,1,45,44,1,83,76,7
"10",38,38,0,50,50,0,56,55,1,1,1,0,59,59,0,59,59,0,56,56,0,39,38,1,39,38,1,38,38,0,40,38,2,40,40,0,38,38,0,60,60,0
