"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",18,17,1,16,16,0,17,16,1,0,0,0,23,19,4,24,20,4,29,24,5,17,16,1,17,16,1,16,15,1,18,17,1,0,0,0,17,16,1,82,65,17
"2",18,17,1,37,37,0,44,44,0,49,49,0,57,57,0,56,56,0,51,51,0,18,17,1,15,14,1,15,14,1,20,20,0,63,56,7,15,14,1,73,71,2
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
"4",7,6,1,0,0,0,0,0,0,0,0,0,19,18,1,21,20,1,21,20,1,7,6,1,7,6,1,7,6,1,10,8,2,0,0,0,7,6,1,47,39,8
"5",6,6,0,17,17,0,13,12,1,12,10,2,28,27,1,26,25,1,18,17,1,6,6,0,6,6,0,6,6,0,6,6,0,20,17,3,6,6,0,30,28,2
"6",5,5,0,22,22,0,21,21,0,24,22,2,26,24,2,27,26,1,25,25,0,5,5,0,5,5,0,5,5,0,11,11,0,30,23,7,5,5,0,35,35,0
"7",1,1,0,3,3,0,3,3,0,0,0,0,25,25,0,28,28,0,23,23,0,2,2,0,1,1,0,1,1,0,1,1,0,22,21,1,1,1,0,33,32,1
"8",13,13,0,8,8,0,8,8,0,2,2,0,29,28,1,31,30,1,28,27,1,14,14,0,14,14,0,14,14,0,12,12,0,0,0,0,14,14,0,28,25,3
"9",13,13,0,17,17,0,11,11,0,0,0,0,13,13,0,16,15,1,25,23,2,15,15,0,14,14,0,14,14,0,12,12,0,0,0,0,14,14,0,49,41,8
"10",16,16,0,30,27,3,27,26,1,34,32,2,18,17,1,18,17,1,18,17,1,15,15,0,13,13,0,13,13,0,23,21,2,0,0,0,13,13,0,69,52,17
"11",5,5,0,5,5,0,6,6,0,0,0,0,30,30,0,29,29,0,16,16,0,4,4,0,4,4,0,4,4,0,5,5,0,0,0,0,4,4,0,41,40,1
"12",3,3,0,4,4,0,0,0,0,0,0,0,17,17,0,22,22,0,21,21,0,3,3,0,7,7,0,7,7,0,7,7,0,0,0,0,9,9,0,42,39,3
"13",8,8,0,15,15,0,15,14,1,0,0,0,48,47,1,48,47,1,45,44,1,8,8,0,7,7,0,7,7,0,9,9,0,0,0,0,7,7,0,57,55,2
"14",3,3,0,2,2,0,1,1,0,0,0,0,6,6,0,8,8,0,15,15,0,3,3,0,3,3,0,3,3,0,7,7,0,0,0,0,3,3,0,52,48,4
"15",10,10,0,6,5,1,4,3,1,3,3,0,36,35,1,33,33,0,26,26,0,11,11,0,6,6,0,6,6,0,9,9,0,0,0,0,6,6,0,34,34,0
"16",3,3,0,0,0,0,0,0,0,0,0,0,32,31,1,31,30,1,31,30,1,3,3,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,48,45,3
"17",14,13,1,0,0,0,0,0,0,0,0,0,23,23,0,25,25,0,21,21,0,13,12,1,12,11,1,12,11,1,10,9,1,0,0,0,105,11,94,45,43,2
"18",8,7,1,13,12,1,11,10,1,0,0,0,14,14,0,16,16,0,17,17,0,4,4,0,4,4,0,4,4,0,8,7,1,0,0,0,5,4,1,29,28,1
"19",14,14,0,5,5,0,5,5,0,0,0,0,20,19,1,23,22,1,26,25,1,10,10,0,10,10,0,10,10,0,15,14,1,0,0,0,12,10,2,57,54,3
"20",14,14,0,29,29,0,30,30,0,27,26,1,34,32,2,35,33,2,39,37,2,13,13,0,13,13,0,13,13,0,16,16,0,40,40,0,13,13,0,78,73,5
"21",7,7,0,12,12,0,12,12,0,15,15,0,33,33,0,40,40,0,39,39,0,7,7,0,6,6,0,6,6,0,2,2,0,0,0,0,6,6,0,74,70,4
"22",19,19,0,34,32,2,41,39,2,47,46,1,51,51,0,51,51,0,47,47,0,20,19,1,18,18,0,18,18,0,22,22,0,27,27,0,18,18,0,85,85,0
"23",14,14,0,9,8,1,9,8,1,5,5,0,40,39,1,38,38,0,27,27,0,14,14,0,14,14,0,14,14,0,14,14,0,0,0,0,14,14,0,50,47,3
"24",0,0,0,6,5,1,0,0,0,0,0,0,16,16,0,16,16,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,2
"25",0,0,0,0,0,0,0,0,0,0,0,0,38,37,1,36,35,1,36,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,71,14
"26",13,13,0,19,18,1,18,17,1,3,3,0,30,28,2,33,31,2,27,25,2,12,12,0,14,14,0,14,14,0,13,13,0,0,0,0,14,14,0,44,40,4
"27",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,2
"28",16,15,1,22,22,0,23,23,0,16,16,0,34,34,0,34,34,0,30,30,0,12,12,0,11,11,0,11,11,0,17,16,1,21,21,0,12,12,0,42,42,0
"29",14,14,0,28,26,2,32,31,1,23,23,0,21,20,1,23,22,1,28,26,2,11,11,0,9,9,0,9,9,0,15,15,0,34,34,0,9,9,0,67,59,8
"30",0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0
"31",3,3,0,10,10,0,10,9,1,1,1,0,34,32,2,33,31,2,30,29,1,1,1,0,1,1,0,1,1,0,3,3,0,0,0,0,1,1,0,44,42,2
"32",8,8,0,26,26,0,27,26,1,10,10,0,13,13,0,17,17,0,15,15,0,8,8,0,3,3,0,3,3,0,6,6,0,0,0,0,4,4,0,58,47,11
"33",12,12,0,12,12,0,1,1,0,0,0,0,47,44,3,45,43,2,36,34,2,11,11,0,8,8,0,8,8,0,15,15,0,24,24,0,8,8,0,63,59,4
"34",7,7,0,24,24,0,36,34,2,0,0,0,20,19,1,25,24,1,29,28,1,5,5,0,4,4,0,4,4,0,15,15,0,33,31,2,4,4,0,52,48,4
"35",12,11,1,5,5,0,5,5,0,0,0,0,34,32,2,33,31,2,34,32,2,11,10,1,11,10,1,11,10,1,12,11,1,0,0,0,11,10,1,38,35,3
"36",13,13,0,24,24,0,29,27,2,13,12,1,55,50,5,50,45,5,35,31,4,13,13,0,13,13,0,13,13,0,24,24,0,42,40,2,13,13,0,47,43,4
"37",6,5,1,4,4,0,4,4,0,0,0,0,15,15,0,18,18,0,26,26,0,6,5,1,6,5,1,6,5,1,6,5,1,0,0,0,6,5,1,52,50,2
"38",0,0,0,3,3,0,3,3,0,0,0,0,10,10,0,11,11,0,18,18,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,36,25,11
"39",18,18,0,32,32,0,34,32,2,12,12,0,59,51,8,60,52,8,63,56,7,18,18,0,18,18,0,18,18,0,20,20,0,63,60,3,18,18,0,82,75,7
"40",10,10,0,11,11,0,13,12,1,10,9,1,45,45,0,43,43,0,41,41,0,9,9,0,7,7,0,7,7,0,11,11,0,23,22,1,7,7,0,67,67,0
"41",3,3,0,7,7,0,12,10,2,0,0,0,20,19,1,21,20,1,19,18,1,3,3,0,1,1,0,1,1,0,8,8,0,0,0,0,3,3,0,23,22,1
"42",32,31,1,36,36,0,41,41,0,39,37,2,63,62,1,60,60,0,52,52,0,32,31,1,30,29,1,30,29,1,29,29,0,0,0,0,30,29,1,72,72,0
"43",28,27,1,25,24,1,23,23,0,7,7,0,43,41,2,44,42,2,45,43,2,26,26,0,23,23,0,23,23,0,26,26,0,34,33,1,23,23,0,70,63,7
"44",5,5,0,4,4,0,1,1,0,0,0,0,14,14,0,13,13,0,11,11,0,5,5,0,5,5,0,5,5,0,3,3,0,0,0,0,5,5,0,13,13,0
"45",0,0,0,16,16,0,22,22,0,11,11,0,47,45,2,45,43,2,41,39,2,0,0,0,0,0,0,0,0,0,0,0,0,32,31,1,0,0,0,66,63,3
"46",1,1,0,1,1,0,1,1,0,0,0,0,35,32,3,31,29,2,14,14,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,43,39,4
"47",2,2,0,6,6,0,6,6,0,0,0,0,7,7,0,7,7,0,7,7,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,44,38,6
"48",5,5,0,1,1,0,2,2,0,0,0,0,19,19,0,28,28,0,31,31,0,6,6,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,73,71,2
"49",21,21,0,18,18,0,15,15,0,6,6,0,21,20,1,21,20,1,15,15,0,19,19,0,15,15,0,15,15,0,17,17,0,0,0,0,18,15,3,55,49,6
"50",15,15,0,29,29,0,31,31,0,25,24,1,42,41,1,42,41,1,41,40,1,11,11,0,11,11,0,11,11,0,16,16,0,43,41,2,11,11,0,50,48,2
"51",5,5,0,13,12,1,13,12,1,0,0,0,33,32,1,32,31,1,30,30,0,5,5,0,0,0,0,0,0,0,4,4,0,22,20,2,0,0,0,45,41,4
"52",24,24,0,32,31,1,35,34,1,38,37,1,35,34,1,42,41,1,42,40,2,25,24,1,14,14,0,14,14,0,26,25,1,54,53,1,14,14,0,72,69,3
"53",10,10,0,11,11,0,14,13,1,0,0,0,22,22,0,27,26,1,28,27,1,9,9,0,9,9,0,9,9,0,10,10,0,0,0,0,9,9,0,46,38,8
"54",5,5,0,6,6,0,6,6,0,3,3,0,32,31,1,30,29,1,24,23,1,5,5,0,3,3,0,3,3,0,5,5,0,0,0,0,3,3,0,50,47,3
"55",19,18,1,39,38,1,41,40,1,32,32,0,56,54,2,55,54,1,54,53,1,19,18,1,17,17,0,17,17,0,20,19,1,30,30,0,18,18,0,70,67,3
"56",9,9,0,23,23,0,28,27,1,26,25,1,31,31,0,31,31,0,28,28,0,8,8,0,6,6,0,6,6,0,19,19,0,24,24,0,11,6,5,50,45,5
"57",6,6,0,3,3,0,1,1,0,0,0,0,19,17,2,19,17,2,20,19,1,7,7,0,7,7,0,7,7,0,6,6,0,0,0,0,7,7,0,23,23,0
"58",17,17,0,0,0,0,0,0,0,0,0,0,17,17,0,21,20,1,30,28,2,16,16,0,15,15,0,14,14,0,16,16,0,0,0,0,14,14,0,30,30,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,5,1
"60",25,24,1,33,32,1,31,31,0,22,22,0,29,29,0,35,35,0,41,41,0,24,23,1,20,20,0,20,20,0,23,23,0,46,44,2,21,21,0,71,65,6
"61",4,4,0,6,6,0,6,6,0,0,0,0,34,34,0,33,33,0,32,32,0,4,4,0,4,4,0,4,4,0,3,3,0,0,0,0,4,4,0,53,53,0
"62",3,3,0,9,9,0,6,6,0,0,0,0,7,7,0,8,8,0,9,9,0,3,3,0,2,2,0,2,2,0,4,4,0,0,0,0,2,2,0,41,35,6
"63",18,18,0,20,19,1,18,17,1,0,0,0,48,48,0,46,46,0,38,38,0,18,18,0,18,18,0,18,18,0,18,18,0,0,0,0,18,18,0,59,56,3
"64",5,5,0,0,0,0,0,0,0,0,0,0,17,17,0,18,18,0,18,18,0,4,4,0,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,31,28,3
"65",0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
"66",13,13,0,4,4,0,0,0,0,0,0,0,33,30,3,29,26,3,15,13,2,13,13,0,13,13,0,13,13,0,18,17,1,0,0,0,15,13,2,51,47,4
"67",3,3,0,2,2,0,2,2,0,0,0,0,11,11,0,14,14,0,11,11,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,41,36,5
"68",4,3,1,7,6,1,7,6,1,1,1,0,4,4,0,4,4,0,3,3,0,4,3,1,4,3,1,4,3,1,4,3,1,33,33,0,37,4,33,47,45,2
