"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",6,6,0,11,11,0,14,14,0,12,12,0,16,16,0,23,23,0,23,23,0,4,4,0,4,4,0,4,4,0,7,7,0,0,0,0,4,4,0,45,44,1
"2",12,12,0,38,35,3,42,39,3,40,35,5,66,65,1,66,65,1,62,61,1,12,12,0,12,12,0,12,12,0,18,18,0,32,32,0,12,12,0,81,79,2
"3",1,1,0,4,4,0,4,4,0,2,2,0,42,42,0,43,43,0,42,42,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,57,56,1
"4",8,8,0,18,18,0,19,18,1,11,11,0,20,18,2,20,18,2,17,16,1,8,8,0,8,8,0,8,8,0,9,9,0,21,19,2,8,8,0,34,33,1
"5",21,20,1,1,1,0,0,0,0,0,0,0,39,39,0,38,38,0,37,37,0,20,19,1,20,19,1,20,19,1,21,20,1,0,0,0,21,20,1,53,50,3
"6",21,21,0,14,14,0,14,14,0,0,0,0,53,51,2,53,51,2,45,43,2,20,20,0,20,20,0,20,20,0,18,18,0,0,0,0,20,20,0,72,67,5
"7",5,5,0,7,7,0,5,5,0,0,0,0,60,55,5,60,55,5,49,46,3,5,5,0,5,5,0,5,5,0,4,4,0,0,0,0,5,5,0,67,63,4
"8",18,18,0,35,34,1,35,34,1,0,0,0,45,43,2,44,42,2,30,29,1,18,18,0,18,18,0,18,18,0,20,20,0,25,23,2,18,18,0,46,45,1
"9",14,14,0,17,17,0,18,17,1,0,0,0,31,30,1,30,30,0,26,26,0,14,14,0,14,14,0,14,14,0,14,14,0,0,0,0,14,14,0,49,42,7
"10",8,8,0,27,27,0,28,28,0,0,0,0,48,48,0,48,48,0,43,43,0,7,7,0,7,7,0,7,7,0,7,7,0,23,23,0,7,7,0,56,55,1
"11",20,19,1,28,26,2,27,25,2,15,13,2,46,43,3,42,41,1,27,27,0,22,21,1,22,21,1,22,21,1,24,23,1,23,22,1,22,21,1,47,46,1
"12",11,11,0,14,14,0,12,12,0,0,0,0,41,38,3,44,41,3,38,35,3,11,11,0,11,11,0,11,11,0,11,11,0,0,0,0,11,11,0,44,42,2
"13",4,4,0,1,1,0,0,0,0,0,0,0,37,36,1,38,37,1,36,35,1,4,4,0,4,4,0,4,4,0,7,7,0,0,0,0,4,4,0,61,58,3
"14",13,12,1,10,10,0,2,2,0,0,0,0,21,21,0,21,21,0,23,23,0,12,11,1,12,11,1,12,11,1,17,15,2,0,0,0,12,11,1,56,52,4
"15",6,6,0,3,2,1,3,2,1,0,0,0,30,28,2,30,28,2,19,19,0,4,4,0,4,4,0,4,4,0,5,5,0,0,0,0,4,4,0,46,43,3
"16",8,7,1,17,15,2,10,10,0,0,0,0,46,45,1,46,45,1,40,39,1,9,8,1,9,8,1,9,8,1,9,8,1,0,0,0,9,8,1,71,64,7
"17",9,9,0,10,10,0,9,9,0,5,4,1,25,21,4,25,21,4,21,17,4,9,9,0,9,9,0,9,9,0,11,11,0,22,22,0,9,9,0,48,45,3
"18",11,11,0,22,21,1,22,21,1,6,6,0,57,55,2,56,54,2,49,48,1,9,9,0,9,9,0,9,9,0,9,9,0,0,0,0,9,9,0,70,63,7
"19",10,10,0,22,19,3,22,19,3,18,17,1,60,59,1,57,57,0,51,51,0,11,10,1,11,10,1,11,10,1,7,7,0,23,23,0,11,10,1,77,76,1
"20",18,17,1,24,23,1,21,20,1,2,2,0,66,64,2,61,60,1,52,51,1,17,16,1,17,16,1,17,16,1,16,15,1,41,41,0,17,16,1,88,78,10
"21",11,11,0,25,25,0,31,31,0,29,29,0,61,58,3,59,56,3,57,54,3,11,11,0,11,11,0,11,11,0,9,9,0,0,0,0,11,11,0,72,66,6
"22",11,11,0,4,4,0,1,1,0,0,0,0,55,55,0,55,55,0,52,52,0,10,10,0,10,10,0,10,10,0,19,19,0,30,28,2,11,11,0,74,73,1
"23",22,22,0,36,36,0,41,40,1,0,0,0,54,50,4,52,48,4,49,45,4,19,19,0,19,19,0,19,19,0,24,24,0,21,21,0,22,22,0,65,53,12
"24",14,14,0,10,10,0,2,2,0,0,0,0,42,40,2,42,40,2,37,35,2,14,14,0,14,14,0,14,14,0,17,17,0,0,0,0,14,14,0,71,62,9
"25",11,10,1,52,51,1,57,56,1,40,39,1,62,60,2,62,60,2,60,58,2,11,10,1,11,10,1,11,10,1,10,10,0,0,0,0,11,10,1,88,75,13
"26",9,9,0,7,7,0,6,6,0,0,0,0,38,38,0,37,37,0,34,34,0,9,9,0,9,9,0,9,9,0,19,18,1,0,0,0,10,10,0,48,46,2
"27",4,4,0,24,24,0,31,30,1,37,36,1,55,53,2,57,56,1,52,52,0,4,4,0,4,4,0,4,4,0,4,4,0,43,39,4,4,4,0,96,91,5
"28",6,6,0,8,7,1,7,7,0,0,0,0,34,34,0,34,34,0,30,30,0,6,6,0,6,6,0,6,6,0,9,9,0,0,0,0,6,6,0,43,43,0
"29",14,14,0,36,36,0,40,40,0,11,11,0,48,47,1,48,47,1,50,48,2,14,14,0,14,14,0,14,14,0,22,22,0,54,51,3,14,14,0,84,74,10
