"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",15,15,0,13,13,0,13,13,0,8,6,2,66,65,1,66,65,1,66,65,1,14,14,0,11,11,0,11,11,0,14,14,0,20,20,0,11,11,0,76,75,1
"2",17,17,0,16,16,0,17,16,1,1,0,1,50,50,0,50,50,0,46,46,0,17,16,1,17,16,1,17,16,1,21,21,0,47,45,2,17,16,1,71,71,0
"3",0,0,0,5,5,0,6,6,0,8,8,0,14,14,0,15,15,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,1
"4",14,14,0,0,0,0,0,0,0,0,0,0,25,23,2,28,24,4,27,23,4,14,14,0,11,11,0,10,10,0,11,11,0,0,0,0,13,13,0,28,26,2
"5",16,13,3,9,8,1,2,2,0,0,0,0,22,22,0,24,24,0,21,21,0,17,14,3,16,13,3,16,13,3,22,20,2,0,0,0,16,13,3,26,26,0
"6",7,7,0,0,0,0,0,0,0,0,0,0,30,30,0,29,29,0,23,23,0,8,7,1,5,5,0,5,5,0,7,7,0,0,0,0,6,5,1,49,47,2
"7",3,2,1,0,0,0,0,0,0,0,0,0,16,14,2,19,17,2,29,27,2,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,3,2,1,51,44,7
"8",3,3,0,5,5,0,5,5,0,0,0,0,24,23,1,22,21,1,19,18,1,3,3,0,3,3,0,3,3,0,4,4,0,0,0,0,5,3,2,31,28,3
"9",1,1,0,1,1,0,1,1,0,0,0,0,2,2,0,5,5,0,11,11,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,31,31,0
"10",17,16,1,12,12,0,4,4,0,3,3,0,42,42,0,45,45,0,38,38,0,16,16,0,12,12,0,12,12,0,16,16,0,0,0,0,12,12,0,52,51,1
"11",2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,14,13,1
"12",0,0,0,3,3,0,3,3,0,0,0,0,7,7,0,7,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,3
"13",38,37,1,28,28,0,21,21,0,2,2,0,69,68,1,69,68,1,57,57,0,38,37,1,37,36,1,37,36,1,40,39,1,50,48,2,37,36,1,84,82,2
"14",9,9,0,13,13,0,4,4,0,0,0,0,44,43,1,46,45,1,44,43,1,10,10,0,5,5,0,5,5,0,12,12,0,61,59,2,5,5,0,64,62,2
"15",11,10,1,4,4,0,4,4,0,4,4,0,19,19,0,20,20,0,26,26,0,11,10,1,11,10,1,11,10,1,8,8,0,0,0,0,11,10,1,37,37,0
"16",1,1,0,0,0,0,0,0,0,0,0,0,8,7,1,8,7,1,9,8,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,29,26,3
"17",20,19,1,19,19,0,15,15,0,0,0,0,44,44,0,47,47,0,42,42,0,21,20,1,20,19,1,20,19,1,20,19,1,24,24,0,20,19,1,64,60,4
"18",0,0,0,0,0,0,0,0,0,1,0,1,26,25,1,26,25,1,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,4
"19",4,4,0,32,32,0,34,34,0,48,48,0,46,44,2,47,45,2,46,44,2,4,4,0,1,1,0,1,1,0,12,12,0,41,37,4,5,4,1,83,64,19
"20",3,3,0,14,13,1,15,12,3,0,0,0,21,21,0,26,25,1,29,28,1,4,4,0,3,3,0,3,3,0,4,4,0,22,21,1,3,3,0,76,71,5
"21",23,23,0,2,2,0,0,0,0,0,0,0,51,49,2,48,48,0,48,48,0,22,22,0,22,22,0,22,22,0,21,21,0,22,20,2,22,22,0,69,62,7
