"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,101,8
"2",1,1,0,1,1,0,1,1,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,64,7
"3",4,4,0,9,8,1,9,9,0,8,8,0,25,24,1,30,28,2,29,28,1,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,144,132,12
"4",0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,76,2
"5",1,1,0,0,0,0,0,0,0,0,0,0,26,25,1,24,24,0,23,23,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,9,9,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,1
"7",0,0,0,0,0,0,0,0,0,0,0,0,17,16,1,16,15,1,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,3
"8",3,3,0,4,4,0,5,5,0,0,0,0,68,63,5,65,60,5,62,58,4,3,3,0,3,3,0,3,3,0,2,2,0,20,20,0,3,3,0,82,78,4
"9",1,1,0,1,1,0,5,5,0,0,0,0,29,29,0,29,29,0,29,29,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,137,127,10
"10",0,0,0,0,0,0,4,4,0,12,12,0,24,24,0,23,23,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0
"11",0,0,0,2,2,0,2,2,0,0,0,0,38,37,1,39,38,1,41,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,2
