"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",48,48,0,67,63,4,70,66,4,67,65,2,73,73,0,74,74,0,69,69,0,48,48,0,48,48,0,48,48,0,51,50,1,50,48,2,48,48,0,96,92,4
"2",30,30,0,50,48,2,52,50,2,44,42,2,66,66,0,64,64,0,55,55,0,30,30,0,30,30,0,30,30,0,32,31,1,46,46,0,30,30,0,80,79,1
"3",41,41,0,65,59,6,68,62,6,60,57,3,71,67,4,71,67,4,69,65,4,42,42,0,42,42,0,42,42,0,43,43,0,61,56,5,42,42,0,85,76,9
"4",49,49,0,66,64,2,64,61,3,52,50,2,71,65,6,70,64,6,67,60,7,50,49,1,50,49,1,50,49,1,51,50,1,51,50,1,50,49,1,68,65,3
"5",61,61,0,62,61,1,61,58,3,20,19,1,70,67,3,66,63,3,53,52,1,61,61,0,61,61,0,61,61,0,61,61,0,0,0,0,61,61,0,78,70,8
"6",38,37,1,46,44,2,45,42,3,40,40,0,61,58,3,61,58,3,52,50,2,38,37,1,38,37,1,38,37,1,38,37,1,37,35,2,38,37,1,73,68,5
"7",37,36,1,45,42,3,40,37,3,19,18,1,67,65,2,67,65,2,52,50,2,37,36,1,37,36,1,37,36,1,37,36,1,0,0,0,37,36,1,77,71,6
"8",42,42,0,44,43,1,45,43,2,13,12,1,58,55,3,57,54,3,18,18,0,42,42,0,42,42,0,42,42,0,39,39,0,26,25,1,42,42,0,45,44,1
"9",32,32,0,27,27,0,24,24,0,0,0,0,46,46,0,45,45,0,48,47,1,32,32,0,32,32,0,32,32,0,32,32,0,0,0,0,32,32,0,60,58,2
"10",46,46,0,52,50,2,54,53,1,48,48,0,57,57,0,55,55,0,53,53,0,46,45,1,46,45,1,44,44,0,45,45,0,41,39,2,47,46,1,64,63,1
"11",26,26,0,17,17,0,12,12,0,0,0,0,49,49,0,48,48,0,49,48,1,26,26,0,26,26,0,26,26,0,27,27,0,0,0,0,26,26,0,67,60,7
"12",35,34,1,16,16,0,14,14,0,7,7,0,58,58,0,58,58,0,49,49,0,35,34,1,35,34,1,35,34,1,35,35,0,0,0,0,35,34,1,63,59,4
"13",65,62,3,72,71,1,72,71,1,0,0,0,78,78,0,75,75,0,61,61,0,65,62,3,64,61,3,64,61,3,62,61,1,51,50,1,64,61,3,88,88,0
"14",44,42,2,64,64,0,65,65,0,1,1,0,69,69,0,69,69,0,64,64,0,44,42,2,44,42,2,44,42,2,47,45,2,61,56,5,44,42,2,85,85,0
"15",38,38,0,34,33,1,29,28,1,0,0,0,47,47,0,46,46,0,20,20,0,38,38,0,38,38,0,38,38,0,37,37,0,20,18,2,38,38,0,52,51,1
"16",44,44,0,55,54,1,56,55,1,40,37,3,69,67,2,67,67,0,53,53,0,44,44,0,44,44,0,44,44,0,44,44,0,23,23,0,44,44,0,82,76,6
"17",51,49,2,35,34,1,27,27,0,2,2,0,56,51,5,48,44,4,16,12,4,51,49,2,51,49,2,51,49,2,49,48,1,26,26,0,51,49,2,67,59,8
"18",41,41,0,25,25,0,21,21,0,7,7,0,65,65,0,62,62,0,46,46,0,41,41,0,41,41,0,41,41,0,40,40,0,25,24,1,41,41,0,86,76,10
"19",43,43,0,56,55,1,58,56,2,0,0,0,77,71,6,77,71,6,74,69,5,43,42,1,43,42,1,43,42,1,43,42,1,50,48,2,43,42,1,91,81,10
"20",47,45,2,62,58,4,63,59,4,32,31,1,68,66,2,69,67,2,68,66,2,47,45,2,47,45,2,47,45,2,46,44,2,47,47,0,47,45,2,84,75,9
"21",46,44,2,56,54,2,58,55,3,1,1,0,63,62,1,62,62,0,59,59,0,46,44,2,46,44,2,46,44,2,45,44,1,62,59,3,46,44,2,69,69,0
"22",44,43,1,64,61,3,68,66,2,68,65,3,75,74,1,74,74,0,71,71,0,42,42,0,42,42,0,42,42,0,47,45,2,51,51,0,43,43,0,84,83,1
"23",56,54,2,64,63,1,63,61,2,48,46,2,76,74,2,74,72,2,60,58,2,55,53,2,55,53,2,55,53,2,56,56,0,41,41,0,55,53,2,84,77,7
"24",27,26,1,26,25,1,22,20,2,0,0,0,63,62,1,63,62,1,59,58,1,25,24,1,25,24,1,25,24,1,27,27,0,27,27,0,25,24,1,67,67,0
"25",40,40,0,57,56,1,59,58,1,1,1,0,59,57,2,58,56,2,56,54,2,40,40,0,40,40,0,40,40,0,39,39,0,47,47,0,40,40,0,69,64,5
"26",47,46,1,43,42,1,33,32,1,15,14,1,52,50,2,53,51,2,36,34,2,49,46,3,50,46,4,49,46,3,48,46,2,33,31,2,49,46,3,68,62,6
"27",34,34,0,52,51,1,60,59,1,1,1,0,55,51,4,56,53,3,58,55,3,34,34,0,34,34,0,34,34,0,39,39,0,66,64,2,34,34,0,74,70,4
"28",35,35,0,12,12,0,8,8,0,0,0,0,55,53,2,55,53,2,44,42,2,32,32,0,31,31,0,31,31,0,38,38,0,0,0,0,31,31,0,67,63,4
"29",54,53,1,71,70,1,72,71,1,66,66,0,72,71,1,73,72,1,70,69,1,54,53,1,54,53,1,54,53,1,56,55,1,57,57,0,54,53,1,84,80,4
"30",27,24,3,22,19,3,17,15,2,0,0,0,62,60,2,60,58,2,53,51,2,29,26,3,29,26,3,29,26,3,29,27,2,28,28,0,29,26,3,65,62,3
"31",39,38,1,41,41,0,38,38,0,0,0,0,53,49,4,57,53,4,56,52,4,39,38,1,39,38,1,39,38,1,38,37,1,24,24,0,39,38,1,84,65,19
"32",49,48,1,59,58,1,62,62,0,1,1,0,59,58,1,59,58,1,59,58,1,49,48,1,49,48,1,49,48,1,45,44,1,50,50,0,49,48,1,75,71,4
"33",37,36,1,50,49,1,51,50,1,0,0,0,58,58,0,58,58,0,54,54,0,37,36,1,37,36,1,37,36,1,37,36,1,62,59,3,37,36,1,69,69,0
"34",32,30,2,33,33,0,39,37,2,0,0,0,56,53,3,53,51,2,48,47,1,29,28,1,29,28,1,29,28,1,37,35,2,32,32,0,29,28,1,70,65,5
"35",44,43,1,50,48,2,51,48,3,0,0,0,66,64,2,68,66,2,61,60,1,44,43,1,44,43,1,44,43,1,43,42,1,40,37,3,44,43,1,74,71,3
"36",45,43,2,57,54,3,56,54,2,59,57,2,64,59,5,64,59,5,66,60,6,43,41,2,43,41,2,43,41,2,43,42,1,58,55,3,47,44,3,66,62,4
"37",53,53,0,63,62,1,65,65,0,69,69,0,75,74,1,74,73,1,67,66,1,52,52,0,52,52,0,52,52,0,52,52,0,64,64,0,52,52,0,95,83,12
"38",39,37,2,38,38,0,38,37,1,0,0,0,48,46,2,47,45,2,37,36,1,39,37,2,39,37,2,39,37,2,42,40,2,20,20,0,39,37,2,52,51,1
"39",47,45,2,56,54,2,64,59,5,62,58,4,62,60,2,62,60,2,62,60,2,46,44,2,46,44,2,45,43,2,47,46,1,55,54,1,46,44,2,81,69,12
"40",29,29,0,38,37,1,45,43,2,47,46,1,55,55,0,56,56,0,51,51,0,29,29,0,29,29,0,29,29,0,33,31,2,41,40,1,29,29,0,71,70,1
"41",29,29,0,22,22,0,21,21,0,11,11,0,51,51,0,51,51,0,39,39,0,29,29,0,29,29,0,29,29,0,29,29,0,20,19,1,30,30,0,78,67,11
"42",58,55,3,67,64,3,68,65,3,67,65,2,73,71,2,73,72,1,66,65,1,58,55,3,58,55,3,58,55,3,58,55,3,61,59,2,58,55,3,85,82,3
"43",37,37,0,47,46,1,44,44,0,0,0,0,61,58,3,60,57,3,59,56,3,36,36,0,36,36,0,36,36,0,33,33,0,31,31,0,36,36,0,81,71,10
"44",36,35,1,41,41,0,31,30,1,0,0,0,63,59,4,64,60,4,54,52,2,37,36,1,37,36,1,37,36,1,44,43,1,56,53,3,37,36,1,74,69,5
"45",39,39,0,43,42,1,43,42,1,32,31,1,58,58,0,59,59,0,58,58,0,39,39,0,39,39,0,39,39,0,40,39,1,41,41,0,39,39,0,59,58,1
"46",35,34,1,40,39,1,41,40,1,29,28,1,49,47,2,49,47,2,46,44,2,34,33,1,34,33,1,34,33,1,36,35,1,30,29,1,34,33,1,53,50,3
"47",37,37,0,55,54,1,54,53,1,38,36,2,67,66,1,63,63,0,56,56,0,36,36,0,36,36,0,36,36,0,37,37,0,49,47,2,36,36,0,65,65,0
"48",30,30,0,35,35,0,33,33,0,0,0,0,55,54,1,54,54,0,51,51,0,29,29,0,29,29,0,29,29,0,30,30,0,24,24,0,29,29,0,77,69,8
"49",36,36,0,39,39,0,33,33,0,25,25,0,57,55,2,57,55,2,53,51,2,36,36,0,36,36,0,36,36,0,37,37,0,30,30,0,36,36,0,64,61,3
"50",39,39,0,55,55,0,57,56,1,47,46,1,65,63,2,65,63,2,63,62,1,40,40,0,40,40,0,40,40,0,40,40,0,50,45,5,40,40,0,92,82,10
