"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",3,3,0,17,17,0,21,21,0,13,13,0,37,31,6,38,32,6,35,29,6,2,2,0,2,2,0,2,2,0,7,7,0,33,30,3,3,3,0,68,62,6
"2",10,10,0,13,13,0,13,13,0,0,0,0,53,53,0,50,50,0,48,48,0,9,9,0,9,9,0,9,9,0,10,10,0,27,24,3,9,9,0,69,68,1
"3",2,2,0,16,13,3,3,2,1,0,0,0,47,46,1,49,48,1,45,45,0,2,2,0,2,2,0,2,2,0,8,8,0,23,23,0,2,2,0,66,63,3
"4",8,7,1,5,4,1,3,2,1,0,0,0,35,34,1,29,28,1,0,0,0,8,7,1,8,7,1,8,7,1,7,7,0,0,0,0,8,7,1,47,43,4
"5",22,21,1,35,33,2,36,34,2,27,25,2,35,35,0,38,36,2,39,36,3,20,19,1,20,19,1,20,19,1,22,21,1,24,23,1,20,19,1,62,53,9
"6",12,12,0,8,8,0,6,6,0,0,0,0,48,47,1,48,47,1,41,40,1,12,12,0,12,12,0,12,12,0,13,13,0,0,0,0,12,12,0,75,68,7
"7",4,4,0,3,3,0,0,0,0,0,0,0,61,58,3,62,59,3,53,51,2,3,3,0,3,3,0,3,3,0,8,8,0,0,0,0,3,3,0,70,66,4
"8",20,19,1,22,20,2,21,20,1,18,17,1,55,52,3,54,51,3,37,34,3,19,18,1,19,18,1,19,18,1,26,26,0,0,0,0,19,18,1,50,48,2
"9",16,16,0,13,13,0,7,7,0,0,0,0,28,28,0,29,29,0,30,30,0,16,16,0,16,16,0,16,16,0,16,16,0,0,0,0,16,16,0,67,59,8
"10",8,8,0,23,21,2,27,22,5,29,25,4,46,40,6,49,43,6,43,42,1,7,7,0,7,7,0,7,7,0,9,9,0,0,0,0,7,7,0,63,55,8
"11",23,23,0,24,24,0,23,23,0,21,21,0,51,51,0,50,50,0,46,46,0,23,23,0,23,23,0,23,23,0,23,23,0,21,21,0,23,23,0,63,61,2
"12",11,11,0,12,12,0,9,9,0,0,0,0,34,34,0,35,35,0,34,34,0,12,12,0,12,12,0,12,12,0,11,11,0,0,0,0,13,13,0,37,37,0
"13",7,7,0,0,0,0,0,0,0,0,0,0,44,43,1,44,43,1,41,41,0,7,7,0,7,7,0,7,7,0,7,7,0,0,0,0,7,7,0,68,64,4
"14",11,10,1,27,26,1,29,28,1,23,22,1,42,39,3,42,39,3,42,39,3,9,8,1,9,8,1,9,8,1,13,13,0,0,0,0,9,8,1,57,55,2
"15",6,6,0,9,9,0,6,6,0,0,0,0,45,42,3,40,38,2,30,28,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,5,5,0,64,55,9
"16",7,7,0,11,11,0,8,8,0,0,0,0,46,45,1,44,43,1,44,43,1,7,7,0,7,7,0,7,7,0,6,6,0,0,0,0,7,7,0,71,66,5
"17",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,5,5,0,1,1,0,0,0,0,5,5,0,16,12,4
"18",13,13,0,23,22,1,18,18,0,6,6,0,57,55,2,55,53,2,46,45,1,13,13,0,13,13,0,13,13,0,13,13,0,0,0,0,13,13,0,73,70,3
"19",11,11,0,14,12,2,12,11,1,3,3,0,59,59,0,58,58,0,55,55,0,12,11,1,12,11,1,12,11,1,11,11,0,0,0,0,12,11,1,76,75,1
"20",17,16,1,43,41,2,43,41,2,32,31,1,56,54,2,53,52,1,51,50,1,17,16,1,17,16,1,17,16,1,20,19,1,48,48,0,17,16,1,68,67,1
"21",9,9,0,22,22,0,24,24,0,0,0,0,51,51,0,52,52,0,47,47,0,9,9,0,9,9,0,9,9,0,8,8,0,26,26,0,9,9,0,76,72,4
"22",12,12,0,25,24,1,28,27,1,33,32,1,56,56,0,57,57,0,54,54,0,11,11,0,11,11,0,11,11,0,13,13,0,46,46,0,11,11,0,71,70,1
"23",23,23,0,36,35,1,39,36,3,30,25,5,53,50,3,50,47,3,37,35,2,19,19,0,19,19,0,19,19,0,31,31,0,27,27,0,23,23,0,55,51,4
"24",14,14,0,0,0,0,0,0,0,0,0,0,42,41,1,39,39,0,33,33,0,14,14,0,14,14,0,14,14,0,15,15,0,0,0,0,14,14,0,75,69,6
"25",17,17,0,32,32,0,34,34,0,25,25,0,62,60,2,62,60,2,59,57,2,17,17,0,17,17,0,17,17,0,20,20,0,48,45,3,17,17,0,84,75,9
"26",16,16,0,2,2,0,0,0,0,0,0,0,21,20,1,21,20,1,21,20,1,11,11,0,11,11,0,8,8,0,15,15,0,20,18,2,9,9,0,45,36,9
"27",4,4,0,29,29,0,34,34,0,37,37,0,59,56,3,59,56,3,57,54,3,4,4,0,4,4,0,4,4,0,12,12,0,27,27,0,6,6,0,86,79,7
"28",13,13,0,7,7,0,4,4,0,0,0,0,36,35,1,34,34,0,26,26,0,13,13,0,13,13,0,13,13,0,13,13,0,0,0,0,13,13,0,50,48,2
"29",10,10,0,34,34,0,34,34,0,8,7,1,49,48,1,48,47,1,47,46,1,10,10,0,10,10,0,10,10,0,27,26,1,56,51,5,10,10,0,82,75,7
"30",3,3,0,14,12,2,14,12,2,0,0,0,34,34,0,34,34,0,29,29,0,3,3,0,3,3,0,3,3,0,10,10,0,0,0,0,3,3,0,55,55,0
"31",4,4,0,6,6,0,6,6,0,9,9,0,23,22,1,23,22,1,22,21,1,4,4,0,4,4,0,4,4,0,6,6,0,25,23,2,4,4,0,46,36,10
"32",17,17,0,40,39,1,42,41,1,45,43,2,50,48,2,51,49,2,48,47,1,9,9,0,9,9,0,9,9,0,18,17,1,48,41,7,16,16,0,70,66,4
"33",5,5,0,22,22,0,22,22,0,17,17,0,42,41,1,42,41,1,34,33,1,4,4,0,4,4,0,4,4,0,6,6,0,46,40,6,4,4,0,53,49,4
"34",6,6,0,1,1,0,1,1,0,1,1,0,45,42,3,45,42,3,40,38,2,6,6,0,6,6,0,6,6,0,5,5,0,0,0,0,6,6,0,65,59,6
"35",22,21,1,24,23,1,20,19,1,0,0,0,57,55,2,56,54,2,28,27,1,22,21,1,22,21,1,22,21,1,26,24,2,21,20,1,22,21,1,63,61,2
"36",23,23,0,23,23,0,20,20,0,0,0,0,52,49,3,49,46,3,40,37,3,22,22,0,22,22,0,22,22,0,27,26,1,45,32,13,22,22,0,66,56,10
"37",14,14,0,4,4,0,0,0,0,0,0,0,48,48,0,47,47,0,37,37,0,13,13,0,13,13,0,13,13,0,18,18,0,0,0,0,13,13,0,66,65,1
"38",7,7,0,7,6,1,5,4,1,0,0,0,25,24,1,27,25,2,25,23,2,7,7,0,7,7,0,7,7,0,7,7,0,0,0,0,7,7,0,30,29,1
"39",16,15,1,38,37,1,47,45,2,0,0,0,64,60,4,64,60,4,65,61,4,16,15,1,16,15,1,16,15,1,16,15,1,55,52,3,16,15,1,97,78,19
"40",2,2,0,19,19,0,25,25,0,31,31,0,56,55,1,55,54,1,53,52,1,2,2,0,2,2,0,2,2,0,13,13,0,0,0,0,2,2,0,70,68,2
"41",15,14,1,0,0,0,0,0,0,0,0,0,35,35,0,34,34,0,31,31,0,14,13,1,14,13,1,14,13,1,13,12,1,0,0,0,14,13,1,34,34,0
"42",28,28,0,41,40,1,43,42,1,34,34,0,57,56,1,57,56,1,50,50,0,27,27,0,27,27,0,27,27,0,32,32,0,34,32,2,27,27,0,67,65,2
"43",27,27,0,15,15,0,16,16,0,0,0,0,45,45,0,45,45,0,47,47,0,24,24,0,24,24,0,24,24,0,26,26,0,0,0,0,27,27,0,68,57,11
"44",6,6,0,9,9,0,4,4,0,0,0,0,38,38,0,39,38,1,37,36,1,6,6,0,6,6,0,6,6,0,13,13,0,0,0,0,6,6,0,63,57,6
"45",4,4,0,17,17,0,12,12,0,3,3,0,38,37,1,38,37,1,36,35,1,4,4,0,4,4,0,4,4,0,8,8,0,0,0,0,4,4,0,67,61,6
"46",11,11,0,0,0,0,0,0,0,0,0,0,28,28,0,29,29,0,19,19,0,5,5,0,5,5,0,5,5,0,11,11,0,0,0,0,5,5,0,42,42,0
"47",3,3,0,2,2,0,2,2,0,0,0,0,32,31,1,30,29,1,28,27,1,3,3,0,3,3,0,3,3,0,5,5,0,0,0,0,3,3,0,69,58,11
"48",7,7,0,3,3,0,2,2,0,1,0,1,39,39,0,39,39,0,36,36,0,7,7,0,7,7,0,7,7,0,5,5,0,0,0,0,7,7,0,49,48,1
"49",20,20,0,5,5,0,6,6,0,6,6,0,31,29,2,31,29,2,32,30,2,19,19,0,19,19,0,19,19,0,21,20,1,23,19,4,19,19,0,43,42,1
"50",15,15,0,33,33,0,32,32,0,20,20,0,35,35,0,35,35,0,35,35,0,15,15,0,15,15,0,15,15,0,14,14,0,0,0,0,15,15,0,42,40,2
"51",9,9,0,11,11,0,10,10,0,2,2,0,33,33,0,33,33,0,32,32,0,9,9,0,9,9,0,9,9,0,10,10,0,0,0,0,9,9,0,50,50,0
"52",17,16,1,37,34,3,42,39,3,36,36,0,67,66,1,67,66,1,57,56,1,16,15,1,16,15,1,16,15,1,23,23,0,52,48,4,16,15,1,86,83,3
"53",4,4,0,13,11,2,16,14,2,1,1,0,33,29,4,31,28,3,31,28,3,4,4,0,4,4,0,4,4,0,8,6,2,0,0,0,4,4,0,46,40,6
"54",19,19,0,15,15,0,15,15,0,14,14,0,33,33,0,33,33,0,32,32,0,15,15,0,15,15,0,15,15,0,23,23,0,27,25,2,15,15,0,63,54,9
"55",19,19,0,34,31,3,38,35,3,4,3,1,55,55,0,55,55,0,53,53,0,18,18,0,18,18,0,18,18,0,18,18,0,36,36,0,18,18,0,64,62,2
"56",8,8,0,21,20,1,23,22,1,21,21,0,23,23,0,24,24,0,20,20,0,8,8,0,8,8,0,8,8,0,8,8,0,0,0,0,8,8,0,36,35,1
"57",11,11,0,7,7,0,4,4,0,0,0,0,34,31,3,31,29,2,26,24,2,11,11,0,11,11,0,11,11,0,11,11,0,0,0,0,11,11,0,48,40,8
"58",20,20,0,13,12,1,10,10,0,7,7,0,22,20,2,22,20,2,23,21,2,17,17,0,17,17,0,17,17,0,19,19,0,0,0,0,17,17,0,42,41,1
"59",4,4,0,5,5,0,6,6,0,6,6,0,18,17,1,16,15,1,13,12,1,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,42,39,3
"60",22,21,1,16,16,0,13,13,0,0,0,0,54,54,0,52,52,0,49,49,0,21,20,1,21,20,1,21,20,1,23,22,1,49,48,1,25,24,1,65,65,0
"61",18,18,0,38,36,2,42,40,2,32,32,0,51,51,0,49,49,0,43,43,0,17,17,0,17,17,0,17,17,0,29,29,0,41,40,1,17,17,0,66,65,1
"62",8,7,1,5,4,1,4,3,1,3,2,1,30,29,1,30,29,1,27,27,0,7,6,1,7,6,1,7,6,1,7,7,0,0,0,0,7,6,1,58,44,14
"63",22,20,2,30,29,1,35,34,1,29,28,1,56,55,1,54,53,1,46,46,0,21,20,1,21,20,1,21,20,1,21,20,1,0,0,0,22,20,2,67,65,2
"64",6,6,0,1,1,0,2,2,0,1,1,0,49,46,3,48,45,3,45,43,2,5,5,0,5,5,0,5,5,0,5,5,0,0,0,0,5,5,0,78,67,11
"65",1,1,0,0,0,0,0,0,0,0,0,0,34,33,1,36,35,1,33,32,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,44,43,1
"66",12,12,0,4,4,0,3,3,0,0,0,0,52,51,1,51,50,1,46,45,1,10,10,0,10,10,0,10,10,0,13,13,0,0,0,0,10,10,0,65,62,3
"67",3,3,0,1,1,0,1,1,0,0,0,0,35,32,3,35,32,3,33,31,2,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,42,38,4
"68",4,4,0,7,7,0,12,12,0,0,0,0,34,33,1,33,32,1,31,30,1,4,4,0,4,4,0,4,4,0,1,1,0,59,54,5,13,4,9,73,59,14
"69",15,15,0,25,24,1,23,22,1,3,2,1,38,36,2,38,35,3,34,31,3,15,15,0,15,15,0,15,15,0,16,16,0,22,21,1,15,15,0,47,43,4
"70",9,8,1,17,16,1,17,16,1,6,6,0,35,32,3,33,30,3,21,19,2,10,9,1,10,9,1,10,9,1,5,4,1,21,18,3,10,9,1,69,55,14
"71",0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,51,4
"72",5,5,0,6,6,0,2,2,0,0,0,0,21,20,1,21,20,1,18,17,1,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,32,30,2
"73",13,13,0,18,18,0,21,20,1,16,15,1,22,22,0,22,22,0,12,12,0,11,11,0,11,11,0,11,11,0,19,19,0,21,21,0,11,11,0,26,25,1
"74",12,12,0,23,23,0,23,23,0,10,10,0,29,28,1,28,27,1,27,26,1,12,12,0,12,12,0,12,12,0,11,11,0,28,28,0,12,12,0,61,53,8
