"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",18,16,2,8,7,1,6,5,1,1,0,1,52,51,1,52,51,1,51,50,1,14,13,1,7,7,0,7,7,0,14,12,2,46,40,6,7,7,0,82,75,7
"2",16,16,0,24,23,1,30,29,1,20,19,1,38,37,1,41,39,2,33,31,2,11,11,0,10,10,0,10,10,0,15,15,0,54,53,1,10,10,0,54,51,3
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",4,3,1,14,13,1,19,18,1,20,19,1,6,5,1,9,8,1,19,18,1,3,2,1,1,1,0,1,1,0,1,1,0,27,23,4,1,1,0,41,36,5
"5",10,10,0,17,17,0,15,15,0,0,0,0,44,41,3,41,39,2,16,15,1,10,10,0,5,5,0,5,5,0,6,6,0,0,0,0,5,5,0,36,35,1
"6",14,14,0,17,17,0,23,22,1,23,23,0,32,32,0,32,32,0,29,29,0,11,11,0,10,10,0,10,10,0,13,13,0,0,0,0,59,10,49,43,42,1
"7",1,1,0,0,0,0,0,0,0,0,0,0,11,11,0,21,21,0,19,19,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,21,1,20,30,29,1
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,90,8,8,0
"9",20,19,1,10,10,0,2,2,0,0,0,0,37,37,0,37,37,0,30,30,0,19,18,1,12,12,0,12,12,0,19,17,2,0,0,0,12,12,0,51,50,1
"10",17,17,0,31,30,1,38,37,1,1,1,0,41,40,1,41,40,1,40,39,1,17,17,0,16,16,0,16,16,0,16,16,0,36,31,5,104,19,85,52,51,1
"11",4,4,0,5,5,0,5,5,0,5,5,0,13,13,0,17,16,1,23,22,1,4,4,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,32,30,2
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0
"13",6,6,0,0,0,0,0,0,0,0,0,0,45,45,0,45,45,0,44,44,0,2,2,0,2,2,0,2,2,0,10,10,0,23,23,0,2,2,0,65,65,0
"14",2,2,0,14,13,1,19,18,1,12,11,1,39,37,2,38,36,2,26,24,2,2,2,0,4,2,2,4,2,2,4,2,2,0,0,0,22,2,20,58,48,10
"15",12,11,1,12,10,2,7,6,1,1,1,0,27,27,0,25,25,0,25,25,0,8,8,0,7,7,0,7,7,0,12,12,0,0,0,0,7,7,0,35,34,1
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"17",4,4,0,8,7,1,8,7,1,0,0,0,32,32,0,30,30,0,26,26,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,99,4,95,44,44,0
"18",6,6,0,9,9,0,13,12,1,11,11,0,9,9,0,9,9,0,11,11,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,29,28,1
"19",12,11,1,20,19,1,14,13,1,0,0,0,42,42,0,46,46,0,43,43,0,12,11,1,4,4,0,4,4,0,12,11,1,0,0,0,5,4,1,72,68,4
"20",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,5,0,5,5,0,7,7,0,0,0,0,5,5,0,0,0,0
"21",18,17,1,22,21,1,23,22,1,26,26,0,23,23,0,30,30,0,43,42,1,14,14,0,14,14,0,14,14,0,13,13,0,34,30,4,14,14,0,70,68,2
