"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",46,45,1,69,65,4,73,68,5,66,63,3,69,68,1,69,68,1,65,64,1,45,44,1,43,42,1,43,42,1,54,53,1,61,58,3,43,42,1,87,85,2
"2",39,38,1,49,49,0,52,51,1,56,54,2,62,62,0,62,62,0,54,54,0,39,38,1,39,38,1,39,38,1,37,37,0,60,57,3,39,38,1,81,80,1
"3",6,6,0,34,33,1,42,41,1,1,1,0,57,57,0,58,58,0,56,56,0,13,13,0,12,12,0,12,12,0,20,19,1,41,40,1,12,12,0,81,73,8
"4",39,39,0,43,42,1,35,34,1,5,4,1,53,49,4,57,52,5,57,52,5,40,40,0,40,40,0,40,40,0,37,37,0,46,44,2,40,40,0,53,51,2
"5",57,53,4,56,54,2,45,44,1,8,8,0,58,56,2,59,56,3,47,45,2,57,53,4,54,51,3,54,51,3,54,51,3,32,32,0,54,51,3,69,66,3
"6",25,24,1,2,2,0,0,0,0,0,0,0,41,41,0,40,40,0,35,35,0,29,28,1,26,25,1,26,25,1,28,27,1,0,0,0,26,25,1,53,50,3
"7",19,18,1,25,22,3,1,1,0,0,0,0,37,34,3,43,40,3,46,44,2,18,17,1,19,18,1,19,18,1,19,18,1,23,23,0,20,19,1,58,52,6
"8",28,27,1,30,29,1,26,26,0,8,8,0,42,41,1,48,47,1,43,42,1,27,26,1,26,26,0,26,26,0,26,26,0,0,0,0,28,26,2,65,61,4
"9",26,26,0,27,27,0,27,27,0,15,13,2,40,40,0,42,41,1,44,43,1,28,28,0,28,28,0,28,28,0,26,26,0,20,20,0,28,28,0,62,57,5
"10",43,41,2,49,48,1,52,51,1,49,47,2,54,54,0,53,53,0,49,49,0,39,37,2,36,34,2,36,34,2,41,41,0,53,50,3,36,34,2,66,66,0
"11",13,13,0,8,7,1,6,5,1,0,0,0,43,40,3,48,45,3,50,47,3,19,19,0,13,13,0,13,13,0,19,19,0,0,0,0,13,13,0,68,62,6
"12",6,6,0,12,12,0,15,14,1,0,0,0,14,14,0,18,18,0,19,19,0,9,9,0,8,8,0,8,8,0,8,8,0,24,22,2,8,8,0,35,32,3
"13",61,60,1,70,68,2,75,72,3,77,73,4,83,82,1,81,80,1,79,79,0,60,59,1,58,57,1,58,57,1,61,60,1,66,63,3,58,57,1,87,87,0
"14",35,35,0,56,56,0,62,61,1,1,1,0,67,65,2,67,65,2,65,64,1,37,37,0,35,35,0,35,35,0,45,45,0,68,66,2,35,35,0,75,74,1
