"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",44,44,0,54,52,2,54,52,2,0,0,0,67,67,0,67,67,0,66,66,0,44,44,0,39,39,0,39,39,0,44,44,0,40,39,1,39,39,0,77,77,0
"2",28,28,0,49,45,4,53,49,4,44,39,5,49,48,1,49,48,1,51,50,1,28,28,0,24,24,0,24,24,0,33,33,0,60,55,5,26,26,0,70,68,2
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3
"4",29,29,0,37,37,0,38,38,0,32,32,0,33,33,0,35,35,0,31,31,0,30,30,0,29,29,0,29,29,0,29,29,0,25,25,0,29,29,0,45,45,0
"5",50,48,2,56,53,3,58,54,4,5,5,0,47,46,1,48,47,1,42,41,1,50,48,2,49,47,2,49,47,2,48,46,2,29,29,0,49,47,2,71,65,6
"6",22,21,1,36,35,1,37,36,1,37,37,0,39,39,0,41,41,0,37,37,0,24,22,2,20,19,1,20,19,1,22,21,1,29,29,0,20,19,1,47,46,1
"7",16,15,1,21,19,2,19,18,1,0,0,0,25,22,3,29,26,3,23,22,1,16,15,1,16,15,1,16,15,1,16,15,1,0,0,0,16,15,1,42,35,7
"8",1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,11,11,0,10,10,0,6,6,0,1,1,0,1,1,0,5,5,0,0,0,0,1,1,0,46,33,13
"9",15,15,0,28,28,0,30,30,0,16,15,1,20,20,0,22,22,0,24,24,0,17,17,0,14,14,0,14,14,0,17,17,0,0,0,0,14,14,0,43,39,4
"10",39,38,1,45,44,1,42,42,0,42,41,1,56,54,2,56,54,2,55,53,2,39,38,1,36,36,0,36,36,0,38,37,1,49,46,3,37,37,0,69,61,8
"11",7,7,0,4,4,0,5,4,1,0,0,0,10,8,2,10,8,2,10,8,2,9,9,0,9,9,0,9,9,0,9,9,0,0,0,0,9,9,0,13,12,1
"12",1,1,0,1,1,0,1,1,0,0,0,0,4,4,0,8,8,0,8,8,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,17,1,16,26,24,2
