"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",14,12,2,18,16,2,18,15,3,6,5,1,43,43,0,40,40,0,42,42,0,12,11,1,3,3,0,3,3,0,13,12,1,20,20,0,118,3,115,61,58,3
"2",13,12,1,19,19,0,26,26,0,22,19,3,32,30,2,38,36,2,43,40,3,13,12,1,3,3,0,3,3,0,13,13,0,50,48,2,4,4,0,56,52,4
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",6,5,1,10,8,2,6,5,1,0,0,0,13,12,1,15,14,1,14,13,1,7,6,1,7,6,1,7,6,1,4,4,0,0,0,0,7,6,1,36,34,2
"5",15,14,1,1,1,0,1,1,0,0,0,0,43,41,2,41,40,1,12,12,0,12,11,1,9,8,1,9,8,1,13,12,1,0,0,0,9,8,1,37,37,0
"6",10,10,0,0,0,0,0,0,0,0,0,0,31,31,0,32,32,0,23,23,0,10,10,0,10,10,0,10,10,0,10,10,0,0,0,0,10,10,0,44,43,1
"7",0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,27,27,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,1
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",16,16,0,22,22,0,25,24,1,16,15,1,32,30,2,33,31,2,35,33,2,15,15,0,11,11,0,11,11,0,14,14,0,20,20,0,11,11,0,41,39,2
"10",16,16,0,19,19,0,25,25,0,0,0,0,37,36,1,42,41,1,42,41,1,18,18,0,16,16,0,16,16,0,16,16,0,23,22,1,299,19,280,52,51,1
"11",3,3,0,1,1,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,25,21,4
"13",3,3,0,15,15,0,21,21,0,24,24,0,24,24,0,33,33,0,37,36,1,3,3,0,3,3,0,3,3,0,10,10,0,42,41,1,3,3,0,73,67,6
"14",4,4,0,2,2,0,2,2,0,0,0,0,26,26,0,29,28,1,29,28,1,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,62,54,8
"15",10,10,0,10,10,0,7,7,0,1,1,0,26,25,1,27,26,1,18,18,0,8,8,0,8,8,0,8,8,0,11,11,0,0,0,0,8,8,0,27,27,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"17",5,5,0,2,2,0,2,2,0,0,0,0,31,31,0,30,30,0,27,27,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,44,44,0
"18",5,5,0,10,10,0,12,12,0,0,0,0,19,18,1,19,18,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0
"19",9,9,0,19,19,0,18,18,0,5,5,0,46,45,1,46,46,0,43,43,0,9,9,0,8,8,0,8,8,0,8,8,0,22,21,1,8,8,0,72,68,4
"20",0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,1,1,0
"21",14,14,0,11,11,0,4,4,0,0,0,0,46,44,2,48,45,3,50,47,3,14,14,0,14,14,0,14,14,0,12,12,0,33,30,3,14,14,0,81,75,6
"22",2,2,0,0,0,0,0,0,0,0,0,0,53,53,0,51,51,0,47,47,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73,2
"23",2,2,0,2,2,0,3,2,1,0,0,0,13,13,0,14,14,0,13,13,0,2,2,0,2,2,0,2,2,0,1,1,0,0,0,0,2,2,0,16,15,1
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,42,25
"26",0,0,0,2,2,0,4,4,0,0,0,0,2,2,0,3,3,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
"28",7,7,0,8,8,0,8,8,0,0,0,0,40,40,0,39,39,0,35,35,0,7,7,0,7,7,0,7,7,0,12,12,0,28,28,0,64,7,57,48,48,0
"29",10,10,0,19,18,1,22,21,1,13,13,0,16,16,0,25,25,0,28,28,0,10,10,0,7,7,0,7,7,0,11,11,0,0,0,0,7,7,0,70,61,9
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",7,6,1,9,9,0,11,11,0,10,10,0,18,18,0,20,20,0,24,24,0,2,2,0,1,1,0,1,1,0,10,8,2,24,24,0,1,1,0,50,44,6
"32",1,1,0,1,1,0,1,1,0,0,0,0,12,12,0,13,13,0,12,12,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,47,43,4
"33",17,16,1,29,26,3,37,32,5,31,28,3,27,25,2,32,30,2,35,33,2,17,16,1,7,7,0,7,7,0,20,19,1,46,45,1,55,7,48,78,67,11
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,21
"35",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3
"36",30,30,0,39,37,2,41,39,2,36,35,1,35,33,2,35,33,2,32,30,2,20,20,0,20,20,0,20,20,0,37,37,0,55,52,3,20,20,0,67,59,8
"37",2,2,0,2,2,0,2,2,0,0,0,0,17,17,0,17,17,0,9,9,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,46,45,1
"38",1,1,0,3,2,1,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,13,11,2
"39",18,16,2,39,38,1,42,39,3,0,0,0,53,50,3,54,51,3,54,53,1,19,17,2,11,11,0,11,11,0,19,17,2,22,22,0,12,12,0,84,74,10
"40",1,1,0,1,1,0,0,0,0,0,0,0,6,6,0,7,7,0,8,8,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,32,29,3
"41",7,7,0,16,16,0,17,17,0,18,18,0,17,17,0,3,3,0,0,0,0,6,6,0,5,5,0,5,5,0,8,7,1,20,20,0,5,5,0,0,0,0
"42",15,14,1,20,20,0,23,23,0,21,21,0,22,22,0,25,25,0,30,30,0,16,15,1,16,15,1,16,15,1,15,14,1,0,0,0,16,15,1,58,50,8
"43",26,22,4,31,30,1,30,30,0,0,0,0,38,38,0,38,38,0,30,30,0,23,20,3,15,14,1,15,14,1,27,23,4,31,31,0,15,14,1,48,46,2
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4
"45",6,6,0,6,6,0,6,6,0,1,1,0,22,22,0,22,22,0,24,23,1,6,6,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,50,47,3
"46",6,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,16,10,6
"47",4,4,0,4,4,0,4,4,0,0,0,0,20,20,0,23,23,0,23,23,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,14,4,10,37,34,3
"48",4,4,0,1,1,0,1,1,0,0,0,0,12,12,0,14,14,0,13,13,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,22,19,3
"49",11,11,0,9,9,0,7,7,0,3,3,0,9,9,0,10,10,0,17,17,0,11,11,0,9,9,0,9,9,0,11,11,0,0,0,0,9,9,0,38,34,4
"50",14,14,0,13,13,0,14,13,1,4,3,1,33,33,0,33,33,0,33,33,0,13,13,0,12,12,0,12,12,0,10,10,0,41,37,4,12,12,0,54,46,8
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,44,42,2
"53",10,10,0,7,7,0,2,2,0,0,0,0,30,28,2,30,28,2,27,26,1,7,7,0,3,3,0,3,3,0,8,8,0,0,0,0,5,5,0,43,39,4
"54",4,4,0,7,7,0,7,7,0,0,0,0,12,12,0,12,12,0,2,2,0,6,6,0,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,27,26,1
"55",18,17,1,40,40,0,46,46,0,38,38,0,51,50,1,50,50,0,52,52,0,18,17,1,19,18,1,19,18,1,21,20,1,45,45,0,19,18,1,65,61,4
"56",13,13,0,17,17,0,19,19,0,16,16,0,35,35,0,33,33,0,28,28,0,13,13,0,12,12,0,12,12,0,13,13,0,24,24,0,28,12,16,45,43,2
"57",1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,16,15,1
"58",16,15,1,5,5,0,4,4,0,0,0,0,34,34,0,34,34,0,28,28,0,14,14,0,5,5,0,5,5,0,11,11,0,25,24,1,5,5,0,45,43,2
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",26,25,1,17,17,0,18,18,0,3,3,0,47,47,0,47,47,0,43,43,0,21,21,0,17,17,0,17,17,0,22,22,0,38,36,2,307,17,290,69,67,2
"61",2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,1,1,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,42,30,12
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",8,8,0,5,5,0,5,5,0,6,6,0,32,31,1,29,29,0,22,22,0,6,6,0,1,1,0,1,1,0,5,5,0,0,0,0,1,1,0,57,54,3
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8
"65",2,2,0,2,2,0,3,3,0,0,0,0,3,3,0,4,4,0,7,7,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,30,14,16
"66",9,9,0,6,6,0,4,4,0,0,0,0,57,54,3,59,56,3,52,50,2,9,9,0,6,6,0,6,6,0,9,9,0,0,0,0,6,6,0,73,67,6
"67",0,0,0,7,7,0,8,8,0,10,10,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,1
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,1
"69",10,10,0,0,0,0,0,0,0,0,0,0,14,14,0,16,16,0,13,13,0,9,9,0,8,8,0,8,8,0,9,9,0,0,0,0,8,8,0,19,19,0
"70",4,4,0,2,1,1,1,0,1,1,0,1,9,8,1,8,7,1,2,2,0,4,4,0,2,2,0,2,2,0,7,7,0,0,0,0,2,2,0,11,11,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,4
"72",9,9,0,8,8,0,6,6,0,0,0,0,6,6,0,6,6,0,2,2,0,10,9,1,7,7,0,7,7,0,7,7,0,0,0,0,7,7,0,37,36,1
"73",0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,13
"74",0,0,0,0,0,0,0,0,0,0,0,0,15,14,1,21,20,1,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,44,40,4
"75",11,9,2,5,4,1,4,4,0,3,3,0,3,3,0,3,3,0,1,1,0,10,8,2,5,4,1,5,4,1,9,9,0,0,0,0,5,4,1,12,12,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,3
"77",19,19,0,8,8,0,1,1,0,0,0,0,46,46,0,43,43,0,39,39,0,20,20,0,16,16,0,16,16,0,15,15,0,26,22,4,16,16,0,61,57,4
