"","WABH MMW constant pm_Tot","WABH MMW constant pm_Cor","WABH MMW constant pm_False","WABH MMW mean_pm adapt pm_Tot","WABH MMW mean_pm adapt pm_Cor","WABH MMW mean_pm adapt pm_False","WABH MMW 0.5 adapt pm_Tot","WABH MMW 0.5 adapt pm_Cor","WABH MMW 0.5 adapt pm_False","WABH MMW 0.9 adapt pm_Tot","WABH MMW 0.9 adapt pm_Cor","WABH MMW 0.9 adapt pm_False","WABH MMW mean_pm camt pm_Tot","WABH MMW mean_pm camt pm_Cor","WABH MMW mean_pm camt pm_False","WABH MMW 0.5 camt pm_Tot","WABH MMW 0.5 camt pm_Cor","WABH MMW 0.5 camt pm_False","WABH MMW 0.9 camt pm_Tot","WABH MMW 0.9 camt pm_Cor","WABH MMW 0.9 camt pm_False","Ten Rule_Tot","Ten Rule_Cor","Ten Rule_False","Adaptive BH_Tot","Adaptive BH_Cor","Adaptive BH_False","Regular BH_Tot","Regular BH_Cor","Regular BH_False","IHW_Tot","IHW_Cor","IHW_False","ADAPT_Tot","ADAPT_Cor","ADAPT_False","SWFDR_Tot","SWFDR_Cor","SWFDR_False","CAMT_Tot","CAMT_Cor","CAMT_False"
"1",40,38,2,54,53,1,56,56,0,1,1,0,66,66,0,65,65,0,65,65,0,39,37,2,39,37,2,39,37,2,38,35,3,53,50,3,39,37,2,84,77,7
"2",36,36,0,65,61,4,67,63,4,0,0,0,67,64,3,70,67,3,69,66,3,34,34,0,33,33,0,33,33,0,36,36,0,76,73,3,33,33,0,81,75,6
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",30,29,1,47,45,2,47,45,2,44,43,1,43,42,1,47,46,1,45,44,1,32,31,1,33,32,1,33,32,1,32,31,1,36,32,4,33,32,1,49,47,2
"5",45,44,1,53,52,1,53,52,1,33,33,0,41,41,0,46,46,0,34,34,0,45,44,1,41,40,1,41,40,1,44,43,1,37,37,0,41,40,1,70,64,6
"6",31,31,0,35,35,0,37,37,0,2,2,0,42,42,0,42,42,0,39,39,0,28,28,0,28,28,0,28,28,0,29,29,0,25,25,0,83,28,55,49,48,1
"7",12,12,0,1,1,0,0,0,0,0,0,0,25,22,3,19,17,2,0,0,0,15,15,0,12,12,0,12,12,0,21,20,1,0,0,0,29,12,17,25,22,3
"8",0,0,0,6,6,0,3,3,0,0,0,0,8,8,0,13,13,0,6,6,0,3,3,0,1,1,0,1,1,0,4,4,0,0,0,0,94,1,93,49,36,13
"9",28,25,3,37,37,0,39,39,0,35,35,0,46,46,0,45,45,0,43,43,0,28,27,1,25,25,0,25,25,0,25,24,1,21,21,0,25,25,0,50,49,1
"10",45,44,1,50,49,1,53,52,1,52,52,0,54,53,1,54,53,1,53,52,1,44,44,0,40,40,0,40,40,0,44,43,1,46,44,2,127,42,85,64,61,3
"11",12,12,0,17,17,0,12,12,0,11,11,0,26,25,1,29,27,2,27,25,2,16,16,0,15,15,0,15,15,0,17,17,0,0,0,0,19,18,1,44,35,9
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,82,28,25,3
"13",39,39,0,55,54,1,58,58,0,67,67,0,54,52,2,54,53,1,57,56,1,37,36,1,34,34,0,34,34,0,38,38,0,35,35,0,34,34,0,77,76,1
"14",25,24,1,57,56,1,60,59,1,1,1,0,69,66,3,68,66,2,38,38,0,29,28,1,33,31,2,33,31,2,34,31,3,25,24,1,45,31,14,78,70,8
"15",34,33,1,41,36,5,42,37,5,41,38,3,45,45,0,46,46,0,4,4,0,34,33,1,33,32,1,33,32,1,32,31,1,32,31,1,33,32,1,62,56,6
