"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",78,76,2,0,0,0,138,134,4
"2",106,105,1,54,53,1,72,70,2
"3",74,71,3,12,12,0,134,133,1
"4",72,72,0,0,0,0,6,6,0
"5",116,115,1,0,0,0,37,35,2
"6",0,0,0,154,150,4,225,220,5
"7",110,107,3,7,7,0,130,126,4
"8",27,27,0,0,0,0,106,104,2
"9",24,24,0,6,6,0,19,19,0
"10",130,126,4,0,0,0,1,0,1
"11",6,6,0,49,49,0,128,125,3
"12",140,136,4,81,79,2,182,177,5
"13",6,6,0,0,0,0,232,220,12
"14",15,15,0,0,0,0,0,0,0
"15",74,74,0,31,31,0,63,61,2
"16",17,17,0,121,118,3,167,163,4
"17",74,72,2,14,14,0,61,59,2
"18",20,20,0,14,14,0,49,49,0
"19",162,158,4,0,0,0,45,44,1
"20",74,71,3,52,52,0,70,67,3
"21",96,92,4,28,28,0,37,37,0
"22",301,279,22,39,38,1,115,111,4
"23",24,24,0,0,0,0,34,32,2
"24",124,119,5,18,18,0,39,36,3
"25",0,0,0,24,23,1,126,122,4
"26",16,16,0,1,1,0,112,110,2
"27",70,69,1,0,0,0,205,199,6
"28",160,156,4,19,19,0,113,111,2
"29",107,103,4,0,0,0,136,135,1
"30",193,190,3,71,71,0,172,167,5
"31",34,32,2,8,8,0,154,152,2
"32",14,14,0,22,22,0,220,214,6
"33",89,87,2,0,0,0,86,83,3
"34",120,119,1,0,0,0,151,145,6
"35",124,123,1,0,0,0,0,0,0
"36",127,125,2,68,66,2,99,97,2
"37",38,38,0,0,0,0,64,61,3
"38",71,70,1,26,26,0,66,64,2
"39",129,125,4,3,3,0,91,90,1
"40",98,95,3,0,0,0,11,10,1
"41",57,56,1,0,0,0,55,54,1
"42",19,19,0,41,41,0,79,77,2
"43",21,20,1,20,20,0,151,148,3
"44",27,26,1,7,7,0,10,10,0
"45",67,66,1,14,14,0,41,38,3
"46",63,58,5,0,0,0,6,5,1
"47",128,123,5,11,11,0,80,78,2
"48",20,20,0,0,0,0,110,106,4
"49",18,17,1,27,27,0,213,209,4
"50",29,29,0,17,17,0,47,46,1
"51",189,179,10,121,117,4,47,46,1
"52",51,50,1,0,0,0,119,117,2
"53",95,94,1,10,10,0,146,139,7
"54",71,70,1,0,0,0,150,145,5
"55",83,82,1,0,0,0,46,45,1
"56",39,38,1,0,0,0,0,0,0
"57",17,17,0,39,39,0,267,255,12
"58",18,18,0,0,0,0,189,179,10
"59",113,109,4,0,0,0,128,128,0
"60",85,85,0,27,26,1,75,72,3
"61",192,186,6,49,49,0,238,237,1
"62",6,6,0,35,35,0,220,212,8
"63",35,34,1,0,0,0,138,132,6
"64",55,55,0,0,0,0,148,147,1
"65",68,68,0,0,0,0,83,81,2
"66",213,206,7,75,71,4,258,253,5
"67",83,81,2,46,46,0,191,186,5
"68",126,125,1,0,0,0,261,252,9
"69",50,50,0,61,60,1,281,267,14
"70",76,76,0,30,30,0,96,93,3
"71",21,21,0,123,121,2,0,0,0
"72",50,50,0,61,59,2,59,58,1
"73",29,29,0,1,0,1,74,74,0
"74",15,14,1,132,127,5,60,55,5
"75",171,169,2,110,109,1,74,73,1
"76",89,88,1,0,0,0,139,134,5
"77",189,182,7,24,21,3,200,193,7
"78",10,10,0,0,0,0,106,105,1
"79",38,37,1,0,0,0,160,154,6
"80",77,75,2,0,0,0,50,48,2
"81",147,141,6,37,36,1,87,86,1
"82",33,31,2,0,0,0,43,43,0
"83",241,233,8,0,0,0,41,39,2
"84",44,43,1,11,11,0,96,93,3
"85",129,126,3,61,59,2,137,135,2
"86",154,151,3,18,18,0,4,4,0
"87",107,105,2,28,27,1,8,8,0
"88",54,54,0,83,82,1,167,162,5
"89",81,77,4,1,1,0,73,71,2
"90",1,0,1,16,16,0,4,4,0
"91",140,133,7,1,1,0,18,15,3
"92",0,0,0,25,24,1,64,60,4
"93",111,106,5,0,0,0,10,10,0
"94",0,0,0,0,0,0,7,7,0
"95",48,46,2,0,0,0,0,0,0
"96",52,49,3,40,40,0,113,110,3
"97",47,47,0,47,46,1,204,199,5
"98",58,55,3,0,0,0,71,68,3
"99",88,87,1,62,60,2,126,123,3
"100",28,27,1,26,26,0,145,143,2
"101",92,86,6,0,0,0,1,1,0
"102",185,178,7,46,46,0,85,83,2
"103",72,70,2,0,0,0,170,163,7
"104",0,0,0,7,7,0,168,164,4
"105",23,23,0,0,0,0,305,294,11
"106",159,154,5,16,16,0,70,66,4
"107",84,83,1,46,46,0,34,31,3
"108",151,145,6,62,62,0,81,78,3
"109",96,93,3,60,60,0,16,15,1
"110",20,20,0,56,56,0,90,87,3
"111",0,0,0,0,0,0,14,14,0
"112",156,153,3,0,0,0,112,106,6
"113",75,75,0,270,181,89,15,15,0
"114",105,102,3,0,0,0,15,15,0
"115",74,74,0,47,47,0,57,57,0
"116",4,4,0,29,29,0,160,155,5
"117",137,136,1,97,96,1,197,190,7
"118",2,2,0,1,1,0,190,180,10
"119",32,32,0,38,37,1,137,137,0
"120",13,13,0,8,8,0,25,25,0
"121",22,20,2,0,0,0,51,50,1
"122",19,19,0,6,6,0,82,80,2
"123",73,72,1,50,48,2,94,94,0
"124",226,225,1,20,20,0,15,15,0
"125",64,62,2,1,1,0,64,62,2
"126",161,157,4,28,28,0,180,177,3
"127",28,28,0,11,10,1,0,0,0
"128",49,49,0,13,13,0,117,114,3
"129",207,198,9,117,112,5,13,12,1
