"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",51,49,2,0,0,0,7,7,0
"2",71,68,3,0,0,0,0,0,0
"3",1,1,0,0,0,0,120,114,6
"4",15,15,0,0,0,0,47,46,1
"5",573,406,167,0,0,0,0,0,0
"6",9,9,0,0,0,0,23,22,1
"7",44,43,1,2,2,0,27,27,0
"8",22,21,1,0,0,0,0,0,0
"9",20,20,0,0,0,0,132,129,3
"10",128,126,2,0,0,0,37,35,2
"11",7,7,0,0,0,0,32,31,1
"12",70,64,6,2,2,0,16,15,1
"13",9,9,0,0,0,0,47,45,2
"14",81,77,4,0,0,0,0,0,0
"15",28,28,0,0,0,0,1,0,1
"16",12,12,0,0,0,0,124,121,3
"17",50,47,3,0,0,0,15,15,0
"18",33,33,0,0,0,0,3,3,0
"19",38,36,2,0,0,0,180,176,4
"20",55,53,2,0,0,0,1,1,0
"21",34,34,0,1,1,0,1,1,0
"22",177,166,11,0,0,0,0,0,0
"23",14,14,0,0,0,0,22,20,2
"24",50,49,1,0,0,0,9,9,0
"25",0,0,0,0,0,0,55,52,3
"26",0,0,0,0,0,0,18,18,0
"27",9,9,0,0,0,0,122,121,1
"28",5,5,0,0,0,0,3,3,0
"29",41,40,1,0,0,0,17,15,2
"30",54,54,0,0,0,0,0,0,0
"31",36,34,2,0,0,0,1,1,0
"32",24,24,0,3,3,0,42,41,1
"33",102,96,6,1,1,0,31,28,3
"34",34,32,2,0,0,0,68,66,2
"35",28,28,0,0,0,0,0,0,0
"36",41,37,4,0,0,0,243,232,11
"37",38,38,0,0,0,0,1,1,0
"38",67,65,2,0,0,0,3,3,0
"39",69,67,2,1,1,0,23,22,1
"40",109,101,8,0,0,0,47,47,0
"41",29,28,1,2,2,0,15,15,0
"42",7,7,0,2,2,0,0,0,0
"43",0,0,0,0,0,0,11,11,0
"44",4,4,0,0,0,0,8,8,0
"45",34,31,3,0,0,0,22,21,1
"46",0,0,0,0,0,0,0,0,0
"47",94,91,3,0,0,0,4,4,0
"48",14,14,0,0,0,0,66,64,2
"49",14,14,0,0,0,0,17,16,1
"50",32,30,2,0,0,0,127,126,1
"51",123,120,3,0,0,0,16,16,0
"52",15,15,0,0,0,0,73,71,2
"53",43,42,1,1,1,0,10,10,0
"54",0,0,0,0,0,0,0,0,0
"55",32,31,1,1,1,0,71,70,1
"56",39,39,0,0,0,0,95,94,1
"57",38,38,0,2,2,0,9,9,0
"58",8,8,0,0,0,0,53,49,4
"59",62,60,2,0,0,0,46,46,0
"60",40,40,0,0,0,0,153,148,5
"61",123,116,7,0,0,0,1,1,0
"62",33,33,0,5,5,0,3,3,0
"63",3,3,0,1,1,0,3,3,0
"64",32,32,0,0,0,0,74,74,0
"65",3,3,0,0,0,0,45,45,0
"66",234,225,9,0,0,0,26,25,1
"67",59,57,2,0,0,0,14,14,0
"68",40,40,0,5,4,1,110,101,9
"69",23,23,0,0,0,0,62,56,6
"70",14,14,0,2,2,0,34,34,0
"71",20,20,0,0,0,0,32,31,1
"72",42,42,0,0,0,0,29,29,0
"73",27,27,0,1,1,0,11,11,0
"74",14,14,0,1,1,0,17,15,2
"75",132,128,4,0,0,0,0,0,0
"76",4,4,0,1,1,0,4,4,0
"77",100,98,2,0,0,0,28,28,0
"78",3,3,0,0,0,0,122,121,1
"79",43,42,1,0,0,0,4,4,0
"80",15,15,0,0,0,0,5,5,0
"81",82,78,4,0,0,0,7,7,0
"82",14,14,0,0,0,0,8,8,0
"83",124,121,3,0,0,0,43,42,1
"84",21,21,0,13,13,0,77,73,4
"85",79,77,2,5,5,0,163,156,7
"86",129,128,1,5,5,0,1,1,0
"87",2,2,0,0,0,0,0,0,0
"88",47,47,0,0,0,0,23,22,1
"89",42,42,0,0,0,0,86,82,4
"90",248,230,18,0,0,0,0,0,0
"91",101,94,7,0,0,0,43,42,1
"92",12,12,0,0,0,0,38,38,0
"93",57,57,0,0,0,0,0,0,0
"94",8,8,0,0,0,0,12,12,0
"95",18,18,0,0,0,0,17,17,0
"96",24,23,1,3,2,1,66,65,1
"97",60,59,1,0,0,0,10,10,0
"98",6,6,0,0,0,0,26,24,2
"99",52,52,0,0,0,0,78,77,1
"100",28,27,1,0,0,0,88,86,2
"101",89,87,2,0,0,0,133,129,4
"102",107,103,4,0,0,0,11,11,0
"103",97,95,2,0,0,0,121,119,2
"104",24,24,0,0,0,0,19,19,0
"105",1,1,0,0,0,0,185,177,8
"106",135,122,13,0,0,0,57,56,1
"107",127,125,2,1,1,0,12,12,0
"108",181,174,7,0,0,0,21,21,0
"109",214,198,16,0,0,0,19,17,2
"110",18,18,0,1,1,0,56,54,2
"111",29,29,0,0,0,0,51,51,0
"112",63,62,1,0,0,0,6,6,0
"113",54,52,2,0,0,0,0,0,0
"114",56,54,2,0,0,0,0,0,0
"115",8,8,0,0,0,0,1,0,1
"116",11,11,0,0,0,0,5,5,0
"117",206,192,14,20,20,0,91,84,7
"118",2,2,0,0,0,0,4,4,0
"119",17,17,0,0,0,0,1,1,0
"120",9,9,0,1,1,0,3,3,0
"121",8,8,0,0,0,0,194,190,4
"122",22,22,0,1,1,0,30,30,0
"123",21,20,1,0,0,0,33,32,1
"124",121,117,4,0,0,0,9,9,0
"125",11,11,0,0,0,0,143,139,4
"126",150,145,5,1,1,0,8,8,0
"127",17,17,0,0,0,0,1,1,0
"128",3,3,0,0,0,0,34,34,0
"129",117,112,5,0,0,0,0,0,0
"130",65,62,3,0,0,0,0,0,0
"131",24,23,1,0,0,0,10,8,2
"132",68,64,4,0,0,0,38,38,0
"133",5,5,0,0,0,0,82,81,1
"134",151,136,15,0,0,0,22,20,2
"135",149,139,10,0,0,0,0,0,0
"136",73,68,5,0,0,0,0,0,0
"137",22,22,0,0,0,0,31,31,0
"138",122,119,3,0,0,0,5,5,0
"139",17,17,0,2,2,0,40,38,2
"140",63,61,2,0,0,0,49,49,0
"141",11,9,2,0,0,0,99,96,3
"142",0,0,0,0,0,0,84,81,3
"143",14,14,0,11,11,0,5,4,1
"144",140,125,15,0,0,0,3,3,0
"145",38,37,1,90,85,5,20,19,1
"146",21,21,0,0,0,0,38,37,1
"147",20,20,0,0,0,0,0,0,0
"148",12,12,0,5,5,0,87,84,3
"149",61,60,1,0,0,0,33,30,3
"150",24,24,0,0,0,0,44,40,4
"151",5,5,0,0,0,0,39,38,1
"152",2,2,0,0,0,0,45,43,2
"153",20,20,0,0,0,0,26,25,1
"154",22,20,2,0,0,0,6,6,0
"155",158,145,13,0,0,0,0,0,0
"156",23,22,1,0,0,0,0,0,0
"157",15,15,0,0,0,0,2,2,0
"158",16,16,0,0,0,0,3,3,0
"159",39,39,0,0,0,0,0,0,0
"160",27,27,0,1,1,0,0,0,0
"161",43,43,0,0,0,0,38,36,2
"162",6,6,0,0,0,0,12,12,0
"163",1,1,0,1,1,0,5,5,0
"164",0,0,0,0,0,0,60,58,2
"165",6,6,0,0,0,0,0,0,0
"166",157,151,6,2,2,0,10,10,0
"167",10,10,0,0,0,0,3,3,0
"168",59,57,2,0,0,0,10,10,0
"169",23,22,1,1,1,0,1,1,0
"170",30,28,2,6,6,0,2,2,0
"171",38,38,0,0,0,0,3,3,0
