"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",1,1,0,0,0,0,65,62,3
"2",0,0,0,1,1,0,150,148,2
"3",0,0,0,30,30,0,23,23,0
"4",1,1,0,0,0,0,6,6,0
"5",4,4,0,0,0,0,78,77,1
"6",3,3,0,0,0,0,61,61,0
"7",0,0,0,0,0,0,43,43,0
"8",1,1,0,0,0,0,111,107,4
"9",0,0,0,21,21,0,42,41,1
"10",30,30,0,7,7,0,115,114,1
"11",0,0,0,0,0,0,26,26,0
"12",0,0,0,0,0,0,110,108,2
"13",0,0,0,0,0,0,152,149,3
"14",0,0,0,4,4,0,120,114,6
"15",0,0,0,12,12,0,197,192,5
"16",24,23,1,1,1,0,72,69,3
"17",4,4,0,0,0,0,156,155,1
"18",2,2,0,0,0,0,23,22,1
"19",0,0,0,8,8,0,91,90,1
"20",0,0,0,0,0,0,30,29,1
"21",2,2,0,8,8,0,157,156,1
"22",6,6,0,0,0,0,53,52,1
"23",1,1,0,62,61,1,164,163,1
"24",0,0,0,0,0,0,26,25,1
"25",0,0,0,0,0,0,125,124,1
"26",1,1,0,39,39,0,63,63,0
"27",0,0,0,0,0,0,8,8,0
"28",153,149,4,3,3,0,228,226,2
"29",0,0,0,2,2,0,88,87,1
"30",0,0,0,0,0,0,23,23,0
"31",5,5,0,0,0,0,111,108,3
"32",0,0,0,0,0,0,158,156,2
"33",2,2,0,0,0,0,121,118,3
"34",1,1,0,0,0,0,130,129,1
"35",0,0,0,0,0,0,13,13,0
"36",3,3,0,0,0,0,4,4,0
"37",0,0,0,0,0,0,120,120,0
"38",0,0,0,0,0,0,22,22,0
"39",13,13,0,8,8,0,153,153,0
"40",17,17,0,0,0,0,39,38,1
"41",0,0,0,0,0,0,29,28,1
"42",4,4,0,12,12,0,64,61,3
"43",3,3,0,0,0,0,82,81,1
"44",0,0,0,0,0,0,8,7,1
"45",0,0,0,0,0,0,27,27,0
"46",0,0,0,0,0,0,138,134,4
"47",0,0,0,0,0,0,22,22,0
"48",0,0,0,2,2,0,69,67,2
"49",0,0,0,0,0,0,27,25,2
"50",0,0,0,0,0,0,21,20,1
"51",0,0,0,5,5,0,57,57,0
"52",0,0,0,10,10,0,124,124,0
"53",1,1,0,0,0,0,144,141,3
"54",0,0,0,0,0,0,152,149,3
"55",10,10,0,0,0,0,108,104,4
"56",1,1,0,44,44,0,87,87,0
"57",0,0,0,0,0,0,19,19,0
"58",0,0,0,0,0,0,83,81,2
"59",1,1,0,0,0,0,50,49,1
"60",0,0,0,0,0,0,142,141,1
"61",0,0,0,0,0,0,213,208,5
"62",0,0,0,0,0,0,8,8,0
"63",0,0,0,0,0,0,49,49,0
"64",1,1,0,22,22,0,49,49,0
"65",0,0,0,0,0,0,60,59,1
"66",0,0,0,0,0,0,118,115,3
"67",0,0,0,0,0,0,93,92,1
"68",82,78,4,11,11,0,119,116,3
"69",4,3,1,11,11,0,202,194,8
"70",0,0,0,1,0,1,55,54,1
"71",0,0,0,0,0,0,38,36,2
"72",0,0,0,0,0,0,0,0,0
"73",1,1,0,0,0,0,37,37,0
"74",0,0,0,0,0,0,87,86,1
"75",5,5,0,7,7,0,38,38,0
"76",7,7,0,71,71,0,153,151,2
"77",3,3,0,47,47,0,130,128,2
"78",0,0,0,21,20,1,4,4,0
"79",0,0,0,0,0,0,5,5,0
"80",14,14,0,0,0,0,23,23,0
"81",2,2,0,0,0,0,161,159,2
"82",0,0,0,23,22,1,146,144,2
"83",6,6,0,40,38,2,191,191,0
"84",4,4,0,0,0,0,233,226,7
"85",1,1,0,32,32,0,188,185,3
"86",3,3,0,0,0,0,122,121,1
"87",1,1,0,4,4,0,70,69,1
"88",3,3,0,2,2,0,57,55,2
"89",0,0,0,0,0,0,66,65,1
"90",40,40,0,0,0,0,98,97,1
"91",0,0,0,0,0,0,56,56,0
"92",19,19,0,0,0,0,82,79,3
"93",0,0,0,0,0,0,1,1,0
"94",1,1,0,0,0,0,80,80,0
"95",0,0,0,0,0,0,74,72,2
"96",0,0,0,17,17,0,163,158,5
"97",0,0,0,37,37,0,161,157,4
"98",0,0,0,0,0,0,147,139,8
"99",0,0,0,1,1,0,60,57,3
"100",1,1,0,0,0,0,70,69,1
"101",2,2,0,16,16,0,0,0,0
"102",2,2,0,3,3,0,68,68,0
"103",0,0,0,37,37,0,15,15,0
"104",0,0,0,0,0,0,25,24,1
"105",2,2,0,20,20,0,49,48,1
"106",0,0,0,0,0,0,67,64,3
"107",2,2,0,21,21,0,103,103,0
"108",10,9,1,0,0,0,60,59,1
"109",0,0,0,17,17,0,67,66,1
"110",54,53,1,0,0,0,138,134,4
"111",0,0,0,0,0,0,0,0,0
"112",93,91,2,2,2,0,202,201,1
"113",1,1,0,0,0,0,56,54,2
"114",0,0,0,27,27,0,157,154,3
"115",0,0,0,0,0,0,101,101,0
"116",2,1,1,0,0,0,1,1,0
"117",0,0,0,0,0,0,6,6,0
"118",5,5,0,0,0,0,88,87,1
"119",1,1,0,0,0,0,129,127,2
"120",0,0,0,0,0,0,15,15,0
"121",6,6,0,0,0,0,53,52,1
"122",4,4,0,0,0,0,29,27,2
"123",0,0,0,0,0,0,84,84,0
"124",0,0,0,0,0,0,34,34,0
"125",12,12,0,0,0,0,37,37,0
"126",82,79,3,0,0,0,93,89,4
"127",7,7,0,0,0,0,130,123,7
"128",0,0,0,0,0,0,144,144,0
"129",0,0,0,1,1,0,40,39,1
"130",0,0,0,0,0,0,33,32,1
"131",0,0,0,0,0,0,87,84,3
"132",2,2,0,11,11,0,137,137,0
"133",0,0,0,0,0,0,52,52,0
"134",0,0,0,0,0,0,88,87,1
"135",1,1,0,0,0,0,55,53,2
"136",4,4,0,0,0,0,216,214,2
"137",0,0,0,0,0,0,261,257,4
"138",3,3,0,0,0,0,109,109,0
"139",0,0,0,0,0,0,177,175,2
"140",1,1,0,0,0,0,94,91,3
"141",3,3,0,0,0,0,141,136,5
"142",2,2,0,0,0,0,20,20,0
"143",0,0,0,0,0,0,68,68,0
"144",0,0,0,0,0,0,15,15,0
"145",0,0,0,9,9,0,121,121,0
"146",0,0,0,0,0,0,72,72,0
"147",0,0,0,0,0,0,13,13,0
"148",3,3,0,0,0,0,36,34,2
"149",0,0,0,0,0,0,4,4,0
"150",0,0,0,0,0,0,112,107,5
"151",78,77,1,31,31,0,200,200,0
"152",1,1,0,1,1,0,148,145,3
"153",0,0,0,12,12,0,105,105,0
"154",3,3,0,0,0,0,83,82,1
"155",0,0,0,0,0,0,204,203,1
"156",14,14,0,0,0,0,132,128,4
"157",1,1,0,0,0,0,163,158,5
"158",0,0,0,0,0,0,40,39,1
"159",0,0,0,0,0,0,44,43,1
"160",0,0,0,0,0,0,75,74,1
"161",0,0,0,0,0,0,87,85,2
"162",0,0,0,4,4,0,72,72,0
"163",4,4,0,16,16,0,61,59,2
"164",0,0,0,18,18,0,23,23,0
"165",0,0,0,0,0,0,131,127,4
"166",0,0,0,0,0,0,79,79,0
"167",0,0,0,1,1,0,35,34,1
"168",0,0,0,0,0,0,202,197,5
"169",2,2,0,0,0,0,71,70,1
"170",0,0,0,0,0,0,37,37,0
"171",0,0,0,0,0,0,6,6,0
"172",1,1,0,0,0,0,55,54,1
"173",0,0,0,2,2,0,111,110,1
"174",0,0,0,2,2,0,36,36,0
"175",10,10,0,0,0,0,129,125,4
"176",0,0,0,0,0,0,43,41,2
"177",0,0,0,0,0,0,90,90,0
"178",0,0,0,0,0,0,90,88,2
"179",3,3,0,22,22,0,106,106,0
"180",6,6,0,3,3,0,118,116,2
"181",0,0,0,0,0,0,15,14,1
"182",0,0,0,0,0,0,144,139,5
"183",2,1,1,1,1,0,91,87,4
"184",0,0,0,0,0,0,163,162,1
"185",1,1,0,51,50,1,96,93,3
"186",0,0,0,11,11,0,95,95,0
"187",0,0,0,0,0,0,116,80,36
"188",0,0,0,0,0,0,107,106,1
"189",18,17,1,1,1,0,76,74,2
"190",0,0,0,0,0,0,113,111,2
"191",1,1,0,5,5,0,161,159,2
"192",0,0,0,0,0,0,141,139,2
"193",0,0,0,0,0,0,51,50,1
"194",3,3,0,0,0,0,130,127,3
"195",0,0,0,0,0,0,207,203,4
"196",4,4,0,48,48,0,81,80,1
"197",0,0,0,1,1,0,148,145,3
"198",0,0,0,0,0,0,2,2,0
"199",0,0,0,0,0,0,78,77,1
"200",0,0,0,18,16,2,56,53,3
"201",0,0,0,0,0,0,53,52,1
"202",6,6,0,1,1,0,130,124,6
"203",12,12,0,1,1,0,4,4,0
"204",0,0,0,0,0,0,98,98,0
"205",0,0,0,1,1,0,50,49,1
"206",0,0,0,0,0,0,58,54,4
"207",4,4,0,0,0,0,22,21,1
"208",11,10,1,37,37,0,4,4,0
"209",2,2,0,0,0,0,0,0,0
"210",2,2,0,0,0,0,104,103,1
"211",0,0,0,0,0,0,121,118,3
"212",0,0,0,0,0,0,22,22,0
"213",3,3,0,1,1,0,41,39,2
"214",0,0,0,0,0,0,61,60,1
"215",12,12,0,0,0,0,146,144,2
"216",6,5,1,12,12,0,33,33,0
"217",19,19,0,3,3,0,144,143,1
"218",22,21,1,1,1,0,45,45,0
"219",3,3,0,30,30,0,107,105,2
"220",0,0,0,0,0,0,120,119,1
"221",0,0,0,0,0,0,121,117,4
"222",11,11,0,0,0,0,38,37,1
"223",7,7,0,1,1,0,77,75,2
"224",7,6,1,14,14,0,37,36,1
"225",0,0,0,0,0,0,11,11,0
"226",1,1,0,14,14,0,76,76,0
"227",0,0,0,2,2,0,46,46,0
"228",0,0,0,0,0,0,50,49,1
"229",2,2,0,0,0,0,89,89,0
"230",0,0,0,0,0,0,39,38,1
"231",0,0,0,0,0,0,123,120,3
"232",0,0,0,11,11,0,56,54,2
"233",16,15,1,0,0,0,11,10,1
"234",0,0,0,0,0,0,163,162,1
"235",0,0,0,3,3,0,19,18,1
"236",34,34,0,0,0,0,137,134,3
"237",0,0,0,0,0,0,52,50,2
"238",1,1,0,1,1,0,119,119,0
"239",0,0,0,6,6,0,136,136,0
"240",0,0,0,0,0,0,78,74,4
"241",0,0,0,0,0,0,55,55,0
"242",9,8,1,0,0,0,75,74,1
"243",1,1,0,0,0,0,50,48,2
"244",10,10,0,0,0,0,129,125,4
"245",0,0,0,0,0,0,74,71,3
"246",0,0,0,0,0,0,83,80,3
"247",1,1,0,0,0,0,40,39,1
"248",1,1,0,0,0,0,82,82,0
"249",0,0,0,0,0,0,22,21,1
"250",3,3,0,0,0,0,12,12,0
"251",0,0,0,0,0,0,1,1,0
"252",0,0,0,0,0,0,24,24,0
"253",4,4,0,2,2,0,93,93,0
"254",7,7,0,42,42,0,129,127,2
