"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",7,7,0,0,0,0,75,75,0
"2",0,0,0,0,0,0,74,73,1
"3",0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,18,18,0
"5",4,3,1,1,1,0,50,50,0
"6",8,8,0,0,0,0,54,51,3
"7",0,0,0,0,0,0,25,24,1
"8",1,0,1,0,0,0,0,0,0
"9",3,2,1,20,20,0,35,35,0
"10",2,2,0,44,44,0,69,68,1
"11",0,0,0,0,0,0,9,9,0
"12",0,0,0,0,0,0,3,3,0
"13",1,1,0,7,7,0,69,69,0
"14",0,0,0,0,0,0,81,80,1
"15",1,1,0,0,0,0,36,33,3
"16",0,0,0,0,0,0,1,1,0
"17",0,0,0,0,0,0,39,39,0
"18",0,0,0,0,0,0,25,24,1
"19",1,1,0,0,0,0,81,80,1
"20",0,0,0,0,0,0,29,29,0
"21",16,15,1,0,0,0,82,79,3
"22",0,0,0,1,0,1,67,63,4
"23",0,0,0,0,0,0,26,24,2
"24",0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0
"26",0,0,0,16,16,0,49,48,1
"27",0,0,0,0,0,0,0,0,0
"28",1,1,0,27,27,0,70,68,2
"29",1,1,0,0,0,0,70,69,1
"30",0,0,0,0,0,0,0,0,0
"31",4,4,0,0,0,0,62,61,1
"32",0,0,0,0,0,0,49,49,0
"33",25,24,1,23,23,0,84,84,0
"34",0,0,0,0,0,0,21,21,0
"35",0,0,0,0,0,0,0,0,0
"36",24,24,0,0,0,0,36,36,0
"37",0,0,0,0,0,0,62,62,0
"38",0,0,0,0,0,0,0,0,0
"39",0,0,0,10,9,1,69,69,0
"40",0,0,0,0,0,0,45,45,0
"41",0,0,0,0,0,0,29,27,2
"42",10,9,1,3,3,0,25,25,0
"43",4,4,0,0,0,0,56,53,3
"44",0,0,0,0,0,0,9,9,0
"45",0,0,0,0,0,0,66,64,2
"46",0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,36,36,0
"48",1,1,0,0,0,0,11,10,1
"49",12,12,0,0,0,0,11,11,0
"50",17,15,2,1,1,0,33,33,0
"51",0,0,0,0,0,0,27,27,0
"52",0,0,0,0,0,0,0,0,0
"53",0,0,0,22,22,0,13,13,0
"54",0,0,0,0,0,0,54,53,1
"55",7,7,0,6,6,0,54,54,0
"56",1,0,1,0,0,0,41,41,0
"57",0,0,0,0,0,0,4,3,1
"58",3,3,0,0,0,0,42,40,2
"59",0,0,0,0,0,0,3,3,0
"60",3,3,0,6,6,0,85,84,1
"61",0,0,0,0,0,0,33,33,0
"62",0,0,0,0,0,0,10,9,1
"63",0,0,0,0,0,0,40,39,1
"64",0,0,0,0,0,0,24,23,1
"65",1,1,0,0,0,0,17,17,0
"66",1,1,0,2,2,0,83,77,6
"67",0,0,0,0,0,0,58,57,1
"68",0,0,0,0,0,0,10,10,0
"69",0,0,0,0,0,0,9,9,0
"70",0,0,0,0,0,0,17,17,0
"71",0,0,0,0,0,0,23,23,0
"72",5,5,0,0,0,0,2,2,0
"73",0,0,0,0,0,0,7,7,0
"74",0,0,0,0,0,0,51,50,1
"75",13,13,0,0,0,0,21,21,0
"76",0,0,0,0,0,0,30,30,0
"77",4,3,1,20,20,0,54,54,0
"78",0,0,0,0,0,0,14,14,0
"79",0,0,0,0,0,0,32,32,0
"80",5,5,0,18,18,0,30,30,0
"81",0,0,0,0,0,0,68,66,2
"82",7,7,0,0,0,0,23,23,0
"83",1,1,0,11,11,0,60,59,1
"84",6,5,1,0,0,0,45,45,0
"85",4,4,0,2,2,0,58,57,1
"86",2,2,0,5,5,0,57,56,1
"87",0,0,0,26,25,1,68,62,6
