"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",1,1,0,0,0,0,49,46,3
"2",5,5,0,0,0,0,4,4,0
"3",0,0,0,0,0,0,17,17,0
"4",0,0,0,0,0,0,0,0,0
"5",1,1,0,0,0,0,13,12,1
"6",1,1,0,0,0,0,12,12,0
"7",0,0,0,0,0,0,32,32,0
"8",0,0,0,0,0,0,37,35,2
"9",15,14,1,0,0,0,2,2,0
"10",4,4,0,0,0,0,32,31,1
"11",0,0,0,0,0,0,9,9,0
"12",6,6,0,2,2,0,75,74,1
"13",0,0,0,0,0,0,55,53,2
"14",0,0,0,0,0,0,14,13,1
"15",0,0,0,0,0,0,4,4,0
"16",0,0,0,1,1,0,107,104,3
"17",0,0,0,0,0,0,6,6,0
"18",0,0,0,0,0,0,18,18,0
"19",0,0,0,0,0,0,88,85,3
"20",1,1,0,5,5,0,6,5,1
"21",2,2,0,0,0,0,1,1,0
"22",8,8,0,0,0,0,60,59,1
"23",0,0,0,0,0,0,14,13,1
"24",0,0,0,0,0,0,35,33,2
"25",1,1,0,0,0,0,74,72,2
"26",0,0,0,1,1,0,28,28,0
"27",1,1,0,0,0,0,20,20,0
"28",0,0,0,0,0,0,84,82,2
"29",0,0,0,0,0,0,39,39,0
"30",0,0,0,0,0,0,98,95,3
"31",0,0,0,0,0,0,13,12,1
"32",0,0,0,0,0,0,6,6,0
"33",0,0,0,0,0,0,11,11,0
"34",0,0,0,0,0,0,11,11,0
"35",0,0,0,0,0,0,8,8,0
"36",1,1,0,0,0,0,67,61,6
"37",0,0,0,0,0,0,3,3,0
"38",0,0,0,0,0,0,53,52,1
"39",3,3,0,0,0,0,5,5,0
"40",0,0,0,1,1,0,19,19,0
"41",2,2,0,0,0,0,13,13,0
"42",0,0,0,0,0,0,27,27,0
"43",0,0,0,0,0,0,19,19,0
"44",0,0,0,2,2,0,0,0,0
"45",0,0,0,0,0,0,0,0,0
"46",1,1,0,0,0,0,0,0,0
"47",2,2,0,0,0,0,9,9,0
"48",0,0,0,0,0,0,15,15,0
"49",4,4,0,1,1,0,109,108,1
"50",0,0,0,0,0,0,22,22,0
"51",8,8,0,2,2,0,6,6,0
"52",0,0,0,0,0,0,0,0,0
"53",3,3,0,0,0,0,6,6,0
"54",0,0,0,0,0,0,8,8,0
"55",0,0,0,0,0,0,0,0,0
"56",0,0,0,0,0,0,47,46,1
"57",5,5,0,1,1,0,85,83,2
"58",2,2,0,0,0,0,47,47,0
"59",8,8,0,0,0,0,6,6,0
"60",0,0,0,1,1,0,21,21,0
"61",4,4,0,0,0,0,38,38,0
"62",1,1,0,0,0,0,70,67,3
"63",0,0,0,0,0,0,27,27,0
"64",0,0,0,0,0,0,42,42,0
"65",4,4,0,2,2,0,11,11,0
"66",3,3,0,0,0,0,59,58,1
"67",6,6,0,0,0,0,0,0,0
"68",2,2,0,1,1,0,36,36,0
"69",5,5,0,2,2,0,45,44,1
"70",0,0,0,0,0,0,0,0,0
