"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",0,0,0,0,0,0,2,2,0
"2",0,0,0,0,0,0,0,0,0
"3",1,1,0,0,0,0,7,7,0
"4",0,0,0,0,0,0,12,12,0
"5",1,1,0,1,1,0,7,6,1
"6",4,4,0,0,0,0,0,0,0
"7",2,2,0,0,0,0,0,0,0
"8",4,4,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,15,14,1
"10",10,10,0,0,0,0,3,3,0
"11",0,0,0,0,0,0,2,1,1
"12",0,0,0,0,0,0,0,0,0
"13",2,1,1,0,0,0,0,0,0
"14",2,2,0,0,0,0,0,0,0
"15",13,13,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,1,1,0
"18",0,0,0,1,1,0,0,0,0
"19",5,5,0,0,0,0,10,9,1
"20",3,3,0,0,0,0,0,0,0
"21",3,3,0,0,0,0,0,0,0
"22",8,8,0,0,0,0,5,5,0
"23",0,0,0,0,0,0,2,1,1
"24",1,1,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,6,6,0
"27",0,0,0,0,0,0,0,0,0
"28",3,3,0,0,0,0,3,3,0
"29",0,0,0,0,0,0,0,0,0
"30",3,3,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,2,2,0
"32",0,0,0,0,0,0,1,1,0
"33",1,1,0,0,0,0,0,0,0
"34",4,4,0,0,0,0,0,0,0
"35",3,3,0,0,0,0,3,2,1
"36",4,4,0,0,0,0,0,0,0
"37",3,3,0,1,1,0,0,0,0
"38",1,1,0,0,0,0,0,0,0
"39",2,2,0,0,0,0,7,6,1
"40",0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,2,2,0
"42",3,3,0,0,0,0,0,0,0
"43",2,2,0,0,0,0,0,0,0
"44",1,1,0,0,0,0,1,1,0
"45",4,4,0,0,0,0,3,3,0
"46",0,0,0,0,0,0,0,0,0
"47",3,2,1,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0
"49",5,5,0,0,0,0,0,0,0
"50",1,1,0,0,0,0,0,0,0
"51",1,1,0,0,0,0,2,2,0
"52",0,0,0,0,0,0,1,1,0
"53",5,5,0,0,0,0,1,1,0
"54",3,3,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,5,5,0
"56",0,0,0,0,0,0,8,7,1
"57",3,3,0,0,0,0,6,6,0
"58",0,0,0,0,0,0,1,1,0
"59",1,1,0,0,0,0,0,0,0
"60",1,1,0,0,0,0,0,0,0
"61",1,1,0,0,0,0,0,0,0
"62",5,5,0,0,0,0,0,0,0
"63",1,1,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,4,4,0
"66",19,18,1,0,0,0,0,0,0
"67",9,9,0,1,1,0,0,0,0
"68",0,0,0,0,0,0,0,0,0
"69",0,0,0,3,2,1,1,1,0
"70",0,0,0,0,0,0,0,0,0
"71",2,2,0,0,0,0,0,0,0
"72",7,7,0,0,0,0,10,10,0
"73",0,0,0,0,0,0,0,0,0
"74",2,2,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,1,1,0
"76",0,0,0,0,0,0,2,2,0
"77",0,0,0,0,0,0,0,0,0
"78",1,1,0,0,0,0,13,13,0
"79",1,1,0,0,0,0,0,0,0
"80",1,1,0,0,0,0,1,1,0
"81",3,3,0,0,0,0,2,2,0
"82",0,0,0,0,0,0,0,0,0
"83",5,5,0,0,0,0,2,2,0
"84",7,7,0,0,0,0,0,0,0
"85",3,3,0,1,1,0,0,0,0
"86",4,4,0,0,0,0,6,5,1
"87",5,4,1,3,3,0,0,0,0
"88",2,2,0,0,0,0,5,5,0
"89",1,1,0,0,0,0,7,7,0
"90",2,2,0,0,0,0,0,0,0
"91",7,7,0,0,0,0,2,2,0
"92",2,2,0,0,0,0,1,1,0
"93",2,2,0,0,0,0,0,0,0
"94",1,1,0,0,0,0,0,0,0
"95",1,1,0,0,0,0,6,6,0
"96",1,1,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0
"98",1,1,0,0,0,0,1,1,0
"99",1,1,0,3,2,1,1,1,0
"100",0,0,0,0,0,0,7,7,0
"101",0,0,0,0,0,0,6,6,0
"102",0,0,0,0,0,0,1,1,0
"103",3,3,0,0,0,0,0,0,0
"104",4,4,0,0,0,0,0,0,0
"105",0,0,0,0,0,0,5,4,1
"106",2,2,0,0,0,0,0,0,0
"107",10,9,1,0,0,0,0,0,0
"108",7,7,0,0,0,0,0,0,0
"109",5,5,0,0,0,0,0,0,0
"110",2,2,0,0,0,0,0,0,0
"111",0,0,0,0,0,0,2,2,0
"112",4,3,1,0,0,0,0,0,0
"113",6,6,0,0,0,0,0,0,0
"114",4,3,1,0,0,0,0,0,0
"115",1,1,0,0,0,0,0,0,0
"116",0,0,0,0,0,0,0,0,0
"117",6,6,0,0,0,0,0,0,0
"118",0,0,0,0,0,0,0,0,0
"119",3,3,0,0,0,0,0,0,0
"120",0,0,0,0,0,0,1,1,0
"121",2,2,0,0,0,0,9,8,1
"122",0,0,0,0,0,0,0,0,0
"123",2,2,0,1,0,1,0,0,0
"124",4,4,0,0,0,0,0,0,0
"125",0,0,0,0,0,0,0,0,0
"126",10,10,0,0,0,0,0,0,0
"127",3,3,0,0,0,0,0,0,0
"128",0,0,0,0,0,0,0,0,0
"129",1,1,0,0,0,0,0,0,0
"130",3,3,0,1,0,1,1,1,0
"131",1,1,0,0,0,0,2,2,0
"132",3,3,0,0,0,0,0,0,0
"133",0,0,0,0,0,0,0,0,0
"134",4,4,0,0,0,0,0,0,0
"135",0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0
"137",0,0,0,0,0,0,0,0,0
"138",0,0,0,0,0,0,0,0,0
"139",0,0,0,0,0,0,1,0,1
