"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",0,0,0,4,4,0,11,10,1
"2",4,4,0,0,0,0,3,3,0
"3",0,0,0,0,0,0,26,25,1
"4",5,4,1,3,3,0,5,4,1
"5",3,3,0,0,0,0,24,23,1
"6",7,7,0,15,15,0,16,15,1
"7",0,0,0,0,0,0,47,46,1
"8",1,1,0,0,0,0,23,22,1
"9",12,11,1,0,0,0,0,0,0
"10",1,1,0,0,0,0,13,13,0
"11",0,0,0,8,7,1,63,62,1
"12",5,5,0,0,0,0,1,1,0
"13",0,0,0,1,1,0,40,39,1
"14",10,10,0,2,2,0,22,22,0
"15",0,0,0,0,0,0,24,24,0
"16",3,3,0,19,19,0,45,43,2
"17",1,1,0,0,0,0,11,11,0
"18",5,5,0,0,0,0,3,3,0
"19",0,0,0,0,0,0,29,27,2
"20",2,2,0,12,12,0,22,19,3
"21",1,1,0,0,0,0,12,12,0
"22",16,15,1,35,34,1,28,28,0
"23",0,0,0,0,0,0,30,29,1
"24",17,16,1,0,0,0,46,43,3
"25",4,4,0,3,3,0,41,40,1
"26",0,0,0,0,0,0,35,35,0
"27",0,0,0,0,0,0,37,36,1
"28",0,0,0,0,0,0,59,58,1
"29",2,2,0,0,0,0,27,25,2
"30",2,2,0,25,24,1,68,66,2
"31",1,1,0,2,2,0,22,20,2
"32",0,0,0,0,0,0,18,17,1
"33",0,0,0,0,0,0,18,17,1
"34",10,9,1,18,18,0,39,39,0
"35",0,0,0,0,0,0,28,28,0
"36",1,1,0,0,0,0,19,19,0
"37",0,0,0,0,0,0,19,19,0
"38",0,0,0,0,0,0,34,34,0
"39",12,12,0,23,22,1,20,20,0
"40",6,6,0,1,1,0,8,8,0
"41",5,4,1,1,1,0,16,16,0
"42",0,0,0,0,0,0,9,9,0
"43",0,0,0,0,0,0,32,31,1
