"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",0,0,0,0,0,0,14,14,0
"2",1,0,1,0,0,0,5,5,0
"3",0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,15,13,2
"5",0,0,0,0,0,0,2,2,0
"6",0,0,0,0,0,0,6,6,0
"7",1,1,0,0,0,0,14,12,2
"8",0,0,0,0,0,0,1,1,0
"9",0,0,0,0,0,0,12,10,2
"10",0,0,0,2,2,0,12,11,1
"11",0,0,0,0,0,0,31,30,1
"12",0,0,0,0,0,0,0,0,0
"13",0,0,0,1,0,1,10,10,0
"14",0,0,0,0,0,0,3,3,0
"15",0,0,0,0,0,0,1,1,0
"16",0,0,0,0,0,0,24,23,1
"17",0,0,0,0,0,0,11,11,0
"18",0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,3,2,1
"20",0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,2,2,0
"22",1,1,0,0,0,0,1,1,0
"23",0,0,0,4,4,0,22,21,1
"24",3,3,0,0,0,0,2,1,1
"25",0,0,0,0,0,0,16,15,1
"26",0,0,0,1,1,0,6,6,0
"27",0,0,0,0,0,0,2,2,0
"28",0,0,0,3,3,0,20,20,0
"29",0,0,0,0,0,0,5,5,0
"30",21,21,0,6,5,1,23,23,0
"31",0,0,0,0,0,0,13,12,1
"32",0,0,0,0,0,0,1,1,0
"33",0,0,0,0,0,0,8,8,0
"34",0,0,0,0,0,0,24,24,0
"35",0,0,0,1,1,0,10,10,0
"36",0,0,0,0,0,0,17,17,0
"37",0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0
"39",3,3,0,2,2,0,7,5,2
"40",3,2,1,0,0,0,1,1,0
"41",0,0,0,0,0,0,8,8,0
"42",0,0,0,2,2,0,2,2,0
"43",0,0,0,0,0,0,26,24,2
"44",1,1,0,3,3,0,7,7,0
"45",0,0,0,0,0,0,4,4,0
"46",0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,18,18,0
