"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",51,50,1,0,0,0,24,23,1
"2",57,57,0,0,0,0,26,26,0
"3",2,2,0,0,0,0,92,89,3
"4",22,21,1,0,0,0,0,0,0
"5",59,59,0,0,0,0,24,23,1
"6",12,12,0,96,92,4,144,142,2
"7",19,19,0,0,0,0,94,94,0
"8",49,48,1,0,0,0,148,146,2
"9",74,72,2,26,25,1,7,7,0
"10",22,22,0,5,5,0,2,2,0
"11",0,0,0,0,0,0,125,125,0
"12",81,80,1,37,37,0,95,93,2
"13",14,13,1,4,4,0,8,8,0
"14",24,24,0,11,11,0,0,0,0
"15",48,47,1,1,1,0,43,42,1
"16",2,2,0,71,70,1,157,153,4
"17",5,5,0,0,0,0,70,66,4
"18",13,13,0,5,5,0,62,61,1
"19",28,27,1,4,4,0,223,215,8
"20",34,34,0,44,44,0,110,103,7
"21",48,48,0,0,0,0,47,47,0
"22",19,18,1,24,24,0,100,99,1
"23",14,13,1,2,2,0,4,4,0
"24",60,59,1,0,0,0,121,116,5
"25",0,0,0,14,14,0,147,144,3
"26",90,89,1,7,6,1,151,150,1
"27",0,0,0,0,0,0,140,135,5
"28",1,1,0,52,50,2,210,207,3
"29",15,14,1,4,4,0,105,104,1
"30",22,22,0,57,56,1,238,232,6
"31",9,9,0,19,19,0,129,126,3
"32",2,2,0,0,0,0,138,136,2
"33",12,12,0,0,0,0,4,3,1
"34",10,9,1,22,22,0,131,130,1
"35",30,30,0,8,8,0,164,162,2
"36",10,10,0,50,48,2,189,178,11
"37",18,18,0,0,0,0,10,10,0
"38",13,13,0,0,0,0,119,118,1
"39",0,0,0,1,1,0,82,81,1
"40",10,10,0,1,1,0,15,15,0
"41",46,44,2,1,1,0,76,74,2
"42",15,15,0,5,5,0,46,45,1
"43",66,66,0,2,2,0,88,87,1
"44",0,0,0,19,19,0,12,12,0
"45",13,13,0,0,0,0,6,6,0
"46",7,7,0,0,0,0,10,10,0
"47",125,124,1,1,1,0,111,108,3
"48",5,5,0,0,0,0,28,27,1
"49",1,1,0,50,47,3,178,177,1
"50",4,4,0,0,0,0,20,20,0
"51",86,85,1,91,88,3,27,26,1
"52",21,21,0,0,0,0,138,133,5
"53",55,55,0,42,42,0,75,72,3
"54",0,0,0,8,8,0,41,41,0
"55",0,0,0,4,4,0,3,3,0
"56",4,4,0,0,0,0,23,22,1
"57",51,51,0,11,11,0,190,183,7
"58",9,9,0,0,0,0,93,90,3
"59",28,26,2,0,0,0,0,0,0
"60",5,5,0,0,0,0,65,62,3
"61",137,135,2,25,25,0,200,198,2
"62",25,25,0,49,49,0,242,233,9
"63",20,19,1,4,4,0,44,44,0
"64",13,13,0,0,0,0,78,78,0
"65",41,40,1,9,9,0,15,15,0
"66",72,69,3,89,87,2,214,207,7
"67",40,40,0,34,34,0,132,130,2
"68",9,9,0,0,0,0,208,204,4
"69",56,55,1,43,42,1,207,204,3
"70",2,2,0,33,33,0,62,58,4
"71",6,6,0,20,20,0,174,171,3
"72",62,59,3,13,13,0,11,11,0
"73",20,19,1,0,0,0,62,62,0
"74",11,11,0,85,82,3,112,105,7
"75",51,50,1,65,65,0,73,70,3
"76",8,8,0,0,0,0,188,181,7
"77",118,113,5,36,36,0,171,168,3
"78",10,10,0,0,0,0,83,79,4
"79",107,101,6,15,15,0,66,62,4
"80",19,19,0,0,0,0,53,52,1
"81",50,50,0,5,5,0,109,108,1
"82",9,9,0,1,1,0,1,1,0
"83",137,132,5,0,0,0,57,55,2
"84",9,9,0,0,0,0,157,151,6
"85",10,9,1,66,62,4,61,60,1
"86",90,86,4,60,60,0,135,132,3
"87",1,1,0,0,0,0,0,0,0
"88",28,26,2,68,66,2,161,158,3
"89",99,98,1,0,0,0,44,43,1
"90",0,0,0,0,0,0,0,0,0
"91",4,4,0,11,11,0,50,48,2
"92",13,13,0,13,13,0,73,73,0
"93",53,49,4,0,0,0,20,18,2
"94",5,5,0,0,0,0,0,0,0
"95",17,17,0,0,0,0,0,0,0
"96",30,30,0,2,2,0,77,77,0
"97",46,45,1,20,18,2,199,194,5
"98",16,16,0,7,7,0,0,0,0
"99",63,62,1,18,18,0,208,199,9
"100",1,1,0,43,43,0,91,88,3
"101",2,2,0,25,24,1,161,159,2
"102",28,28,0,0,0,0,80,78,2
"103",63,62,1,2,2,0,7,7,0
"104",19,19,0,1,1,0,126,122,4
