"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",1,1,0,0,0,0,89,89,0
"2",2,2,0,0,0,0,57,57,0
"3",0,0,0,0,0,0,2,2,0
"4",0,0,0,1,1,0,24,24,0
"5",0,0,0,0,0,0,37,35,2
"6",1,1,0,7,7,0,77,74,3
"7",0,0,0,0,0,0,26,26,0
"8",0,0,0,1,1,0,23,23,0
"9",4,3,1,0,0,0,48,47,1
"10",6,6,0,8,8,0,74,73,1
"11",0,0,0,0,0,0,26,26,0
"12",0,0,0,0,0,0,28,28,0
"13",0,0,0,0,0,0,102,102,0
"14",0,0,0,0,0,0,118,118,0
"15",0,0,0,2,2,0,134,132,2
"16",0,0,0,0,0,0,12,12,0
"17",0,0,0,0,0,0,90,89,1
"18",0,0,0,0,0,0,1,1,0
"19",0,0,0,0,0,0,75,74,1
"20",0,0,0,0,0,0,0,0,0
"21",4,4,0,10,10,0,16,16,0
"22",0,0,0,4,4,0,78,78,0
"23",4,4,0,4,4,0,72,72,0
"24",0,0,0,0,0,0,18,17,1
"25",0,0,0,0,0,0,23,23,0
"26",0,0,0,2,2,0,80,74,6
"27",0,0,0,0,0,0,3,3,0
"28",4,4,0,0,0,0,147,145,2
"29",0,0,0,0,0,0,67,67,0
"30",0,0,0,0,0,0,5,5,0
"31",13,13,0,2,2,0,113,112,1
"32",1,1,0,0,0,0,91,91,0
"33",0,0,0,0,0,0,64,63,1
"34",0,0,0,0,0,0,58,58,0
"35",0,0,0,0,0,0,10,10,0
"36",4,4,0,0,0,0,1,1,0
"37",0,0,0,0,0,0,56,56,0
"38",0,0,0,0,0,0,35,35,0
"39",0,0,0,0,0,0,104,104,0
"40",0,0,0,2,2,0,48,48,0
"41",0,0,0,0,0,0,26,25,1
"42",3,2,1,0,0,0,9,9,0
"43",3,3,0,0,0,0,22,21,1
"44",0,0,0,0,0,0,12,12,0
"45",3,3,0,0,0,0,29,28,1
"46",0,0,0,0,0,0,62,60,2
"47",0,0,0,0,0,0,51,51,0
"48",3,3,0,0,0,0,28,28,0
"49",0,0,0,0,0,0,36,35,1
"50",4,4,0,1,1,0,1,1,0
"51",0,0,0,0,0,0,11,11,0
"52",0,0,0,0,0,0,0,0,0
"53",4,4,0,22,22,0,149,145,4
"54",0,0,0,0,0,0,94,91,3
"55",2,2,0,0,0,0,45,45,0
"56",4,3,1,2,2,0,104,102,2
"57",0,0,0,0,0,0,15,14,1
"58",0,0,0,0,0,0,52,52,0
"59",0,0,0,0,0,0,35,35,0
"60",0,0,0,3,3,0,116,113,3
"61",0,0,0,0,0,0,92,88,4
"62",0,0,0,0,0,0,1,1,0
"63",0,0,0,0,0,0,13,13,0
"64",0,0,0,1,0,1,0,0,0
"65",2,2,0,1,1,0,76,74,2
"66",0,0,0,0,0,0,73,72,1
"67",0,0,0,0,0,0,66,66,0
"68",0,0,0,0,0,0,82,81,1
"69",2,2,0,0,0,0,96,93,3
"70",1,1,0,0,0,0,99,98,1
"71",0,0,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,41,40,1
"74",0,0,0,0,0,0,53,51,2
"75",7,7,0,0,0,0,27,27,0
"76",0,0,0,0,0,0,39,39,0
"77",4,3,1,76,76,0,42,41,1
"78",1,1,0,0,0,0,44,44,0
"79",0,0,0,0,0,0,2,2,0
"80",12,12,0,0,0,0,101,99,2
"81",0,0,0,0,0,0,98,94,4
"82",1,1,0,0,0,0,87,87,0
"83",0,0,0,0,0,0,55,53,2
"84",3,2,1,1,1,0,15,12,3
"85",0,0,0,0,0,0,108,107,1
"86",0,0,0,0,0,0,97,95,2
"87",0,0,0,1,1,0,119,117,2
"88",2,2,0,0,0,0,25,25,0
"89",1,1,0,0,0,0,25,25,0
"90",27,27,0,0,0,0,35,35,0
"91",0,0,0,0,0,0,0,0,0
"92",0,0,0,8,8,0,72,71,1
"93",0,0,0,0,0,0,12,10,2
"94",1,1,0,0,0,0,36,34,2
"95",0,0,0,0,0,0,26,25,1
"96",0,0,0,0,0,0,106,104,2
"97",1,1,0,0,0,0,89,88,1
"98",0,0,0,0,0,0,61,60,1
"99",2,2,0,0,0,0,25,23,2
"100",0,0,0,6,6,0,20,20,0
"101",9,8,1,0,0,0,2,2,0
"102",2,2,0,2,2,0,13,13,0
"103",0,0,0,7,7,0,9,9,0
"104",1,1,0,22,21,1,44,44,0
"105",1,1,0,12,12,0,115,112,3
"106",1,1,0,0,0,0,5,5,0
"107",0,0,0,0,0,0,39,39,0
"108",0,0,0,0,0,0,1,1,0
"109",0,0,0,2,2,0,59,59,0
"110",0,0,0,4,4,0,1,1,0
"111",0,0,0,0,0,0,2,2,0
"112",6,6,0,4,4,0,115,112,3
"113",1,1,0,0,0,0,3,3,0
"114",0,0,0,10,10,0,131,127,4
"115",0,0,0,0,0,0,108,105,3
"116",1,1,0,0,0,0,3,3,0
"117",0,0,0,0,0,0,25,24,1
"118",4,3,1,1,1,0,70,70,0
"119",0,0,0,0,0,0,0,0,0
"120",0,0,0,0,0,0,3,3,0
"121",0,0,0,0,0,0,70,70,0
