"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",2,1,1,0,0,0,0,0,0
"2",13,12,1,2,2,0,0,0,0
"3",1,1,0,0,0,0,1,1,0
"4",1,1,0,0,0,0,1,1,0
"5",1,1,0,0,0,0,2,2,0
"6",11,11,0,1,1,0,4,4,0
"7",15,14,1,0,0,0,0,0,0
"8",3,3,0,0,0,0,0,0,0
"9",1,1,0,0,0,0,5,4,1
"10",15,15,0,0,0,0,2,2,0
"11",0,0,0,0,0,0,2,2,0
"12",0,0,0,1,1,0,4,3,1
"13",2,2,0,0,0,0,19,18,1
"14",0,0,0,0,0,0,0,0,0
"15",2,2,0,1,1,0,0,0,0
"16",0,0,0,0,0,0,9,7,2
"17",0,0,0,1,1,0,0,0,0
"18",0,0,0,0,0,0,1,1,0
"19",5,5,0,0,0,0,21,20,1
"20",7,6,1,0,0,0,0,0,0
"21",3,3,0,0,0,0,0,0,0
"22",3,3,0,0,0,0,0,0,0
"23",4,4,0,0,0,0,0,0,0
"24",1,1,0,0,0,0,0,0,0
"25",1,1,0,0,0,0,4,4,0
"26",0,0,0,0,0,0,0,0,0
"27",2,1,1,0,0,0,1,1,0
"28",1,1,0,0,0,0,1,1,0
"29",5,5,0,0,0,0,1,1,0
"30",14,14,0,0,0,0,4,4,0
"31",0,0,0,0,0,0,2,2,0
"32",0,0,0,2,2,0,0,0,0
"33",0,0,0,0,0,0,1,1,0
"34",11,11,0,0,0,0,1,0,1
"35",2,2,0,0,0,0,1,1,0
"36",0,0,0,0,0,0,16,15,1
"37",1,1,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,3,3,0
"40",0,0,0,0,0,0,5,5,0
"41",2,2,0,0,0,0,6,6,0
"42",0,0,0,0,0,0,5,4,1
"43",0,0,0,0,0,0,5,5,0
"44",0,0,0,0,0,0,0,0,0
"45",79,44,35,0,0,0,2,2,0
"46",0,0,0,0,0,0,0,0,0
"47",2,2,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,3,3,0
"49",1,1,0,0,0,0,5,5,0
"50",0,0,0,1,1,0,17,16,1
"51",16,16,0,2,2,0,16,14,2
"52",0,0,0,0,0,0,10,10,0
"53",4,4,0,2,2,0,2,1,1
"54",0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,4,4,0
"56",0,0,0,0,0,0,2,2,0
"57",1,1,0,0,0,0,3,2,1
"58",0,0,0,0,0,0,0,0,0
"59",2,2,0,6,6,0,4,4,0
"60",3,3,0,1,1,0,2,2,0
"61",5,5,0,0,0,0,2,2,0
"62",3,3,0,0,0,0,0,0,0
"63",1,1,0,0,0,0,0,0,0
"64",1,1,0,0,0,0,11,11,0
"65",0,0,0,0,0,0,0,0,0
"66",29,28,1,2,2,0,1,1,0
"67",1,1,0,0,0,0,3,3,0
"68",2,2,0,0,0,0,6,6,0
"69",4,4,0,0,0,0,8,7,1
"70",2,2,0,0,0,0,1,1,0
"71",2,2,0,0,0,0,1,1,0
"72",1,1,0,0,0,0,0,0,0
"73",2,2,0,0,0,0,1,1,0
"74",1,1,0,3,3,0,1,1,0
"75",6,6,0,0,0,0,1,1,0
"76",0,0,0,0,0,0,0,0,0
"77",6,6,0,0,0,0,9,9,0
"78",0,0,0,0,0,0,4,4,0
"79",0,0,0,0,0,0,6,6,0
"80",1,1,0,0,0,0,0,0,0
"81",6,6,0,0,0,0,0,0,0
"82",8,7,1,0,0,0,3,3,0
"83",24,22,2,0,0,0,5,4,1
"84",4,4,0,0,0,0,7,7,0
"85",1,1,0,0,0,0,6,6,0
"86",1,1,0,0,0,0,8,7,1
"87",2,2,0,0,0,0,0,0,0
"88",0,0,0,0,0,0,2,2,0
"89",4,4,0,0,0,0,15,14,1
"90",9,9,0,0,0,0,0,0,0
"91",0,0,0,0,0,0,3,3,0
"92",0,0,0,0,0,0,2,2,0
"93",1,1,0,0,0,0,5,5,0
"94",0,0,0,0,0,0,0,0,0
"95",1,1,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,11,11,0
"97",11,11,0,2,2,0,0,0,0
"98",1,1,0,0,0,0,5,4,1
"99",1,1,0,0,0,0,3,3,0
"100",0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,20,20,0
"102",1,1,0,0,0,0,0,0,0
"103",3,3,0,0,0,0,6,6,0
"104",1,1,0,0,0,0,8,7,1
"105",1,1,0,0,0,0,2,2,0
"106",0,0,0,0,0,0,1,1,0
"107",22,22,0,1,1,0,0,0,0
"108",5,5,0,0,0,0,1,1,0
"109",4,4,0,1,1,0,0,0,0
"110",0,0,0,0,0,0,6,6,0
"111",3,3,0,0,0,0,8,8,0
"112",0,0,0,0,0,0,0,0,0
"113",4,4,0,0,0,0,0,0,0
"114",3,3,0,0,0,0,3,3,0
"115",0,0,0,0,0,0,6,5,1
"116",0,0,0,0,0,0,1,1,0
"117",21,21,0,1,1,0,10,10,0
"118",1,1,0,0,0,0,0,0,0
"119",2,2,0,0,0,0,0,0,0
"120",5,5,0,0,0,0,12,11,1
"121",3,3,0,0,0,0,10,10,0
"122",1,1,0,0,0,0,1,0,1
"123",1,1,0,0,0,0,0,0,0
"124",7,7,0,0,0,0,0,0,0
"125",1,1,0,0,0,0,2,2,0
"126",3,3,0,0,0,0,1,1,0
"127",5,5,0,0,0,0,0,0,0
"128",1,1,0,0,0,0,7,7,0
"129",17,16,1,0,0,0,0,0,0
"130",1,1,0,0,0,0,0,0,0
"131",0,0,0,0,0,0,8,7,1
"132",0,0,0,0,0,0,0,0,0
"133",0,0,0,0,0,0,0,0,0
"134",3,3,0,0,0,0,0,0,0
"135",6,6,0,1,1,0,6,6,0
"136",0,0,0,0,0,0,2,1,1
"137",0,0,0,0,0,0,1,1,0
"138",13,13,0,0,0,0,2,2,0
"139",6,6,0,0,0,0,2,2,0
"140",7,7,0,0,0,0,2,2,0
"141",0,0,0,0,0,0,15,14,1
"142",1,0,1,0,0,0,6,6,0
"143",1,1,0,0,0,0,0,0,0
"144",0,0,0,0,0,0,0,0,0
"145",5,5,0,5,5,0,1,1,0
"146",0,0,0,0,0,0,0,0,0
"147",1,1,0,0,0,0,0,0,0
"148",2,2,0,0,0,0,10,10,0
"149",9,9,0,1,1,0,5,5,0
"150",4,4,0,0,0,0,10,10,0
"151",2,2,0,0,0,0,3,3,0
"152",0,0,0,0,0,0,2,2,0
"153",0,0,0,0,0,0,0,0,0
"154",6,5,1,0,0,0,3,3,0
"155",1,1,0,0,0,0,3,3,0
"156",10,9,1,0,0,0,0,0,0
"157",0,0,0,0,0,0,1,1,0
"158",4,4,0,0,0,0,0,0,0
"159",7,7,0,0,0,0,0,0,0
"160",3,3,0,0,0,0,1,1,0
"161",2,2,0,0,0,0,0,0,0
"162",0,0,0,1,0,1,6,6,0
"163",0,0,0,0,0,0,2,2,0
"164",4,4,0,0,0,0,0,0,0
"165",0,0,0,0,0,0,2,2,0
"166",7,7,0,0,0,0,0,0,0
"167",1,1,0,0,0,0,0,0,0
"168",0,0,0,0,0,0,0,0,0
"169",1,1,0,0,0,0,1,1,0
"170",3,2,1,0,0,0,1,1,0
"171",10,10,0,0,0,0,1,1,0
"172",0,0,0,0,0,0,16,16,0
"173",5,5,0,0,0,0,2,2,0
"174",0,0,0,0,0,0,5,4,1
"175",3,3,0,0,0,0,9,9,0
"176",0,0,0,0,0,0,3,3,0
"177",0,0,0,0,0,0,4,4,0
"178",14,13,1,0,0,0,0,0,0
"179",0,0,0,0,0,0,0,0,0
"180",1,1,0,0,0,0,5,5,0
"181",0,0,0,0,0,0,1,1,0
"182",6,5,1,0,0,0,19,18,1
"183",3,3,0,0,0,0,0,0,0
"184",14,14,0,4,4,0,0,0,0
"185",0,0,0,0,0,0,2,2,0
"186",6,6,0,0,0,0,0,0,0
"187",1,1,0,0,0,0,6,6,0
"188",0,0,0,0,0,0,0,0,0
"189",7,7,0,0,0,0,3,2,1
"190",1,1,0,0,0,0,1,1,0
"191",1,1,0,0,0,0,18,17,1
"192",5,4,1,0,0,0,1,1,0
"193",1,1,0,0,0,0,1,1,0
"194",1,1,0,0,0,0,0,0,0
"195",1,1,0,0,0,0,0,0,0
"196",0,0,0,0,0,0,1,1,0
