"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",18,17,1,0,0,0,23,23,0
"2",2,1,1,0,0,0,18,18,0
"3",10,8,2,2,2,0,27,27,0
"4",9,9,0,0,0,0,13,13,0
"5",5,5,0,0,0,0,17,17,0
"6",11,11,0,0,0,0,37,35,2
"7",11,11,0,0,0,0,54,53,1
"8",7,7,0,5,5,0,35,34,1
"9",0,0,0,0,0,0,2,2,0
"10",3,3,0,14,14,0,2,2,0
"11",0,0,0,20,20,0,70,70,0
"12",0,0,0,2,2,0,15,14,1
"13",0,0,0,0,0,0,27,27,0
"14",0,0,0,0,0,0,0,0,0
"15",10,9,1,0,0,0,5,5,0
"16",0,0,0,0,0,0,50,48,2
"17",0,0,0,0,0,0,47,47,0
"18",5,5,0,16,16,0,20,19,1
"19",2,2,0,9,9,0,57,56,1
"20",10,9,1,30,30,0,25,25,0
"21",12,12,0,0,0,0,0,0,0
"22",5,5,0,8,8,0,37,37,0
"23",4,4,0,13,13,0,46,44,2
"24",22,21,1,10,10,0,33,31,2
"25",1,1,0,20,20,0,42,41,1
"26",4,4,0,6,5,1,38,38,0
"27",0,0,0,0,0,0,55,51,4
"28",0,0,0,8,8,0,64,61,3
"29",3,3,0,0,0,0,1,1,0
"30",62,61,1,34,34,0,67,67,0
"31",1,1,0,0,0,0,38,37,1
"32",3,3,0,19,19,0,30,29,1
"33",0,0,0,0,0,0,0,0,0
"34",1,1,0,1,1,0,36,35,1
"35",13,13,0,2,2,0,33,32,1
"36",1,1,0,3,3,0,25,25,0
"37",0,0,0,0,0,0,4,4,0
"38",0,0,0,0,0,0,42,39,3
"39",12,12,0,3,3,0,34,32,2
"40",7,6,1,0,0,0,30,26,4
"41",2,2,0,2,2,0,32,31,1
"42",0,0,0,2,2,0,25,25,0
"43",2,2,0,0,0,0,18,18,0
"44",0,0,0,12,11,1,5,5,0
"45",2,2,0,8,8,0,53,52,1
"46",0,0,0,0,0,0,3,3,0
"47",23,21,2,1,1,0,39,39,0
"48",0,0,0,0,0,0,39,39,0
"49",0,0,0,0,0,0,37,37,0
"50",1,1,0,10,10,0,46,46,0
"51",27,25,2,31,28,3,27,27,0
"52",16,16,0,0,0,0,26,26,0
"53",1,1,0,2,2,0,11,11,0
"54",0,0,0,2,2,0,28,28,0
"55",0,0,0,0,0,0,0,0,0
"56",0,0,0,0,0,0,14,14,0
"57",5,5,0,23,23,0,66,63,3
"58",0,0,0,0,0,0,17,15,2
"59",0,0,0,24,24,0,42,40,2
"60",8,8,0,1,1,0,45,42,3
"61",4,4,0,20,20,0,62,62,0
"62",0,0,0,2,2,0,46,45,1
"63",0,0,0,0,0,0,0,0,0
"64",2,2,0,0,0,0,29,29,0
"65",9,9,0,17,17,0,57,55,2
"66",63,62,1,12,11,1,49,49,0
"67",8,8,0,16,16,0,43,41,2
"68",5,5,0,0,0,0,31,31,0
"69",8,8,0,2,2,0,57,53,4
"70",0,0,0,0,0,0,13,13,0
"71",0,0,0,23,23,0,66,64,2
"72",5,5,0,0,0,0,2,2,0
"73",4,4,0,16,16,0,18,18,0
"74",0,0,0,15,14,1,29,26,3
