"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,1,1,0
"4",0,0,0,0,0,0,4,4,0
"5",2,1,1,0,0,0,0,0,0
"6",1,1,0,1,0,1,0,0,0
"7",0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,1,1,0
"9",2,2,0,0,0,0,0,0,0
"10",6,6,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0
"13",1,1,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0
"15",3,3,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0
"18",4,4,0,0,0,0,0,0,0
"19",5,5,0,0,0,0,7,6,1
"20",3,2,1,1,1,0,0,0,0
"21",4,4,0,1,1,0,0,0,0
"22",4,4,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0
"24",1,1,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,2,2,0
"28",0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0
"30",3,3,0,0,0,0,1,1,0
"31",0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0
"33",3,3,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0
"35",1,1,0,0,0,0,0,0,0
"36",1,1,0,0,0,0,1,1,0
"37",1,1,0,0,0,0,0,0,0
"38",1,1,0,0,0,0,8,8,0
"39",1,1,0,0,0,0,0,0,0
"40",2,1,1,0,0,0,0,0,0
"41",1,1,0,4,1,3,0,0,0
"42",1,1,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0
"44",4,4,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0
"51",7,5,2,0,0,0,1,1,0
"52",1,1,0,0,0,0,0,0,0
