"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",0,0,0,61,58,3,72,70,2
"2",1,1,0,67,65,2,94,93,1
"3",0,0,0,0,0,0,72,70,2
"4",1,1,0,0,0,0,38,36,2
"5",11,11,0,11,10,1,54,54,0
"6",72,72,0,54,53,1,80,77,3
"7",2,2,0,0,0,0,68,64,4
"8",12,12,0,20,20,0,57,55,2
"9",0,0,0,0,0,0,76,70,6
"10",66,64,2,49,49,0,61,61,0
"11",0,0,0,0,0,0,69,67,2
"12",0,0,0,0,0,0,72,70,2
"13",65,65,0,26,26,0,79,79,0
"14",0,0,0,42,41,1,84,79,5
"15",21,19,2,12,12,0,75,72,3
"16",58,57,1,66,66,0,90,87,3
"17",1,1,0,0,0,0,58,52,6
"18",0,0,0,21,21,0,66,64,2
"19",47,46,1,46,46,0,67,67,0
"20",0,0,0,11,11,0,79,75,4
"21",65,64,1,54,53,1,83,82,1
"22",5,5,0,68,68,0,84,84,0
"23",44,44,0,47,46,1,84,80,4
"24",0,0,0,32,32,0,80,79,1
"25",1,1,0,35,34,1,81,81,0
"26",7,7,0,30,29,1,43,40,3
"27",1,0,1,54,54,0,19,19,0
"28",36,33,3,24,24,0,55,55,0
"29",73,71,2,55,53,2,83,83,0
"30",44,42,2,0,0,0,64,63,1
"31",0,0,0,8,8,0,32,32,0
"32",0,0,0,23,23,0,68,68,0
"33",66,64,2,20,19,1,69,67,2
"34",0,0,0,0,0,0,61,58,3
"35",5,4,1,17,16,1,58,57,1
"36",3,3,0,55,54,1,51,49,2
"37",0,0,0,30,27,3,87,86,1
"38",0,0,0,41,41,0,29,29,0
"39",54,54,0,28,28,0,76,75,1
"40",83,82,1,48,48,0,81,81,0
"41",1,0,1,0,0,0,73,70,3
"42",15,15,0,57,56,1,58,56,2
"43",13,13,0,25,24,1,64,62,2
"44",0,0,0,0,0,0,60,59,1
"45",11,11,0,49,49,0,73,73,0
"46",1,1,0,33,33,0,50,50,0
"47",0,0,0,6,6,0,65,65,0
"48",0,0,0,32,31,1,52,49,3
"49",3,3,0,2,2,0,51,51,0
"50",1,1,0,46,46,0,63,63,0
"51",2,2,0,15,15,0,62,61,1
"52",29,29,0,57,57,0,85,85,0
"53",50,47,3,3,3,0,63,57,6
"54",11,11,0,28,28,0,72,68,4
"55",6,6,0,33,33,0,61,58,3
"56",0,0,0,41,41,0,72,72,0
"57",18,18,0,22,21,1,41,39,2
"58",2,2,0,0,0,0,51,49,2
"59",0,0,0,0,0,0,59,57,2
"60",0,0,0,0,0,0,77,77,0
"61",19,19,0,61,60,1,80,79,1
"62",30,28,2,8,8,0,42,42,0
"63",0,0,0,6,6,0,47,46,1
"64",1,1,0,30,29,1,53,53,0
"65",0,0,0,13,13,0,76,76,0
"66",3,3,0,45,44,1,74,74,0
"67",0,0,0,5,5,0,76,76,0
"68",47,46,1,28,28,0,65,64,1
"69",0,0,0,23,23,0,51,48,3
"70",4,4,0,0,0,0,21,21,0
"71",1,1,0,28,28,0,86,79,7
"72",0,0,0,0,0,0,4,4,0
"73",4,4,0,23,21,2,49,48,1
"74",32,32,0,2,2,0,76,74,2
"75",21,20,1,0,0,0,26,25,1
"76",0,0,0,60,59,1,73,72,1
"77",1,1,0,47,47,0,63,63,0
"78",6,6,0,34,32,2,77,76,1
"79",0,0,0,29,29,0,74,74,0
"80",24,23,1,0,0,0,73,73,0
"81",0,0,0,0,0,0,82,79,3
"82",8,8,0,0,0,0,46,43,3
"83",0,0,0,64,64,0,71,71,0
"84",0,0,0,0,0,0,70,66,4
"85",70,69,1,59,58,1,87,87,0
"86",1,1,0,4,4,0,1,0,1
"87",23,23,0,0,0,0,65,63,2
"88",1,1,0,6,6,0,20,20,0
"89",0,0,0,17,16,1,70,70,0
"90",13,12,1,60,59,1,69,69,0
"91",0,0,0,12,12,0,83,83,0
"92",24,24,0,52,51,1,59,59,0
"93",4,4,0,4,4,0,39,37,2
"94",0,0,0,22,22,0,71,70,1
"95",69,65,4,61,59,2,79,79,0
"96",0,0,0,42,42,0,68,68,0
"97",44,41,3,32,32,0,41,41,0
"98",13,13,0,1,1,0,61,60,1
"99",27,25,2,0,0,0,21,18,3
"100",8,8,0,1,0,1,64,63,1
"101",47,47,0,27,27,0,15,15,0
"102",0,0,0,30,30,0,63,60,3
"103",0,0,0,60,60,0,50,50,0
"104",0,0,0,13,13,0,63,63,0
"105",14,13,1,32,32,0,47,46,1
"106",15,15,0,37,34,3,72,71,1
"107",3,3,0,24,23,1,64,64,0
"108",1,1,0,48,48,0,75,74,1
"109",13,13,0,48,48,0,52,50,2
"110",31,30,1,31,31,0,77,74,3
"111",0,0,0,47,44,3,67,67,0
"112",8,8,0,20,19,1,81,79,2
"113",15,14,1,0,0,0,37,37,0
"114",0,0,0,0,0,0,51,51,0
"115",9,8,1,0,0,0,65,62,3
"116",45,44,1,10,10,0,57,57,0
"117",16,16,0,1,1,0,75,75,0
"118",55,51,4,63,62,1,70,65,5
"119",19,19,0,37,37,0,84,84,0
"120",0,0,0,0,0,0,70,69,1
"121",12,10,2,0,0,0,25,25,0
"122",59,57,2,50,49,1,73,72,1
"123",24,23,1,0,0,0,67,67,0
"124",0,0,0,31,31,0,50,49,1
"125",0,0,0,19,18,1,55,53,2
"126",46,45,1,50,49,1,65,60,5
"127",0,0,0,25,24,1,78,76,2
"128",0,0,0,30,30,0,78,77,1
"129",0,0,0,0,0,0,34,34,0
"130",0,0,0,0,0,0,57,55,2
"131",7,7,0,0,0,0,67,64,3
"132",0,0,0,0,0,0,73,73,0
"133",4,4,0,0,0,0,73,72,1
"134",1,1,0,46,45,1,56,55,1
"135",0,0,0,33,33,0,25,25,0
"136",1,1,0,40,40,0,86,82,4
"137",4,4,0,69,69,0,80,79,1
"138",0,0,0,29,29,0,91,91,0
"139",28,26,2,0,0,0,52,50,2
"140",0,0,0,0,0,0,56,54,2
"141",0,0,0,22,20,2,87,86,1
"142",0,0,0,33,33,0,78,78,0
"143",12,12,0,38,38,0,44,44,0
"144",0,0,0,12,12,0,30,30,0
"145",83,82,1,43,43,0,71,70,1
"146",0,0,0,17,17,0,89,85,4
"147",6,6,0,0,0,0,4,4,0
"148",0,0,0,0,0,0,37,37,0
"149",21,21,0,0,0,0,52,52,0
"150",1,1,0,1,1,0,61,61,0
"151",61,60,1,59,59,0,68,68,0
"152",19,19,0,19,19,0,61,60,1
"153",4,4,0,19,17,2,61,59,2
"154",9,8,1,30,30,0,61,59,2
"155",0,0,0,0,0,0,55,55,0
"156",20,20,0,53,53,0,63,62,1
"157",0,0,0,0,0,0,75,72,3
"158",2,2,0,54,54,0,80,79,1
"159",0,0,0,0,0,0,43,39,4
"160",0,0,0,0,0,0,38,36,2
"161",12,11,1,0,0,0,27,26,1
"162",10,10,0,44,44,0,48,48,0
"163",0,0,0,0,0,0,55,53,2
"164",3,3,0,19,19,0,48,47,1
"165",0,0,0,0,0,0,67,65,2
"166",21,21,0,32,32,0,87,86,1
"167",1,1,0,0,0,0,37,36,1
"168",0,0,0,0,0,0,75,73,2
"169",0,0,0,0,0,0,61,61,0
"170",10,10,0,18,17,1,56,55,1
"171",0,0,0,31,30,1,63,62,1
"172",5,5,0,16,16,0,2,2,0
"173",12,12,0,33,32,1,68,67,1
"174",52,49,3,12,11,1,66,63,3
"175",7,7,0,21,21,0,73,72,1
"176",0,0,0,0,0,0,61,60,1
"177",3,3,0,10,10,0,80,76,4
"178",0,0,0,0,0,0,42,41,1
"179",0,0,0,72,72,0,85,84,1
"180",2,2,0,12,12,0,55,53,2
"181",8,6,2,8,7,1,44,43,1
"182",0,0,0,74,72,2,67,66,1
"183",0,0,0,0,0,0,58,53,5
"184",0,0,0,55,54,1,98,95,3
"185",8,8,0,62,62,0,75,75,0
"186",2,2,0,20,20,0,88,87,1
"187",0,0,0,29,29,0,54,51,3
"188",25,25,0,30,29,1,83,82,1
"189",14,14,0,51,50,1,66,62,4
"190",8,8,0,0,0,0,63,62,1
"191",38,38,0,27,26,1,79,78,1
"192",1,1,0,12,12,0,53,53,0
"193",1,1,0,16,15,1,69,66,3
"194",11,10,1,0,0,0,74,69,5
"195",6,6,0,22,22,0,62,62,0
"196",0,0,0,8,8,0,37,37,0
"197",5,5,0,60,59,1,74,73,1
"198",9,8,1,5,5,0,58,56,2
"199",0,0,0,0,0,0,52,51,1
"200",0,0,0,27,27,0,59,59,0
"201",2,2,0,3,3,0,78,78,0
"202",10,9,1,54,52,2,83,82,1
"203",43,42,1,6,6,0,32,30,2
"204",0,0,0,0,0,0,78,77,1
"205",1,1,0,0,0,0,78,76,2
"206",0,0,0,34,34,0,31,31,0
"207",0,0,0,0,0,0,42,38,4
"208",70,69,1,38,38,0,49,49,0
"209",0,0,0,42,42,0,61,60,1
