"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",0,0,0,35,35,0,82,81,1
"2",0,0,0,9,9,0,184,182,2
"3",2,2,0,0,0,0,90,88,2
"4",1,1,0,0,0,0,69,67,2
"5",0,0,0,0,0,0,82,81,1
"6",50,50,0,0,0,0,109,106,3
"7",6,6,0,0,0,0,113,113,0
"8",78,78,0,1,1,0,146,143,3
"9",1,1,0,2,2,0,110,109,1
"10",71,69,2,18,18,0,204,196,8
"11",0,0,0,0,0,0,115,110,5
"12",0,0,0,0,0,0,181,178,3
"13",22,22,0,0,0,0,117,113,4
"14",1,1,0,0,0,0,167,163,4
"15",19,19,0,5,5,0,171,170,1
"16",132,132,0,73,73,0,161,157,4
"17",1,1,0,0,0,0,173,168,5
"18",0,0,0,13,12,1,50,47,3
"19",94,93,1,25,25,0,142,142,0
"20",60,59,1,0,0,0,168,168,0
"21",56,55,1,1,1,0,48,47,1
"22",61,60,1,0,0,0,105,101,4
"23",126,125,1,86,86,0,237,235,2
"24",60,60,0,0,0,0,97,95,2
"25",0,0,0,0,0,0,184,183,1
"26",44,44,0,0,0,0,139,135,4
"27",1,0,1,9,9,0,69,69,0
"28",374,232,142,0,0,0,237,233,4
"29",80,77,3,14,14,0,156,151,5
"30",49,48,1,0,0,0,2,1,1
"31",71,70,1,0,0,0,124,122,2
"32",0,0,0,0,0,0,194,189,5
"33",90,89,1,0,0,0,110,106,4
"34",0,0,0,0,0,0,147,145,2
"35",1,1,0,0,0,0,186,184,2
"36",42,42,0,1,1,0,32,32,0
"37",0,0,0,14,14,0,136,136,0
"38",32,31,1,0,0,0,21,21,0
"39",47,46,1,10,10,0,112,107,5
"40",56,53,3,0,0,0,55,54,1
"41",1,0,1,0,0,0,113,113,0
"42",1,1,0,0,0,0,58,55,3
"43",65,65,0,30,30,0,107,107,0
"44",0,0,0,0,0,0,88,88,0
"45",10,10,0,0,0,0,87,86,1
"46",0,0,0,0,0,0,131,128,3
"47",0,0,0,0,0,0,113,110,3
"48",0,0,0,0,0,0,118,117,1
"49",97,95,2,4,4,0,129,126,3
"50",0,0,0,34,34,0,119,119,0
"51",0,0,0,2,2,0,88,87,1
"52",1,1,0,35,35,0,140,137,3
"53",52,50,2,1,1,0,125,120,5
"54",58,57,1,8,8,0,156,155,1
"55",3,3,0,0,0,0,54,50,4
"56",0,0,0,11,11,0,65,65,0
"57",11,10,1,0,0,0,101,99,2
"58",0,0,0,0,0,0,66,65,1
"59",0,0,0,0,0,0,97,96,1
"60",0,0,0,0,0,0,171,170,1
"61",3,3,0,3,3,0,250,241,9
"62",18,17,1,12,11,1,67,65,2
"63",0,0,0,0,0,0,76,75,1
"64",68,66,2,70,69,1,27,25,2
"65",2,2,0,0,0,0,139,134,5
"66",112,110,2,0,0,0,159,156,3
"67",3,3,0,0,0,0,160,160,0
"68",38,37,1,14,14,0,155,153,2
"69",72,72,0,0,0,0,154,154,0
"70",0,0,0,6,6,0,143,139,4
"71",0,0,0,0,0,0,184,179,5
"72",0,0,0,0,0,0,3,3,0
"73",12,11,1,2,2,0,83,83,0
"74",5,5,0,0,0,0,207,198,9
"75",8,8,0,10,10,0,14,14,0
"76",104,101,3,111,110,1,144,140,4
