"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",1.21,1.156,0.054,0.0173650793650794
"100/100 Split",0.05,0.036,0.014,0.0095
"200/200 Split",0.896,0.862,0.034,0.0122911836671427
