"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.04,0.028,0.012,0.011
"100/100 Split",0.008,0.004,0.004,0.004
"200/200 Split",0.114,0.092,0.022,0.0156666666666667
