"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.054,0.048,0.006,0.006
"100/100 Split",0.036,0.032,0.004,0.0024
"200/200 Split",0.56,0.526,0.034,0.0183722222222222
