"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",14.454,14.154,0.3,0.0182806527684
"100/100 Split",0.286,0.276,0.01,0.0045
"200/200 Split",14.718,14.332,0.386,0.0149835718922077
