"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.288,0.246,0.042,0.0113809523809524
"100/100 Split",0.022,0.012,0.01,0.01
"200/200 Split",0.502,0.464,0.038,0.0219857142857143
