"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.052,0.026,0.026,0.0206666666666667
"100/100 Split",0.012,0.006,0.006,0.006
"200/200 Split",0.102,0.078,0.024,0.023
