"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",1.568,1.536,0.032,0.00779913600891862
"100/100 Split",0.06,0.054,0.006,0.00466666666666667
"200/200 Split",2.12,2.05,0.07,0.0174665116745999
