"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.136,0.124,0.012,0.00966666666666667
"100/100 Split",0.06,0.052,0.008,0.008
"200/200 Split",2.084,2.024,0.06,0.0117361454103804
