"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",24.118,23.546,0.572,0.0170795156212753
"100/100 Split",0.422,0.416,0.006,0.00248571428571429
"200/200 Split",28.522,27.664,0.858,0.0243531810018656
