"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.036,0.014,0.022,0.0193333333333333
"100/100 Split",0.012,0.006,0.006,0.006
"200/200 Split",0.104,0.08,0.024,0.0183333333333333
