"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",1.54,1.488,0.052,0.0129442076935064
"100/100 Split",1.86,1.836,0.024,0.009224333999334
"200/200 Split",46.89,46.128,0.762,0.0121211587906217
