"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",2.486,2.412,0.074,0.0144851998878315
"100/100 Split",0.148,0.13,0.018,0.0106190476190476
"200/200 Split",1.768,1.658,0.11,0.0320885242208772
