"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.032,0.022,0.01,0.01
"100/100 Split",0.012,0.004,0.008,0.008
"200/200 Split",0.496,0.466,0.03,0.0138484126984127
