"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",1.226,1.174,0.052,0.0235190476190476
"100/100 Split",0.336,0.308,0.028,0.0150190476190476
"200/200 Split",20.106,19.024,1.082,0.014815406520358
