"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",5.702,5.538,0.164,0.0154379943223908
"100/100 Split",6.598,6.462,0.136,0.0101085296424701
"200/200 Split",29.12,28.166,0.954,0.0305632399119624
