"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",1.746,1.672,0.074,0.022268253968254
"100/100 Split",0.08,0.064,0.016,0.015
"200/200 Split",0.974,0.934,0.04,0.00980165945165945
