"","Total Rej","Correct Rej","False Rej","FDR"
"40/160 Split",0.224,0.204,0.02,0.0123333333333333
"100/100 Split",0.196,0.18,0.016,0.0124509803921569
"200/200 Split",6.486,6.284,0.202,0.0198158129924564
